incident_id,actor,action,location,time_period,severity,contributing_factor
953,Worker-F4,misread gauge,Roof-Access,night,low,inadequate-training
954,Worker-C2,entered restricted zone,Bay-5,late-afternoon,critical,understaffing
955,Worker-D1,skipped inspection,Bay-3,noon,minor,poor-lighting
956,Worker-B4,disabled sensor,Yard-Exterior,early-afternoon,high,fatigue
957,Worker-E4,blocked exit path,Storage-East,late-afternoon,minor,supervision-lapse
958,Worker-A2,entered restricted zone,Bay-2,night,minor,supervision-lapse
959,Worker-A0,mixed chemicals,Basement-Pump,early-morning,minor,weather-conditions
960,Worker-B2,disabled sensor,Bay-1,late-morning,low,equipment-malfunction
961,Worker-C0,misread gauge,Corridor-South,evening,minor,fatigue
962,Worker-F0,skipped inspection,Corridor-South,night,low,time-pressure
963,Worker-A4,mixed chemicals,Bay-3,late-afternoon,minor,fatigue
964,Worker-A2,stored improperly,Corridor-South,night,minor,communication-failure
965,Worker-D3,tripped over cable,Yard-Exterior,night,moderate,understaffing
966,Worker-F2,crossed barrier,Control-Room,late-morning,high,inadequate-training
967,Worker-B0,overloaded circuit,Bay-3,noon,high,time-pressure
968,Worker-F0,crossed barrier,Corridor-South,noon,low,poor-lighting
969,Worker-F0,crossed barrier,Storage-East,noon,high,equipment-malfunction
970,Worker-F0,spilled solvent,Basement-Pump,night,moderate,supervision-lapse
971,Worker-A0,used wrong tool,Bay-2,night,minor,supervision-lapse
972,Worker-B2,forgot PPE,Bay-2,noon,high,complacency
973,Worker-B3,exceeded load limit,Storage-West,noon,critical,procedural-gap
974,Worker-A1,spilled solvent,Corridor-North,night,low,procedural-gap
975,Worker-F0,blocked exit path,Storage-West,mid-morning,moderate,equipment-malfunction
976,Worker-E3,overloaded circuit,Bay-3,mid-morning,moderate,fatigue
977,Worker-C4,spilled solvent,Mezzanine,early-morning,critical,supervision-lapse
978,Worker-F0,exceeded load limit,Bay-2,evening,low,poor-lighting
979,Worker-C1,left valve open,Loading-Dock,night,minor,time-pressure
980,Worker-E0,tripped over cable,Basement-Pump,late-morning,low,communication-failure
981,Worker-E4,blocked exit path,Bay-1,noon,critical,fatigue
982,Worker-D4,ignored alarm,Roof-Access,evening,low,distraction
983,Worker-C3,blocked exit path,Yard-Exterior,late-afternoon,minor,communication-failure
984,Worker-E3,overloaded circuit,Control-Room,early-morning,moderate,supervision-lapse
985,Worker-C4,left valve open,Corridor-South,mid-morning,critical,supervision-lapse
986,Worker-A2,skipped inspection,Loading-Dock,night,moderate,weather-conditions
987,Worker-D2,used wrong tool,Storage-East,noon,minor,weather-conditions
988,Worker-E2,entered restricted zone,Roof-Access,night,critical,distraction
989,Worker-C2,overloaded circuit,Storage-West,late-morning,critical,time-pressure
990,Worker-F3,overloaded circuit,Storage-East,late-morning,low,fatigue
991,Worker-B2,stored improperly,Basement-Pump,late-morning,high,supervision-lapse
992,Worker-C1,misread gauge,Corridor-North,early-afternoon,moderate,weather-conditions
993,Worker-F3,removed guard,Loading-Dock,evening,low,communication-failure
994,Worker-E3,exceeded load limit,Bay-2,evening,high,procedural-gap
995,Worker-C1,dropped container,Loading-Dock,late-afternoon,critical,fatigue
996,Worker-A0,used wrong tool,Control-Room,mid-morning,critical,fatigue
997,Worker-E1,ignored alarm,Bay-3,early-afternoon,minor,fatigue
998,Worker-E1,mixed chemicals,Bay-1,late-afternoon,minor,time-pressure
999,Worker-A2,bypassed lock,Basement-Pump,evening,critical,time-pressure
1000,Worker-F3,mixed chemicals,Bay-1,evening,critical,weather-conditions
1001,Worker-A2,ignored alarm,Bay-5,late-afternoon,low,fatigue
1002,Worker-E2,tripped over cable,Corridor-North,evening,critical,distraction
1003,Worker-D4,ignored alarm,Control-Room,late-morning,low,inadequate-training
1004,Worker-A3,crossed barrier,Storage-East,late-afternoon,critical,understaffing
1005,Worker-C1,exceeded load limit,Bay-3,evening,moderate,supervision-lapse
1006,Worker-A2,ignored alarm,Bay-3,late-morning,high,poor-lighting
1007,Worker-A2,exceeded load limit,Mezzanine,night,critical,fatigue
1008,Worker-B1,entered restricted zone,Bay-2,early-morning,moderate,poor-lighting
1009,Worker-C2,ignored alarm,Corridor-North,night,critical,poor-lighting
1010,Worker-B2,ignored alarm,Mezzanine,night,high,distraction
1011,Worker-F2,mixed chemicals,Bay-2,evening,moderate,time-pressure
1012,Worker-B2,exceeded load limit,Corridor-South,evening,minor,understaffing
1013,Worker-C2,tripped over cable,Storage-West,evening,high,equipment-malfunction
1014,Worker-B1,used wrong tool,Roof-Access,early-morning,moderate,distraction
1015,Worker-B0,started machine early,Bay-2,early-afternoon,critical,understaffing
1016,Worker-F2,tripped over cable,Corridor-South,late-afternoon,critical,understaffing
1017,Worker-A4,ignored alarm,Storage-West,mid-morning,critical,supervision-lapse
1018,Worker-A3,ignored alarm,Corridor-North,mid-morning,low,procedural-gap
1019,Worker-A4,used wrong tool,Bay-4,late-afternoon,moderate,equipment-malfunction
1020,Worker-B4,entered restricted zone,Corridor-South,early-morning,high,poor-lighting
1021,Worker-D1,removed guard,Bay-3,early-afternoon,moderate,time-pressure
1022,Worker-A0,blocked exit path,Control-Room,night,moderate,complacency
1023,Worker-B4,spilled solvent,Storage-East,noon,critical,understaffing
1024,Worker-C3,dropped container,Bay-2,early-morning,moderate,procedural-gap
1025,Worker-B3,used wrong tool,Bay-3,early-afternoon,critical,poor-lighting
1026,Worker-E2,tripped over cable,Roof-Access,night,minor,distraction
1027,Worker-C3,used wrong tool,Storage-East,late-afternoon,low,understaffing
1028,Worker-B3,bypassed lock,Bay-3,noon,low,distraction
1029,Worker-A2,entered restricted zone,Corridor-South,early-afternoon,critical,time-pressure
1030,Worker-C2,misread gauge,Loading-Dock,early-morning,low,supervision-lapse
1031,Worker-E4,used wrong tool,Bay-2,late-afternoon,moderate,complacency
1032,Worker-D0,crossed barrier,Bay-3,mid-morning,moderate,communication-failure
1033,Worker-F1,forgot PPE,Control-Room,early-morning,high,complacency
1034,Worker-C4,exceeded load limit,Bay-5,noon,high,poor-lighting
1035,Worker-B1,tripped over cable,Corridor-North,late-morning,moderate,complacency
1036,Worker-C4,skipped inspection,Loading-Dock,evening,high,supervision-lapse
1037,Worker-C2,entered restricted zone,Bay-1,evening,critical,fatigue
1038,Worker-E3,left valve open,Bay-5,night,critical,distraction
1039,Worker-D0,left valve open,Mezzanine,late-afternoon,critical,supervision-lapse
1040,Worker-A4,forgot PPE,Basement-Pump,mid-morning,critical,poor-lighting
1041,Worker-F2,overloaded circuit,Roof-Access,late-morning,high,poor-lighting
1042,Worker-D3,mixed chemicals,Corridor-North,early-afternoon,critical,complacency
1043,Worker-E2,blocked exit path,Roof-Access,noon,minor,time-pressure
1044,Worker-A3,tripped over cable,Control-Room,night,critical,communication-failure
1045,Worker-E1,left valve open,Basement-Pump,early-afternoon,moderate,understaffing
1046,Worker-A1,mixed chemicals,Corridor-South,late-afternoon,critical,poor-lighting
1047,Worker-E1,blocked exit path,Bay-4,evening,high,procedural-gap
1048,Worker-B1,mixed chemicals,Bay-3,late-afternoon,high,procedural-gap
1049,Worker-D4,removed guard,Bay-4,mid-morning,low,communication-failure
1050,Worker-D4,entered restricted zone,Bay-5,late-afternoon,low,poor-lighting
1051,Worker-F3,disabled sensor,Bay-2,early-afternoon,high,procedural-gap
1052,Worker-B4,misread gauge,Bay-4,late-morning,low,equipment-malfunction
1053,Worker-E4,stored improperly,Yard-Exterior,early-afternoon,low,complacency
1054,Worker-D4,used wrong tool,Bay-2,mid-morning,high,weather-conditions
1055,Worker-D1,forgot PPE,Basement-Pump,evening,critical,complacency
1056,Worker-E3,dropped container,Bay-4,evening,critical,poor-lighting
1057,Worker-B1,exceeded load limit,Bay-2,noon,minor,fatigue
1058,Worker-C0,dropped container,Yard-Exterior,noon,critical,distraction
1059,Worker-B1,tripped over cable,Corridor-North,night,high,supervision-lapse
1060,Worker-D3,entered restricted zone,Storage-West,mid-morning,moderate,complacency
1061,Worker-C2,spilled solvent,Mezzanine,late-morning,low,complacency
1062,Worker-A3,tripped over cable,Bay-1,night,low,supervision-lapse
1063,Worker-E1,blocked exit path,Control-Room,noon,minor,distraction
1064,Worker-F2,used wrong tool,Storage-West,early-morning,critical,weather-conditions
1065,Worker-B3,used wrong tool,Yard-Exterior,early-afternoon,critical,time-pressure
1066,Worker-E4,blocked exit path,Bay-2,late-morning,moderate,procedural-gap
1067,Worker-D0,tripped over cable,Corridor-North,early-morning,low,supervision-lapse
1068,Worker-B2,removed guard,Mezzanine,mid-morning,critical,complacency
1069,Worker-E1,tripped over cable,Bay-4,evening,high,inadequate-training
1070,Worker-A0,stored improperly,Mezzanine,noon,moderate,inadequate-training
1071,Worker-E4,bypassed lock,Bay-2,early-afternoon,high,communication-failure
1072,Worker-F2,blocked exit path,Roof-Access,evening,critical,distraction
1073,Worker-C3,bypassed lock,Bay-5,mid-morning,low,distraction
1074,Worker-C1,ignored alarm,Bay-4,early-afternoon,high,time-pressure
1075,Worker-C3,forgot PPE,Roof-Access,noon,minor,fatigue
1076,Worker-C2,left valve open,Bay-4,mid-morning,moderate,understaffing
1077,Worker-C2,forgot PPE,Corridor-South,early-afternoon,high,communication-failure
1078,Worker-B2,stored improperly,Basement-Pump,evening,high,fatigue
1079,Worker-C2,bypassed lock,Roof-Access,evening,high,fatigue
1080,Worker-B3,exceeded load limit,Mezzanine,mid-morning,critical,complacency
1081,Worker-D4,skipped inspection,Corridor-South,late-afternoon,moderate,fatigue
1082,Worker-E0,spilled solvent,Bay-1,noon,moderate,time-pressure
1083,Worker-F4,skipped inspection,Roof-Access,late-morning,high,equipment-malfunction
1084,Worker-A4,removed guard,Roof-Access,late-afternoon,minor,time-pressure
1085,Worker-A1,mixed chemicals,Bay-5,noon,moderate,procedural-gap
1086,Worker-B2,dropped container,Bay-4,noon,moderate,understaffing
1087,Worker-C4,entered restricted zone,Roof-Access,late-afternoon,low,equipment-malfunction
1088,Worker-D4,bypassed lock,Bay-3,early-morning,low,communication-failure
1089,Worker-C4,dropped container,Bay-1,mid-morning,critical,poor-lighting
1090,Worker-B0,skipped inspection,Roof-Access,night,moderate,fatigue
1091,Worker-A2,spilled solvent,Bay-5,late-morning,high,supervision-lapse
1092,Worker-D4,mixed chemicals,Bay-4,early-morning,high,equipment-malfunction
1093,Worker-E1,stored improperly,Control-Room,late-morning,critical,complacency
1094,Worker-C2,mixed chemicals,Mezzanine,early-morning,high,poor-lighting
1095,Worker-C4,mixed chemicals,Control-Room,late-morning,moderate,weather-conditions
1096,Worker-D4,skipped inspection,Corridor-North,mid-morning,moderate,distraction
1097,Worker-E2,entered restricted zone,Roof-Access,noon,minor,poor-lighting
1098,Worker-E3,stored improperly,Loading-Dock,late-morning,high,understaffing
1099,Worker-C3,entered restricted zone,Corridor-North,mid-morning,moderate,complacency
1100,Worker-B0,tripped over cable,Corridor-South,late-morning,high,time-pressure
1101,Worker-D1,used wrong tool,Mezzanine,early-morning,moderate,weather-conditions
1102,Worker-B2,blocked exit path,Control-Room,evening,moderate,understaffing
1103,Worker-F3,left valve open,Storage-East,noon,low,time-pressure
1104,Worker-C3,disabled sensor,Corridor-South,late-morning,high,communication-failure
1105,Worker-C3,forgot PPE,Storage-East,early-afternoon,minor,time-pressure
1106,Worker-E1,blocked exit path,Control-Room,noon,moderate,fatigue
1107,Worker-B1,bypassed lock,Corridor-North,late-morning,high,time-pressure
1108,Worker-B3,mixed chemicals,Loading-Dock,mid-morning,high,complacency
1109,Worker-C4,stored improperly,Bay-1,noon,moderate,supervision-lapse
1110,Worker-D1,spilled solvent,Basement-Pump,late-afternoon,high,weather-conditions
1111,Worker-E4,stored improperly,Control-Room,mid-morning,moderate,communication-failure
1112,Worker-E1,blocked exit path,Corridor-North,late-afternoon,minor,distraction
1113,Worker-B1,crossed barrier,Bay-2,early-morning,minor,distraction
1114,Worker-B4,misread gauge,Roof-Access,mid-morning,moderate,poor-lighting
1115,Worker-A0,dropped container,Mezzanine,early-afternoon,high,inadequate-training
1116,Worker-A3,crossed barrier,Bay-4,late-morning,low,poor-lighting
1117,Worker-A0,misread gauge,Basement-Pump,mid-morning,minor,understaffing
1118,Worker-B2,stored improperly,Bay-4,mid-morning,high,complacency
1119,Worker-C0,bypassed lock,Storage-East,mid-morning,high,supervision-lapse
1120,Worker-F3,forgot PPE,Bay-3,evening,moderate,complacency
1121,Worker-A3,overloaded circuit,Bay-1,evening,low,understaffing
1122,Worker-B3,left valve open,Basement-Pump,late-afternoon,moderate,inadequate-training
1123,Worker-C1,disabled sensor,Basement-Pump,noon,low,distraction
1124,Worker-E0,misread gauge,Roof-Access,early-morning,low,distraction
1125,Worker-E2,mixed chemicals,Control-Room,late-afternoon,high,weather-conditions
1126,Worker-E3,stored improperly,Bay-5,mid-morning,critical,procedural-gap
1127,Worker-B4,dropped container,Corridor-North,early-afternoon,high,time-pressure
1128,Worker-F4,misread gauge,Storage-East,late-afternoon,critical,supervision-lapse
1129,Worker-E2,dropped container,Corridor-South,late-afternoon,critical,inadequate-training
1130,Worker-D4,misread gauge,Bay-5,noon,low,equipment-malfunction
1131,Worker-B1,entered restricted zone,Bay-2,noon,critical,distraction
1132,Worker-A0,disabled sensor,Corridor-South,evening,low,complacency
1133,Worker-A3,started machine early,Bay-4,early-morning,low,weather-conditions
1134,Worker-E1,tripped over cable,Mezzanine,evening,low,procedural-gap
1135,Worker-E2,forgot PPE,Yard-Exterior,late-afternoon,high,supervision-lapse
1136,Worker-D3,crossed barrier,Storage-East,mid-morning,critical,time-pressure
1137,Worker-A4,overloaded circuit,Corridor-North,early-afternoon,moderate,distraction
1138,Worker-F1,misread gauge,Corridor-North,evening,critical,complacency
1139,Worker-C4,spilled solvent,Bay-3,mid-morning,high,equipment-malfunction
1140,Worker-B0,disabled sensor,Yard-Exterior,late-afternoon,critical,equipment-malfunction
1141,Worker-A2,skipped inspection,Storage-West,evening,low,poor-lighting
1142,Worker-C4,left valve open,Bay-3,early-afternoon,moderate,weather-conditions
1143,Worker-E2,forgot PPE,Roof-Access,late-morning,minor,supervision-lapse
1144,Worker-C3,mixed chemicals,Bay-5,early-morning,low,procedural-gap
1145,Worker-E1,crossed barrier,Bay-5,noon,minor,distraction
1146,Worker-C0,forgot PPE,Basement-Pump,night,minor,procedural-gap
1147,Worker-D2,disabled sensor,Storage-East,early-morning,high,distraction
1148,Worker-C3,forgot PPE,Basement-Pump,early-morning,minor,procedural-gap
1149,Worker-E2,entered restricted zone,Control-Room,evening,critical,complacency
1150,Worker-E4,started machine early,Basement-Pump,early-afternoon,moderate,supervision-lapse
1151,Worker-D2,stored improperly,Storage-West,late-morning,minor,weather-conditions
1152,Worker-D4,dropped container,Bay-4,late-afternoon,minor,inadequate-training
1153,Worker-D0,spilled solvent,Corridor-North,night,critical,communication-failure
1154,Worker-E4,blocked exit path,Control-Room,mid-morning,low,inadequate-training
1155,Worker-B4,mixed chemicals,Bay-2,evening,high,inadequate-training
1156,Worker-C4,entered restricted zone,Bay-3,late-morning,critical,distraction
1157,Worker-C3,bypassed lock,Control-Room,early-afternoon,high,weather-conditions
1158,Worker-B3,dropped container,Bay-3,late-morning,moderate,inadequate-training
1159,Worker-C1,dropped container,Bay-3,noon,moderate,poor-lighting
1160,Worker-F3,crossed barrier,Bay-5,mid-morning,moderate,inadequate-training
1161,Worker-A2,skipped inspection,Control-Room,early-afternoon,high,time-pressure
1162,Worker-E1,forgot PPE,Mezzanine,night,moderate,supervision-lapse
1163,Worker-C2,bypassed lock,Storage-West,noon,critical,distraction
1164,Worker-B2,removed guard,Bay-1,late-afternoon,moderate,understaffing
1165,Worker-C0,entered restricted zone,Loading-Dock,night,critical,complacency
1166,Worker-D2,exceeded load limit,Bay-1,early-afternoon,minor,understaffing
1167,Worker-E2,mixed chemicals,Mezzanine,mid-morning,moderate,weather-conditions
1168,Worker-D3,used wrong tool,Loading-Dock,mid-morning,high,complacency
1169,Worker-B0,removed guard,Bay-5,early-afternoon,minor,communication-failure
1170,Worker-F0,skipped inspection,Roof-Access,early-afternoon,minor,understaffing
1171,Worker-D4,overloaded circuit,Control-Room,early-afternoon,high,fatigue
1172,Worker-F2,removed guard,Bay-2,early-morning,low,inadequate-training
1173,Worker-B3,ignored alarm,Corridor-South,early-morning,critical,time-pressure
1174,Worker-B0,mixed chemicals,Corridor-South,late-afternoon,low,weather-conditions
1175,Worker-A2,spilled solvent,Bay-1,night,moderate,inadequate-training
1176,Worker-D1,blocked exit path,Roof-Access,night,critical,equipment-malfunction
1177,Worker-F4,dropped container,Bay-4,early-morning,critical,fatigue
1178,Worker-F2,entered restricted zone,Bay-2,early-morning,low,equipment-malfunction
1179,Worker-E2,stored improperly,Storage-East,night,moderate,procedural-gap
1180,Worker-A0,used wrong tool,Bay-3,early-morning,low,supervision-lapse
1181,Worker-B2,started machine early,Bay-2,early-morning,critical,time-pressure
1182,Worker-E0,ignored alarm,Storage-East,night,moderate,understaffing
1183,Worker-B4,used wrong tool,Basement-Pump,early-morning,high,inadequate-training
1184,Worker-F2,blocked exit path,Roof-Access,early-morning,high,weather-conditions
1185,Worker-B3,mixed chemicals,Storage-East,mid-morning,high,fatigue
1186,Worker-D0,exceeded load limit,Bay-3,early-morning,high,communication-failure
1187,Worker-E2,overloaded circuit,Bay-4,evening,low,inadequate-training
1188,Worker-F3,mixed chemicals,Bay-4,mid-morning,critical,distraction
1189,Worker-F3,removed guard,Storage-West,late-morning,minor,communication-failure
1190,Worker-C0,spilled solvent,Bay-5,early-afternoon,low,poor-lighting
1191,Worker-E3,mixed chemicals,Mezzanine,early-afternoon,low,supervision-lapse
1192,Worker-E3,removed guard,Bay-4,evening,low,time-pressure
1193,Worker-E3,misread gauge,Storage-West,night,critical,understaffing
1194,Worker-F3,bypassed lock,Corridor-North,late-morning,critical,understaffing
1195,Worker-E4,started machine early,Bay-5,noon,high,inadequate-training
1196,Worker-E4,mixed chemicals,Corridor-North,evening,high,distraction
1197,Worker-E2,ignored alarm,Bay-3,mid-morning,moderate,inadequate-training
1198,Worker-C0,blocked exit path,Bay-5,late-morning,moderate,supervision-lapse
1199,Worker-D3,exceeded load limit,Basement-Pump,night,minor,poor-lighting
1200,Worker-C4,disabled sensor,Loading-Dock,late-morning,minor,equipment-malfunction
1201,Worker-B0,left valve open,Loading-Dock,late-afternoon,moderate,fatigue
1202,Worker-E4,forgot PPE,Yard-Exterior,late-afternoon,moderate,weather-conditions
1203,Worker-D2,forgot PPE,Bay-4,late-morning,low,fatigue
1204,Worker-C2,mixed chemicals,Loading-Dock,late-morning,low,inadequate-training
1205,Worker-A3,ignored alarm,Storage-West,mid-morning,critical,procedural-gap
1206,Worker-E2,crossed barrier,Basement-Pump,night,moderate,distraction
1207,Worker-D3,tripped over cable,Mezzanine,late-morning,moderate,time-pressure
1208,Worker-F3,bypassed lock,Bay-3,mid-morning,critical,time-pressure
1209,Worker-E3,misread gauge,Basement-Pump,late-morning,moderate,poor-lighting
1210,Worker-D0,misread gauge,Storage-East,early-afternoon,minor,weather-conditions
1211,Worker-E3,left valve open,Bay-3,late-morning,moderate,time-pressure
1212,Worker-C2,skipped inspection,Loading-Dock,late-morning,minor,complacency
1213,Worker-D0,ignored alarm,Loading-Dock,noon,minor,complacency
1214,Worker-C0,used wrong tool,Bay-5,early-morning,low,poor-lighting
1215,Worker-A4,removed guard,Corridor-South,evening,minor,equipment-malfunction
1216,Worker-D0,overloaded circuit,Bay-3,noon,moderate,poor-lighting
1217,Worker-C3,forgot PPE,Roof-Access,early-afternoon,minor,supervision-lapse
1218,Worker-E3,blocked exit path,Storage-East,mid-morning,low,time-pressure
1219,Worker-C3,started machine early,Yard-Exterior,evening,moderate,inadequate-training
1220,Worker-A3,skipped inspection,Yard-Exterior,late-morning,critical,procedural-gap
1221,Worker-A1,skipped inspection,Roof-Access,night,high,fatigue
1222,Worker-C2,dropped container,Bay-2,late-afternoon,high,procedural-gap
1223,Worker-F3,tripped over cable,Bay-2,late-afternoon,critical,understaffing
1224,Worker-E2,ignored alarm,Basement-Pump,night,moderate,time-pressure
1225,Worker-A1,crossed barrier,Bay-5,late-afternoon,minor,weather-conditions
1226,Worker-F4,blocked exit path,Bay-5,early-afternoon,critical,time-pressure
1227,Worker-A2,overloaded circuit,Bay-2,mid-morning,minor,complacency
1228,Worker-D1,forgot PPE,Corridor-North,evening,low,poor-lighting
1229,Worker-E2,misread gauge,Bay-2,late-afternoon,moderate,understaffing
1230,Worker-E4,overloaded circuit,Bay-5,noon,moderate,procedural-gap
1231,Worker-A4,skipped inspection,Storage-East,early-afternoon,low,procedural-gap
1232,Worker-A1,dropped container,Corridor-South,noon,low,understaffing
1233,Worker-F3,ignored alarm,Corridor-South,late-afternoon,minor,inadequate-training
1234,Worker-B1,dropped container,Yard-Exterior,early-morning,minor,weather-conditions
1235,Worker-A3,left valve open,Roof-Access,mid-morning,moderate,complacency
1236,Worker-F1,dropped container,Mezzanine,mid-morning,minor,understaffing
1237,Worker-A3,ignored alarm,Basement-Pump,night,low,understaffing
1238,Worker-D2,used wrong tool,Storage-West,night,minor,weather-conditions
1239,Worker-D2,mixed chemicals,Bay-1,early-afternoon,moderate,understaffing
1240,Worker-F3,used wrong tool,Bay-1,evening,low,understaffing
1241,Worker-E1,stored improperly,Basement-Pump,mid-morning,low,distraction
1242,Worker-A3,spilled solvent,Loading-Dock,night,low,distraction
1243,Worker-B1,skipped inspection,Control-Room,late-afternoon,low,fatigue
1244,Worker-A3,bypassed lock,Bay-1,noon,low,complacency
1245,Worker-F3,bypassed lock,Storage-East,late-morning,high,distraction
1246,Worker-D3,stored improperly,Control-Room,night,high,weather-conditions
1247,Worker-F1,ignored alarm,Storage-West,early-morning,minor,fatigue
1248,Worker-E3,exceeded load limit,Loading-Dock,late-morning,minor,understaffing
1249,Worker-F2,spilled solvent,Basement-Pump,late-afternoon,critical,time-pressure
1250,Worker-C0,blocked exit path,Basement-Pump,early-afternoon,moderate,procedural-gap
1251,Worker-B4,tripped over cable,Bay-1,evening,low,understaffing
1252,Worker-F0,crossed barrier,Control-Room,late-afternoon,minor,weather-conditions
1253,Worker-E1,spilled solvent,Storage-West,evening,moderate,procedural-gap
1254,Worker-C1,tripped over cable,Bay-3,mid-morning,critical,fatigue
1255,Worker-D4,ignored alarm,Bay-5,early-morning,moderate,fatigue
1256,Worker-F1,forgot PPE,Mezzanine,late-morning,critical,time-pressure
1257,Worker-B2,forgot PPE,Mezzanine,early-morning,high,distraction
1258,Worker-C0,crossed barrier,Storage-East,late-morning,high,communication-failure
1259,Worker-B1,disabled sensor,Yard-Exterior,mid-morning,critical,poor-lighting
1260,Worker-C3,bypassed lock,Loading-Dock,night,moderate,inadequate-training
1261,Worker-B4,started machine early,Roof-Access,early-morning,critical,supervision-lapse
1262,Worker-B0,removed guard,Bay-4,early-morning,critical,distraction
1263,Worker-B0,stored improperly,Bay-2,late-afternoon,critical,fatigue
1264,Worker-E2,mixed chemicals,Loading-Dock,evening,high,complacency
1265,Worker-F0,dropped container,Yard-Exterior,noon,critical,understaffing
1266,Worker-F1,overloaded circuit,Roof-Access,mid-morning,low,fatigue
1267,Worker-D0,ignored alarm,Loading-Dock,night,critical,distraction
1268,Worker-A2,exceeded load limit,Corridor-South,evening,critical,inadequate-training
1269,Worker-A0,removed guard,Storage-East,evening,moderate,distraction
1270,Worker-D2,entered restricted zone,Loading-Dock,early-morning,minor,understaffing
1271,Worker-B0,misread gauge,Corridor-North,evening,low,inadequate-training
1272,Worker-F4,left valve open,Bay-5,late-afternoon,high,fatigue
1273,Worker-A0,used wrong tool,Bay-3,evening,low,equipment-malfunction
1274,Worker-C4,forgot PPE,Storage-East,night,moderate,supervision-lapse
1275,Worker-D1,bypassed lock,Corridor-South,mid-morning,low,inadequate-training
1276,Worker-A3,started machine early,Loading-Dock,early-afternoon,minor,understaffing
1277,Worker-F2,dropped container,Corridor-South,mid-morning,minor,communication-failure
1278,Worker-D0,entered restricted zone,Bay-5,late-afternoon,minor,weather-conditions
1279,Worker-A0,bypassed lock,Mezzanine,early-morning,minor,weather-conditions
1280,Worker-A4,tripped over cable,Storage-East,noon,moderate,poor-lighting
1281,Worker-D1,crossed barrier,Bay-5,mid-morning,low,complacency
1282,Worker-E0,started machine early,Loading-Dock,early-afternoon,low,fatigue
1283,Worker-D2,used wrong tool,Bay-4,early-afternoon,critical,inadequate-training
1284,Worker-D1,removed guard,Basement-Pump,early-morning,critical,poor-lighting
1285,Worker-D2,blocked exit path,Storage-West,night,moderate,supervision-lapse
1286,Worker-B3,mixed chemicals,Yard-Exterior,late-morning,high,communication-failure
1287,Worker-E2,stored improperly,Corridor-North,noon,low,procedural-gap
1288,Worker-F0,bypassed lock,Mezzanine,early-morning,low,communication-failure
1289,Worker-A2,tripped over cable,Bay-1,mid-morning,moderate,fatigue
1290,Worker-C1,dropped container,Mezzanine,early-morning,moderate,complacency
1291,Worker-D1,spilled solvent,Storage-West,noon,high,communication-failure
1292,Worker-E1,misread gauge,Basement-Pump,late-afternoon,high,weather-conditions
1293,Worker-F3,dropped container,Bay-1,early-morning,low,time-pressure
1294,Worker-D0,forgot PPE,Corridor-North,night,critical,understaffing
1295,Worker-B4,left valve open,Bay-4,night,minor,complacency
1296,Worker-F0,bypassed lock,Loading-Dock,early-morning,low,procedural-gap
1297,Worker-C2,blocked exit path,Yard-Exterior,late-morning,high,poor-lighting
1298,Worker-F3,entered restricted zone,Bay-2,late-afternoon,high,fatigue
1299,Worker-C1,disabled sensor,Bay-1,early-afternoon,low,supervision-lapse
1300,Worker-F0,forgot PPE,Bay-4,night,low,distraction
1301,Worker-B3,exceeded load limit,Roof-Access,evening,minor,supervision-lapse
1302,Worker-A1,blocked exit path,Bay-4,late-morning,moderate,understaffing
1303,Worker-C1,skipped inspection,Bay-2,night,high,equipment-malfunction
1304,Worker-A1,disabled sensor,Roof-Access,late-afternoon,critical,poor-lighting
1305,Worker-E1,started machine early,Mezzanine,noon,moderate,time-pressure
1306,Worker-F4,stored improperly,Storage-West,evening,moderate,time-pressure
1307,Worker-D4,entered restricted zone,Bay-5,night,moderate,communication-failure
1308,Worker-C0,exceeded load limit,Bay-3,mid-morning,critical,understaffing
1309,Worker-E0,removed guard,Storage-East,evening,moderate,procedural-gap
1310,Worker-D1,skipped inspection,Bay-5,early-morning,moderate,time-pressure
1311,Worker-B2,used wrong tool,Storage-West,early-afternoon,moderate,understaffing
1312,Worker-C3,bypassed lock,Corridor-North,noon,high,understaffing
1313,Worker-C3,tripped over cable,Storage-East,mid-morning,low,fatigue
1314,Worker-D1,spilled solvent,Basement-Pump,evening,moderate,fatigue
1315,Worker-C1,misread gauge,Bay-4,mid-morning,critical,inadequate-training
1316,Worker-B4,left valve open,Bay-2,early-afternoon,moderate,inadequate-training
1317,Worker-C1,crossed barrier,Corridor-North,mid-morning,critical,equipment-malfunction
1318,Worker-C0,disabled sensor,Storage-East,mid-morning,low,complacency
1319,Worker-F2,left valve open,Corridor-North,early-afternoon,high,weather-conditions
1320,Worker-A3,used wrong tool,Mezzanine,early-afternoon,low,communication-failure
1321,Worker-E1,disabled sensor,Bay-2,late-afternoon,minor,weather-conditions
1322,Worker-E2,blocked exit path,Storage-East,early-morning,low,time-pressure
1323,Worker-B0,disabled sensor,Control-Room,noon,low,understaffing
1324,Worker-F4,ignored alarm,Bay-1,late-morning,low,time-pressure
1325,Worker-E3,stored improperly,Corridor-North,night,critical,weather-conditions
1326,Worker-B0,misread gauge,Storage-West,early-morning,moderate,inadequate-training
1327,Worker-E3,blocked exit path,Mezzanine,night,low,understaffing
1328,Worker-B4,bypassed lock,Storage-East,noon,low,distraction
1329,Worker-F0,entered restricted zone,Loading-Dock,mid-morning,minor,poor-lighting
