situation_id,map_id,pick_turn,picking_team,team_a_pick_1,team_a_pick_2,team_a_pick_3,team_a_pick_4,team_a_pick_5,team_b_pick_1,team_b_pick_2,team_b_pick_3,team_b_pick_4,team_b_pick_5,best_pick
8674,7,7,A,61,24,23,-1,-1,4,26,42,15,-1,31
8675,8,1,B,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
8676,8,3,A,44,-1,-1,-1,-1,59,106,-1,-1,-1,61
8677,8,6,B,44,61,37,-1,-1,59,106,0,-1,-1,2
8678,8,7,A,44,61,37,-1,-1,59,106,0,2,-1,89
8679,8,8,A,44,61,37,89,-1,59,106,0,2,-1,13
8680,11,2,B,33,-1,-1,-1,-1,108,-1,-1,-1,-1,11
8681,11,5,B,33,101,9,-1,-1,108,11,-1,-1,-1,37
8682,11,6,B,33,101,9,-1,-1,108,11,37,-1,-1,89
8683,11,7,A,33,101,9,-1,-1,108,11,37,89,-1,25
8684,11,8,A,33,101,9,25,-1,108,11,37,89,-1,52
8685,6,3,A,108,-1,-1,-1,-1,38,64,-1,-1,-1,51
8686,6,6,B,108,51,100,-1,-1,38,64,97,-1,-1,48
8687,6,7,A,108,51,100,-1,-1,38,64,97,48,-1,19
8688,6,8,A,108,51,100,19,-1,38,64,97,48,-1,65
8689,6,9,B,108,51,100,19,65,38,64,97,48,-1,46
8690,0,3,A,75,-1,-1,-1,-1,95,87,-1,-1,-1,28
8691,0,4,A,75,28,-1,-1,-1,95,87,-1,-1,-1,77
8692,0,6,B,75,28,77,-1,-1,95,87,73,-1,-1,21
8693,0,8,A,75,28,77,50,-1,95,87,73,21,-1,94
8694,0,9,B,75,28,77,50,94,95,87,73,21,-1,45
8695,1,1,B,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,110
8696,1,3,A,8,-1,-1,-1,-1,110,86,-1,-1,-1,54
8697,1,4,A,8,54,-1,-1,-1,110,86,-1,-1,-1,2
8698,1,7,A,8,54,2,-1,-1,110,86,73,97,-1,50
8699,1,8,A,8,54,2,50,-1,110,86,73,97,-1,1
8700,8,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
8701,8,1,B,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,109
8702,8,6,B,44,11,63,-1,-1,109,32,0,-1,-1,101
8703,8,8,A,44,11,63,22,-1,109,32,0,101,-1,98
8704,8,9,B,44,11,63,22,98,109,32,0,101,-1,68
8705,0,2,B,25,-1,-1,-1,-1,20,-1,-1,-1,-1,72
8706,0,3,A,25,-1,-1,-1,-1,20,72,-1,-1,-1,66
8707,0,6,B,25,66,43,-1,-1,20,72,59,-1,-1,106
8708,0,8,A,25,66,43,62,-1,20,72,59,106,-1,14
8709,0,9,B,25,66,43,62,14,20,72,59,106,-1,103
8710,0,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100
8711,0,5,B,100,19,65,-1,-1,21,73,-1,-1,-1,7
8712,0,6,B,100,19,65,-1,-1,21,73,7,-1,-1,31
8713,0,8,A,100,19,65,68,-1,21,73,7,31,-1,92
8714,0,9,B,100,19,65,68,92,21,73,7,31,-1,80
8715,0,1,B,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,76
8716,0,3,A,100,-1,-1,-1,-1,76,0,-1,-1,-1,48
8717,0,4,A,100,48,-1,-1,-1,76,0,-1,-1,-1,24
8718,0,8,A,100,48,24,97,-1,76,0,117,90,-1,46
8719,0,9,B,100,48,24,97,46,76,0,117,90,-1,118
8720,8,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119
8721,8,1,B,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,84
8722,8,2,B,119,-1,-1,-1,-1,84,-1,-1,-1,-1,108
8723,8,3,A,119,-1,-1,-1,-1,84,108,-1,-1,-1,110
8724,8,7,A,119,110,86,-1,-1,84,108,100,51,-1,14
8725,13,1,B,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,119
8726,13,3,A,19,-1,-1,-1,-1,119,16,-1,-1,-1,108
8727,13,6,B,19,108,84,-1,-1,119,16,110,-1,-1,86
8728,13,7,A,19,108,84,-1,-1,119,16,110,86,-1,100
8729,13,9,B,19,108,84,100,77,119,16,110,86,-1,73
8730,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
8731,14,5,B,72,55,8,-1,-1,93,18,-1,-1,-1,36
8732,14,6,B,72,55,8,-1,-1,93,18,36,-1,-1,37
8733,14,8,A,72,55,8,105,-1,93,18,36,37,-1,109
8734,14,9,B,72,55,8,105,109,93,18,36,37,-1,14
8735,10,2,B,100,-1,-1,-1,-1,76,-1,-1,-1,-1,0
8736,10,4,A,100,22,-1,-1,-1,76,0,-1,-1,-1,95
8737,10,5,B,100,22,95,-1,-1,76,0,-1,-1,-1,68
8738,10,8,A,100,22,95,48,-1,76,0,68,117,-1,6
8739,10,9,B,100,22,95,48,6,76,0,68,117,-1,90
8740,11,2,B,56,-1,-1,-1,-1,114,-1,-1,-1,-1,85
8741,11,4,A,56,79,-1,-1,-1,114,85,-1,-1,-1,0
8742,11,6,B,56,79,0,-1,-1,114,85,21,-1,-1,73
8743,11,7,A,56,79,0,-1,-1,114,85,21,73,-1,58
8744,11,9,B,56,79,0,58,75,114,85,21,73,-1,97
8745,1,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108
8746,1,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,38
8747,1,2,B,108,-1,-1,-1,-1,38,-1,-1,-1,-1,88
8748,1,8,A,108,51,75,15,-1,38,88,70,22,-1,65
8749,1,9,B,108,51,75,15,65,38,88,70,22,-1,6
8750,10,2,B,0,-1,-1,-1,-1,104,-1,-1,-1,-1,46
8751,10,3,A,0,-1,-1,-1,-1,104,46,-1,-1,-1,94
8752,10,5,B,0,94,72,-1,-1,104,46,-1,-1,-1,97
8753,10,8,A,0,94,72,65,-1,104,46,97,78,-1,93
8754,10,9,B,0,94,72,65,93,104,46,97,78,-1,30
8755,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
8756,14,2,B,72,-1,-1,-1,-1,93,-1,-1,-1,-1,17
8757,14,3,A,72,-1,-1,-1,-1,93,17,-1,-1,-1,55
8758,14,6,B,72,55,8,-1,-1,93,17,36,-1,-1,10
8759,14,7,A,72,55,8,-1,-1,93,17,36,10,-1,109
8760,2,1,B,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
8761,2,2,B,36,-1,-1,-1,-1,4,-1,-1,-1,-1,26
8762,2,3,A,36,-1,-1,-1,-1,4,26,-1,-1,-1,95
8763,2,6,B,36,95,49,-1,-1,4,26,117,-1,-1,68
8764,2,8,A,36,95,49,73,-1,4,26,117,68,-1,21
8765,0,1,B,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,97
8766,0,6,B,51,65,40,-1,-1,97,46,48,-1,-1,24
8767,0,7,A,51,65,40,-1,-1,97,46,48,24,-1,118
8768,0,8,A,51,65,40,118,-1,97,46,48,24,-1,117
8769,0,9,B,51,65,40,118,117,97,46,48,24,-1,80
8770,7,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
8771,7,2,B,11,-1,-1,-1,-1,101,-1,-1,-1,-1,4
8772,7,3,A,11,-1,-1,-1,-1,101,4,-1,-1,-1,74
8773,7,4,A,11,74,-1,-1,-1,101,4,-1,-1,-1,45
8774,7,5,B,11,74,45,-1,-1,101,4,-1,-1,-1,115
8775,1,2,B,58,-1,-1,-1,-1,63,-1,-1,-1,-1,112
8776,1,4,A,58,75,-1,-1,-1,63,112,-1,-1,-1,54
8777,1,5,B,58,75,54,-1,-1,63,112,-1,-1,-1,99
8778,1,6,B,58,75,54,-1,-1,63,112,99,-1,-1,98
8779,1,7,A,58,75,54,-1,-1,63,112,99,98,-1,2
8780,12,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111
8781,12,2,B,111,-1,-1,-1,-1,26,-1,-1,-1,-1,54
8782,12,3,A,111,-1,-1,-1,-1,26,54,-1,-1,-1,47
8783,12,4,A,111,47,-1,-1,-1,26,54,-1,-1,-1,49
8784,12,8,A,111,47,49,95,-1,26,54,118,40,-1,48
8785,4,1,B,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
8786,4,5,B,97,8,55,-1,-1,17,118,-1,-1,-1,89
8787,4,6,B,97,8,55,-1,-1,17,118,89,-1,-1,60
8788,4,7,A,97,8,55,-1,-1,17,118,89,60,-1,56
8789,4,8,A,97,8,55,56,-1,17,118,89,60,-1,105
8790,2,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
8791,2,3,A,36,-1,-1,-1,-1,4,26,-1,-1,-1,95
8792,2,4,A,36,95,-1,-1,-1,4,26,-1,-1,-1,49
8793,2,7,A,36,95,49,-1,-1,4,26,117,90,-1,23
8794,2,9,B,36,95,49,23,21,4,26,117,90,-1,68
8795,7,1,B,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
8796,7,3,A,36,-1,-1,-1,-1,4,26,-1,-1,-1,95
8797,7,4,A,36,95,-1,-1,-1,4,26,-1,-1,-1,49
8798,7,5,B,36,95,49,-1,-1,4,26,-1,-1,-1,117
8799,7,8,A,36,95,49,23,-1,4,26,117,68,-1,70
8800,0,2,B,0,-1,-1,-1,-1,95,-1,-1,-1,-1,97
8801,0,3,A,0,-1,-1,-1,-1,95,97,-1,-1,-1,94
8802,0,5,B,0,94,93,-1,-1,95,97,-1,-1,-1,46
8803,0,7,A,0,94,93,-1,-1,95,97,46,73,-1,18
8804,0,9,B,0,94,93,18,65,95,97,46,73,-1,8
8805,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
8806,14,3,A,22,-1,-1,-1,-1,68,42,-1,-1,-1,105
8807,14,5,B,22,105,8,-1,-1,68,42,-1,-1,-1,41
8808,14,6,B,22,105,8,-1,-1,68,42,41,-1,-1,40
8809,14,8,A,22,105,8,55,-1,68,42,41,40,-1,56
8810,7,1,B,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,101
8811,7,2,B,11,-1,-1,-1,-1,101,-1,-1,-1,-1,4
8812,7,3,A,11,-1,-1,-1,-1,101,4,-1,-1,-1,98
8813,7,6,B,11,98,99,-1,-1,101,4,42,-1,-1,28
8814,7,8,A,11,98,99,45,-1,101,4,42,28,-1,21
8815,7,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
8816,7,3,A,36,-1,-1,-1,-1,4,1,-1,-1,-1,72
8817,7,6,B,36,72,74,-1,-1,4,1,2,-1,-1,28
8818,7,7,A,36,72,74,-1,-1,4,1,2,28,-1,20
8819,7,9,B,36,72,74,20,48,4,1,2,28,-1,16
8820,0,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50
8821,0,2,B,50,-1,-1,-1,-1,20,-1,-1,-1,-1,72
8822,0,3,A,50,-1,-1,-1,-1,20,72,-1,-1,-1,94
8823,0,4,A,50,94,-1,-1,-1,20,72,-1,-1,-1,16
8824,0,9,B,50,94,16,119,93,20,72,58,56,-1,84
8825,11,2,B,108,-1,-1,-1,-1,111,-1,-1,-1,-1,38
8826,11,3,A,108,-1,-1,-1,-1,111,38,-1,-1,-1,51
8827,11,4,A,108,51,-1,-1,-1,111,38,-1,-1,-1,0
8828,11,6,B,108,51,0,-1,-1,111,38,64,-1,-1,39
8829,11,7,A,108,51,0,-1,-1,111,38,64,39,-1,54
8830,9,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97
8831,9,5,B,97,108,84,-1,-1,17,69,-1,-1,-1,113
8832,9,6,B,97,108,84,-1,-1,17,69,113,-1,-1,10
8833,9,7,A,97,108,84,-1,-1,17,69,113,10,-1,5
8834,9,8,A,97,108,84,5,-1,17,69,113,10,-1,51
8835,4,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97
8836,4,1,B,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
8837,4,6,B,97,108,84,-1,-1,17,69,113,-1,-1,60
8838,4,7,A,97,108,84,-1,-1,17,69,113,60,-1,5
8839,4,8,A,97,108,84,5,-1,17,69,113,60,-1,51
8840,3,2,B,119,-1,-1,-1,-1,84,-1,-1,-1,-1,108
8841,3,3,A,119,-1,-1,-1,-1,84,108,-1,-1,-1,36
8842,3,6,B,119,36,62,-1,-1,84,108,27,-1,-1,51
8843,3,8,A,119,36,62,14,-1,84,108,27,51,-1,13
8844,3,9,B,119,36,62,14,13,84,108,27,51,-1,103
8845,4,1,B,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,93
8846,4,3,A,72,-1,-1,-1,-1,93,17,-1,-1,-1,55
8847,4,4,A,72,55,-1,-1,-1,93,17,-1,-1,-1,8
8848,4,6,B,72,55,8,-1,-1,93,17,36,-1,-1,10
8849,4,9,B,72,55,8,109,105,93,17,36,10,-1,14
8850,8,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
8851,8,3,A,44,-1,-1,-1,-1,59,106,-1,-1,-1,61
8852,8,5,B,44,61,37,-1,-1,59,106,-1,-1,-1,0
8853,8,6,B,44,61,37,-1,-1,59,106,0,-1,-1,2
8854,8,9,B,44,61,37,24,13,59,106,0,2,-1,103
8855,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
8856,14,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,113
8857,14,3,A,72,-1,-1,-1,-1,17,113,-1,-1,-1,20
8858,14,5,B,72,20,58,-1,-1,17,113,-1,-1,-1,89
8859,14,8,A,72,20,58,54,-1,17,113,89,60,-1,77
8860,0,2,B,25,-1,-1,-1,-1,70,-1,-1,-1,-1,22
8861,0,3,A,25,-1,-1,-1,-1,70,22,-1,-1,-1,66
8862,0,5,B,25,66,68,-1,-1,70,22,-1,-1,-1,55
8863,0,7,A,25,66,68,-1,-1,70,22,55,109,-1,119
8864,0,9,B,25,66,68,119,117,70,22,55,109,-1,6
8865,2,2,B,36,-1,-1,-1,-1,4,-1,-1,-1,-1,1
8866,2,3,A,36,-1,-1,-1,-1,4,1,-1,-1,-1,49
8867,2,4,A,36,49,-1,-1,-1,4,1,-1,-1,-1,95
8868,2,6,B,36,49,95,-1,-1,4,1,117,-1,-1,16
8869,2,9,B,36,49,95,48,6,4,1,117,16,-1,90
8870,10,1,B,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,76
8871,10,2,B,100,-1,-1,-1,-1,76,-1,-1,-1,-1,0
8872,10,3,A,100,-1,-1,-1,-1,76,0,-1,-1,-1,48
8873,10,8,A,100,48,24,95,-1,76,0,53,90,-1,96
8874,10,9,B,100,48,24,95,96,76,0,53,90,-1,117
8875,13,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
8876,13,2,B,19,-1,-1,-1,-1,119,-1,-1,-1,-1,16
8877,13,5,B,19,108,84,-1,-1,119,16,-1,-1,-1,38
8878,13,7,A,19,108,84,-1,-1,119,16,38,88,-1,80
8879,13,9,B,19,108,84,80,82,119,16,38,88,-1,112
8880,14,2,B,97,-1,-1,-1,-1,17,-1,-1,-1,-1,69
8881,14,3,A,97,-1,-1,-1,-1,17,69,-1,-1,-1,108
8882,14,5,B,97,108,84,-1,-1,17,69,-1,-1,-1,113
8883,14,7,A,97,108,84,-1,-1,17,69,113,60,-1,5
8884,14,9,B,97,108,84,5,51,17,69,113,60,-1,89
8885,3,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
8886,3,1,B,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,119
8887,3,3,A,19,-1,-1,-1,-1,119,16,-1,-1,-1,108
8888,3,7,A,19,108,84,-1,-1,119,16,10,39,-1,51
8889,3,9,B,19,108,84,51,5,119,16,10,39,-1,64
8890,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
8891,14,1,B,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,68
8892,14,2,B,22,-1,-1,-1,-1,68,-1,-1,-1,-1,42
8893,14,4,A,22,105,-1,-1,-1,68,42,-1,-1,-1,8
8894,14,5,B,22,105,8,-1,-1,68,42,-1,-1,-1,41
8895,6,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58
8896,6,3,A,58,-1,-1,-1,-1,114,85,-1,-1,-1,54
8897,6,5,B,58,54,2,-1,-1,114,85,-1,-1,-1,48
8898,6,6,B,58,54,2,-1,-1,114,85,48,-1,-1,97
8899,6,8,A,58,54,2,1,-1,114,85,48,97,-1,50
8900,10,1,B,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,104
8901,10,4,A,0,94,-1,-1,-1,104,46,-1,-1,-1,65
8902,10,5,B,0,94,65,-1,-1,104,46,-1,-1,-1,97
8903,10,6,B,0,94,65,-1,-1,104,46,97,-1,-1,95
8904,10,9,B,0,94,65,93,18,104,46,97,95,-1,8
8905,8,1,B,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,119
8906,8,3,A,19,-1,-1,-1,-1,119,16,-1,-1,-1,108
8907,8,4,A,19,108,-1,-1,-1,119,16,-1,-1,-1,84
8908,8,5,B,19,108,84,-1,-1,119,16,-1,-1,-1,110
8909,8,6,B,19,108,84,-1,-1,119,16,110,-1,-1,86
8910,10,2,B,100,-1,-1,-1,-1,21,-1,-1,-1,-1,73
8911,10,3,A,100,-1,-1,-1,-1,21,73,-1,-1,-1,19
8912,10,6,B,100,19,66,-1,-1,21,73,59,-1,-1,80
8913,10,8,A,100,19,66,65,-1,21,73,59,80,-1,62
8914,10,9,B,100,19,66,65,62,21,73,59,80,-1,31
8915,9,2,B,22,-1,-1,-1,-1,68,-1,-1,-1,-1,74
8916,9,3,A,22,-1,-1,-1,-1,68,74,-1,-1,-1,55
8917,9,4,A,22,55,-1,-1,-1,68,74,-1,-1,-1,8
8918,9,7,A,22,55,8,-1,-1,68,74,85,36,-1,109
8919,9,8,A,22,55,8,109,-1,68,74,85,36,-1,56
8920,3,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
8921,3,1,B,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,109
8922,3,3,A,44,-1,-1,-1,-1,109,32,-1,-1,-1,11
8923,3,7,A,44,11,63,-1,-1,109,32,0,76,-1,22
8924,3,9,B,44,11,63,22,98,109,32,0,76,-1,68
8925,7,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61
8926,7,5,B,61,49,23,-1,-1,4,51,-1,-1,-1,25
8927,7,6,B,61,49,23,-1,-1,4,51,25,-1,-1,52
8928,7,7,A,61,49,23,-1,-1,4,51,25,52,-1,70
8929,7,9,B,61,49,23,70,22,4,51,25,52,-1,16
8930,14,1,B,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
8931,14,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,113
8932,14,4,A,72,20,-1,-1,-1,17,113,-1,-1,-1,58
8933,14,6,B,72,20,58,-1,-1,17,113,69,-1,-1,89
8934,14,7,A,72,20,58,-1,-1,17,113,69,89,-1,77
8935,9,1,B,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,119
8936,9,2,B,21,-1,-1,-1,-1,119,-1,-1,-1,-1,16
8937,9,7,A,21,84,108,-1,-1,119,16,10,37,-1,7
8938,9,8,A,21,84,108,7,-1,119,16,10,37,-1,5
8939,9,9,B,21,84,108,7,5,119,16,10,37,-1,88
8940,12,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
8941,12,2,B,36,-1,-1,-1,-1,4,-1,-1,-1,-1,26
8942,12,4,A,36,95,-1,-1,-1,4,26,-1,-1,-1,49
8943,12,6,B,36,95,49,-1,-1,4,26,117,-1,-1,90
8944,12,7,A,36,95,49,-1,-1,4,26,117,90,-1,23
8945,10,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
8946,10,1,B,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
8947,10,3,A,0,-1,-1,-1,-1,20,71,-1,-1,-1,94
8948,10,5,B,0,94,44,-1,-1,20,71,-1,-1,-1,7
8949,10,7,A,0,94,44,-1,-1,20,71,7,24,-1,93
8950,11,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108
8951,11,3,A,108,-1,-1,-1,-1,38,88,-1,-1,-1,51
8952,11,4,A,108,51,-1,-1,-1,38,88,-1,-1,-1,75
8953,11,5,B,108,51,75,-1,-1,38,88,-1,-1,-1,70
8954,11,7,A,108,51,75,-1,-1,38,88,70,22,-1,15
8955,8,1,B,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
8956,8,3,A,69,-1,-1,-1,-1,59,106,-1,-1,-1,113
8957,8,4,A,69,113,-1,-1,-1,59,106,-1,-1,-1,87
8958,8,7,A,69,113,87,-1,-1,59,106,0,28,-1,95
8959,8,9,B,69,113,87,95,89,59,106,0,28,-1,77
8960,1,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108
8961,1,3,A,108,-1,-1,-1,-1,110,86,-1,-1,-1,51
8962,1,4,A,108,51,-1,-1,-1,110,86,-1,-1,-1,77
8963,1,5,B,108,51,77,-1,-1,110,86,-1,-1,-1,73
8964,1,9,B,108,51,77,50,28,110,86,73,97,-1,20
8965,10,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75
8966,10,3,A,75,-1,-1,-1,-1,95,49,-1,-1,-1,94
8967,10,4,A,75,94,-1,-1,-1,95,49,-1,-1,-1,93
8968,10,7,A,75,94,93,-1,-1,95,49,21,73,-1,91
8969,10,9,B,75,94,93,91,66,95,49,21,73,-1,59
8970,2,2,B,61,-1,-1,-1,-1,4,-1,-1,-1,-1,26
8971,2,4,A,61,24,-1,-1,-1,4,26,-1,-1,-1,23
8972,2,5,B,61,24,23,-1,-1,4,26,-1,-1,-1,15
8973,2,7,A,61,24,23,-1,-1,4,26,15,42,-1,31
8974,2,9,B,61,24,23,31,80,4,26,15,42,-1,119
8975,2,1,B,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,101
8976,2,3,A,11,-1,-1,-1,-1,101,4,-1,-1,-1,72
8977,2,5,B,11,72,45,-1,-1,101,4,-1,-1,-1,68
8978,2,7,A,11,72,45,-1,-1,101,4,68,115,-1,108
8979,2,9,B,11,72,45,108,84,101,4,68,115,-1,17
8980,4,1,B,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
8981,4,3,A,47,-1,-1,-1,-1,19,17,-1,-1,-1,8
8982,4,5,B,47,8,105,-1,-1,19,17,-1,-1,-1,10
8983,4,7,A,47,8,105,-1,-1,19,17,10,60,-1,56
8984,4,9,B,47,8,105,56,58,19,17,10,60,-1,89
8985,9,1,B,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
8986,9,4,A,72,55,-1,-1,-1,17,113,-1,-1,-1,8
8987,9,5,B,72,55,8,-1,-1,17,113,-1,-1,-1,89
8988,9,6,B,72,55,8,-1,-1,17,113,89,-1,-1,60
8989,9,8,A,72,55,8,51,-1,17,113,89,60,-1,54
8990,13,3,A,44,-1,-1,-1,-1,109,32,-1,-1,-1,11
8991,13,4,A,44,11,-1,-1,-1,109,32,-1,-1,-1,63
8992,13,5,B,44,11,63,-1,-1,109,32,-1,-1,-1,0
8993,13,8,A,44,11,63,22,-1,109,32,0,76,-1,98
8994,13,9,B,44,11,63,22,98,109,32,0,76,-1,68
8995,5,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100
8996,5,2,B,100,-1,-1,-1,-1,76,-1,-1,-1,-1,0
8997,5,4,A,100,22,-1,-1,-1,76,0,-1,-1,-1,95
8998,5,5,B,100,22,95,-1,-1,76,0,-1,-1,-1,68
8999,5,6,B,100,22,95,-1,-1,76,0,68,-1,-1,117
9000,2,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111
9001,2,3,A,111,-1,-1,-1,-1,54,26,-1,-1,-1,47
9002,2,5,B,111,47,99,-1,-1,54,26,-1,-1,-1,17
9003,2,7,A,111,47,99,-1,-1,54,26,17,19,-1,98
9004,2,9,B,111,47,99,98,46,54,26,17,19,-1,40
9005,13,1,B,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,84
9006,13,2,B,69,-1,-1,-1,-1,84,-1,-1,-1,-1,108
9007,13,3,A,69,-1,-1,-1,-1,84,108,-1,-1,-1,113
9008,13,6,B,69,113,87,-1,-1,84,108,100,-1,-1,51
9009,13,8,A,69,113,87,89,-1,84,108,100,51,-1,60
9010,0,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100
9011,0,4,A,100,48,-1,-1,-1,76,0,-1,-1,-1,24
9012,0,6,B,100,48,24,-1,-1,76,0,117,-1,-1,90
9013,0,8,A,100,48,24,97,-1,76,0,117,90,-1,46
9014,0,9,B,100,48,24,97,46,76,0,117,90,-1,118
9015,12,2,B,11,-1,-1,-1,-1,101,-1,-1,-1,-1,4
9016,12,3,A,11,-1,-1,-1,-1,101,4,-1,-1,-1,45
9017,12,4,A,11,45,-1,-1,-1,101,4,-1,-1,-1,21
9018,12,5,B,11,45,21,-1,-1,101,4,-1,-1,-1,68
9019,12,8,A,11,45,21,73,-1,101,4,68,115,-1,97
9020,3,1,B,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
9021,3,3,A,44,-1,-1,-1,-1,59,106,-1,-1,-1,61
9022,3,7,A,44,61,37,-1,-1,59,106,0,2,-1,24
9023,3,8,A,44,61,37,24,-1,59,106,0,2,-1,13
9024,3,9,B,44,61,37,24,13,59,106,0,2,-1,53
9025,1,3,A,58,-1,-1,-1,-1,63,114,-1,-1,-1,54
9026,1,5,B,58,54,2,-1,-1,63,114,-1,-1,-1,99
9027,1,6,B,58,54,2,-1,-1,63,114,99,-1,-1,98
9028,1,7,A,58,54,2,-1,-1,63,114,99,98,-1,1
9029,1,9,B,58,54,2,1,50,63,114,99,98,-1,45
9030,2,2,B,36,-1,-1,-1,-1,4,-1,-1,-1,-1,26
9031,2,4,A,36,95,-1,-1,-1,4,26,-1,-1,-1,49
9032,2,6,B,36,95,49,-1,-1,4,26,117,-1,-1,68
9033,2,7,A,36,95,49,-1,-1,4,26,117,68,-1,23
9034,2,8,A,36,95,49,23,-1,4,26,117,68,-1,70
9035,12,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111
9036,12,2,B,111,-1,-1,-1,-1,26,-1,-1,-1,-1,54
9037,12,7,A,111,47,49,-1,-1,26,54,118,40,-1,95
9038,12,8,A,111,47,49,95,-1,26,54,118,40,-1,48
9039,12,9,B,111,47,49,95,48,26,54,118,40,-1,117
9040,11,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,38
9041,11,3,A,108,-1,-1,-1,-1,38,64,-1,-1,-1,51
9042,11,6,B,108,51,100,-1,-1,38,64,97,-1,-1,46
9043,11,8,A,108,51,100,65,-1,38,64,97,46,-1,19
9044,11,9,B,108,51,100,65,19,38,64,97,46,-1,48
9045,10,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75
9046,10,2,B,75,-1,-1,-1,-1,95,-1,-1,-1,-1,87
9047,10,3,A,75,-1,-1,-1,-1,95,87,-1,-1,-1,53
9048,10,5,B,75,53,76,-1,-1,95,87,-1,-1,-1,49
9049,10,6,B,75,53,76,-1,-1,95,87,49,-1,-1,21
9050,9,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
9051,9,3,A,72,-1,-1,-1,-1,17,113,-1,-1,-1,55
9052,9,5,B,72,55,8,-1,-1,17,113,-1,-1,-1,89
9053,9,6,B,72,55,8,-1,-1,17,113,89,-1,-1,60
9054,9,9,B,72,55,8,51,29,17,113,89,60,-1,111
9055,4,1,B,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,68
