incident_id,actor,action,location,time_period,severity,contributing_factor
1889,VA001,VA016,VL011,VT006,VS004,VC007
1891,VA014,VA017,VL014,VT000,VS003,VC006
1892,VA029,VA015,VL008,VT003,VS003,VC005
1893,VA018,VA010,VL009,VT001,VS001,VC000
1894,VA012,VA007,VL009,VT005,VS004,VC000
1897,VA009,VA019,VL011,VT001,VS001,VC002
1898,VA010,VA011,VL014,VT001,VS000,VC007
1899,VA009,VA013,VL011,VT005,VS003,VC010
1900,VA011,VA017,VL012,VT001,VS000,VC004
1901,VA019,VA008,VL010,VT002,VS002,VC009
1903,VA007,VA010,VL006,VT002,VS003,VC005
1904,VA014,VA012,VL002,VT002,VS002,VC011
1905,VA001,VA000,VL012,VT002,VS002,VC004
1906,VA014,VA008,VL002,VT004,VS001,VC001
1907,VA011,VA015,VL000,VT001,VS004,VC004
1908,VA020,VA013,VL014,VT003,VS004,VC010
1909,VA025,VA006,VL011,VT000,VS004,VC003
1912,VA004,VA004,VL012,VT000,VS004,VC003
1913,VA023,VA000,VL005,VT000,VS004,VC003
1915,VA014,VA000,VL000,VT006,VS000,VC004
1916,VA009,VA013,VL003,VT003,VS001,VC011
1917,VA010,VA006,VL002,VT006,VS004,VC000
1922,VA008,VA016,VL010,VT007,VS001,VC007
1923,VA022,VA017,VL010,VT005,VS004,VC005
1924,VA005,VA014,VL008,VT001,VS001,VC005
1925,VA008,VA004,VL003,VT004,VS004,VC008
1926,VA028,VA006,VL014,VT006,VS004,VC006
1927,VA027,VA008,VL005,VT006,VS002,VC000
1928,VA018,VA013,VL007,VT005,VS000,VC009
1929,VA021,VA008,VL011,VT001,VS003,VC010
1930,VA020,VA017,VL005,VT002,VS000,VC002
1931,VA006,VA005,VL011,VT007,VS002,VC010
1932,VA025,VA016,VL011,VT007,VS001,VC008
1933,VA029,VA007,VL013,VT004,VS002,VC007
1934,VA021,VA004,VL012,VT007,VS004,VC005
1936,VA004,VA006,VL013,VT000,VS000,VC004
1937,VA007,VA017,VL000,VT000,VS002,VC001
1938,VA002,VA011,VL003,VT005,VS000,VC006
1939,VA016,VA008,VL004,VT006,VS001,VC007
1940,VA020,VA005,VL000,VT004,VS000,VC009
1941,VA024,VA004,VL006,VT005,VS000,VC001
1942,VA002,VA002,VL011,VT003,VS003,VC006
1943,VA001,VA012,VL013,VT004,VS001,VC001
1944,VA002,VA001,VL009,VT003,VS002,VC000
1945,VA026,VA004,VL000,VT007,VS003,VC004
1946,VA019,VA005,VL000,VT007,VS000,VC009
1947,VA027,VA013,VL010,VT004,VS003,VC004
1949,VA011,VA006,VL013,VT003,VS003,VC010
1950,VA026,VA000,VL014,VT004,VS000,VC009
1951,VA001,VA007,VL009,VT007,VS000,VC010
1952,VA012,VA015,VL004,VT005,VS000,VC001
1953,VA024,VA003,VL002,VT000,VS004,VC010
1954,VA019,VA018,VL007,VT002,VS004,VC011
1955,VA025,VA005,VL004,VT007,VS004,VC001
1956,VA012,VA011,VL006,VT003,VS004,VC001
1957,VA020,VA012,VL009,VT002,VS002,VC010
1958,VA020,VA001,VL003,VT006,VS001,VC002
1959,VA025,VA003,VL004,VT004,VS003,VC001
1961,VA029,VA010,VL005,VT003,VS001,VC002
1962,VA010,VA016,VL000,VT004,VS004,VC003
1963,VA012,VA014,VL001,VT005,VS001,VC002
1964,VA015,VA013,VL008,VT004,VS002,VC004
1965,VA001,VA013,VL010,VT003,VS002,VC001
1966,VA011,VA014,VL010,VT002,VS003,VC007
1967,VA010,VA004,VL002,VT003,VS001,VC004
1968,VA002,VA013,VL009,VT000,VS000,VC003
1969,VA027,VA007,VL009,VT007,VS002,VC008
1970,VA021,VA013,VL012,VT002,VS004,VC002
1971,VA029,VA006,VL001,VT004,VS000,VC010
1972,VA009,VA017,VL000,VT002,VS003,VC007
1974,VA022,VA013,VL012,VT007,VS001,VC004
1975,VA017,VA002,VL005,VT001,VS004,VC003
1976,VA022,VA009,VL010,VT001,VS001,VC008
1979,VA020,VA000,VL006,VT002,VS002,VC000
1980,VA023,VA001,VL014,VT002,VS004,VC007
1983,VA023,VA013,VL009,VT002,VS001,VC005
1986,VA002,VA010,VL011,VT002,VS002,VC005
1987,VA011,VA013,VL007,VT001,VS004,VC007
1988,VA015,VA006,VL012,VT000,VS002,VC001
1989,VA027,VA014,VL013,VT006,VS004,VC004
1990,VA015,VA014,VL013,VT006,VS002,VC009
1991,VA011,VA003,VL012,VT004,VS004,VC007
1992,VA008,VA006,VL001,VT001,VS004,VC007
1993,VA023,VA017,VL014,VT003,VS004,VC011
1995,VA015,VA010,VL011,VT002,VS003,VC003
1996,VA017,VA001,VL013,VT000,VS004,VC011
1997,VA014,VA005,VL008,VT000,VS002,VC002
1999,VA010,VA019,VL002,VT007,VS003,VC008
2000,VA026,VA016,VL002,VT006,VS003,VC007
2001,VA019,VA002,VL008,VT004,VS004,VC002
2002,VA026,VA011,VL005,VT001,VS004,VC007
2005,VA019,VA013,VL000,VT005,VS001,VC009
2006,VA020,VA007,VL003,VT001,VS003,VC009
2007,VA025,VA007,VL006,VT000,VS000,VC009
2008,VA021,VA002,VL014,VT003,VS003,VC000
2009,VA004,VA003,VL011,VT005,VS002,VC004
2010,VA011,VA011,VL005,VT000,VS000,VC008
2013,VA013,VA013,VL005,VT006,VS001,VC010
2014,VA027,VA001,VL010,VT007,VS004,VC010
2016,VA024,VA010,VL000,VT004,VS003,VC005
2017,VA026,VA018,VL011,VT005,VS001,VC008
2018,VA009,VA000,VL002,VT007,VS004,VC009
2020,VA026,VA011,VL009,VT006,VS003,VC008
2022,VA013,VA009,VL004,VT007,VS004,VC007
2023,VA027,VA017,VL007,VT002,VS001,VC005
2025,VA001,VA003,VL007,VT002,VS001,VC009
2028,VA028,VA005,VL008,VT005,VS004,VC003
2029,VA007,VA013,VL009,VT004,VS004,VC002
2030,VA007,VA004,VL010,VT002,VS003,VC007
2031,VA004,VA016,VL000,VT006,VS000,VC010
2034,VA006,VA003,VL014,VT003,VS000,VC004
2035,VA021,VA009,VL011,VT005,VS004,VC003
2036,VA018,VA015,VL011,VT003,VS000,VC002
2037,VA020,VA013,VL003,VT007,VS003,VC003
2039,VA017,VA001,VL007,VT001,VS004,VC003
2041,VA006,VA010,VL001,VT005,VS003,VC009
2042,VA018,VA004,VL007,VT007,VS000,VC004
2043,VA022,VA016,VL000,VT007,VS001,VC002
2044,VA011,VA011,VL003,VT005,VS002,VC001
2045,VA029,VA017,VL003,VT003,VS002,VC001
2046,VA021,VA016,VL003,VT006,VS003,VC008
2048,VA022,VA000,VL008,VT002,VS001,VC002
2051,VA001,VA010,VL013,VT007,VS002,VC000
2052,VA009,VA010,VL013,VT001,VS002,VC007
2053,VA020,VA000,VL008,VT001,VS002,VC010
2054,VA029,VA015,VL007,VT002,VS000,VC005
2055,VA015,VA019,VL009,VT002,VS003,VC000
2059,VA014,VA014,VL003,VT003,VS004,VC000
2060,VA016,VA008,VL012,VT003,VS003,VC002
2061,VA008,VA012,VL006,VT005,VS004,VC006
2065,VA019,VA001,VL010,VT004,VS000,VC003
2067,VA016,VA002,VL000,VT007,VS000,VC007
2068,VA026,VA010,VL001,VT005,VS004,VC008
2069,VA012,VA006,VL008,VT003,VS001,VC005
2070,VA010,VA009,VL003,VT007,VS004,VC007
2071,VA011,VA008,VL008,VT004,VS002,VC007
2072,VA020,VA017,VL005,VT005,VS004,VC007
2074,VA016,VA013,VL012,VT007,VS003,VC000
2075,VA011,VA012,VL002,VT005,VS003,VC007
2076,VA020,VA015,VL006,VT000,VS000,VC011
2077,VA009,VA006,VL011,VT003,VS002,VC011
2079,VA002,VA010,VL002,VT005,VS002,VC007
2080,VA027,VA019,VL010,VT007,VS002,VC000
2081,VA007,VA001,VL006,VT003,VS002,VC003
2082,VA029,VA017,VL009,VT001,VS001,VC000
2083,VA024,VA016,VL010,VT002,VS003,VC003
2084,VA015,VA003,VL009,VT004,VS000,VC008
2085,VA003,VA001,VL003,VT006,VS000,VC007
2086,VA012,VA008,VL008,VT000,VS003,VC010
2088,VA019,VA014,VL010,VT002,VS002,VC008
2089,VA012,VA014,VL005,VT003,VS004,VC011
2090,VA003,VA005,VL003,VT006,VS002,VC010
2091,VA021,VA019,VL013,VT002,VS000,VC006
2092,VA026,VA004,VL010,VT000,VS002,VC004
2093,VA004,VA008,VL009,VT002,VS004,VC007
2094,VA010,VA012,VL010,VT004,VS002,VC000
2096,VA020,VA000,VL013,VT005,VS002,VC011
2099,VA024,VA003,VL002,VT006,VS003,VC006
2100,VA012,VA014,VL004,VT001,VS000,VC003
2101,VA014,VA003,VL009,VT000,VS003,VC010
2102,VA003,VA018,VL013,VT006,VS002,VC005
2103,VA002,VA016,VL000,VT000,VS002,VC002
2104,VA001,VA015,VL013,VT005,VS004,VC009
2105,VA009,VA001,VL000,VT002,VS001,VC005
2106,VA000,VA003,VL008,VT000,VS001,VC003
2107,VA011,VA003,VL006,VT002,VS001,VC009
2109,VA005,VA015,VL003,VT004,VS003,VC000
2110,VA017,VA019,VL003,VT003,VS004,VC001
2112,VA021,VA009,VL006,VT006,VS002,VC003
2114,VA026,VA008,VL007,VT000,VS002,VC006
2115,VA017,VA006,VL010,VT002,VS000,VC001
2116,VA026,VA009,VL009,VT002,VS001,VC011
2117,VA000,VA010,VL010,VT001,VS003,VC011
2118,VA001,VA017,VL011,VT004,VS000,VC006
2119,VA006,VA013,VL010,VT007,VS002,VC004
2120,VA002,VA018,VL008,VT002,VS000,VC006
2121,VA018,VA016,VL009,VT007,VS004,VC004
2123,VA008,VA017,VL009,VT000,VS001,VC008
2124,VA021,VA016,VL008,VT005,VS000,VC011
2125,VA022,VA006,VL012,VT003,VS003,VC009
2126,VA004,VA016,VL008,VT005,VS004,VC005
2128,VA021,VA009,VL014,VT001,VS003,VC006
2129,VA000,VA011,VL003,VT005,VS003,VC010
2130,VA012,VA002,VL009,VT004,VS002,VC008
2131,VA006,VA009,VL002,VT000,VS003,VC004
2132,VA007,VA015,VL008,VT007,VS000,VC002
2133,VA012,VA000,VL011,VT007,VS000,VC006
2135,VA003,VA003,VL012,VT000,VS004,VC010
2136,VA025,VA015,VL002,VT003,VS000,VC008
2137,VA012,VA013,VL010,VT005,VS002,VC004
2138,VA013,VA003,VL004,VT003,VS001,VC010
2139,VA007,VA013,VL011,VT000,VS000,VC005
2140,VA003,VA015,VL001,VT002,VS004,VC005
2141,VA027,VA002,VL011,VT005,VS004,VC000
2142,VA029,VA008,VL005,VT004,VS002,VC009
2143,VA006,VA009,VL000,VT006,VS003,VC002
2144,VA005,VA008,VL006,VT002,VS003,VC000
2145,VA008,VA017,VL006,VT007,VS000,VC001
2146,VA014,VA011,VL005,VT006,VS003,VC004
2147,VA023,VA008,VL000,VT003,VS004,VC002
2148,VA029,VA002,VL010,VT003,VS003,VC003
2149,VA002,VA008,VL010,VT006,VS000,VC004
2150,VA009,VA005,VL014,VT006,VS003,VC004
2152,VA001,VA001,VL008,VT006,VS000,VC005
2153,VA009,VA009,VL010,VT003,VS003,VC007
2154,VA022,VA011,VL002,VT005,VS002,VC002
2155,VA025,VA004,VL012,VT002,VS002,VC011
2156,VA009,VA011,VL013,VT004,VS003,VC009
2157,VA016,VA001,VL010,VT003,VS001,VC003
2158,VA018,VA004,VL009,VT005,VS001,VC001
2159,VA001,VA006,VL011,VT000,VS004,VC000
2161,VA029,VA005,VL010,VT004,VS004,VC007
2163,VA012,VA007,VL010,VT002,VS002,VC008
2164,VA010,VA008,VL008,VT004,VS004,VC002
2165,VA020,VA007,VL004,VT002,VS000,VC007
2166,VA007,VA004,VL013,VT007,VS003,VC003
2167,VA012,VA002,VL005,VT005,VS003,VC004
2168,VA024,VA004,VL010,VT005,VS003,VC009
2169,VA012,VA005,VL009,VT007,VS003,VC000
2170,VA010,VA019,VL012,VT000,VS003,VC007
2171,VA006,VA007,VL002,VT002,VS003,VC003
2172,VA011,VA005,VL006,VT001,VS000,VC008
2173,VA008,VA003,VL013,VT003,VS002,VC005
2174,VA014,VA010,VL009,VT006,VS000,VC004
2175,VA018,VA001,VL004,VT000,VS000,VC004
2176,VA002,VA012,VL004,VT000,VS004,VC009
2177,VA005,VA003,VL014,VT002,VS001,VC009
2178,VA028,VA014,VL004,VT003,VS003,VC009
2179,VA020,VA002,VL012,VT004,VS001,VC000
2180,VA010,VA017,VL000,VT006,VS003,VC010
2181,VA001,VA017,VL007,VT004,VS000,VC007
2182,VA001,VA013,VL001,VT002,VS001,VC000
2183,VA029,VA019,VL007,VT004,VS000,VC006
2184,VA017,VA002,VL000,VT005,VS000,VC005
2185,VA017,VA009,VL003,VT000,VS004,VC000
2186,VA022,VA006,VL010,VT002,VS003,VC009
2187,VA028,VA019,VL007,VT001,VS004,VC003
2188,VA025,VA018,VL004,VT001,VS000,VC001
2189,VA012,VA012,VL001,VT001,VS004,VC002
2190,VA005,VA013,VL002,VT006,VS002,VC005
2191,VA019,VA001,VL004,VT002,VS002,VC002
2192,VA020,VA010,VL011,VT007,VS001,VC001
2193,VA005,VA005,VL007,VT002,VS003,VC010
2195,VA010,VA003,VL013,VT005,VS000,VC010
2196,VA008,VA000,VL006,VT002,VS000,VC000
2197,VA008,VA011,VL014,VT001,VS002,VC007
2198,VA020,VA018,VL004,VT004,VS001,VC011
2199,VA029,VA017,VL014,VT006,VS001,VC011
2200,VA019,VA013,VL010,VT007,VS001,VC008
2201,VA026,VA012,VL001,VT005,VS000,VC010
2202,VA016,VA011,VL010,VT001,VS001,VC004
2203,VA009,VA009,VL003,VT006,VS001,VC000
2204,VA027,VA011,VL005,VT002,VS004,VC011
2205,VA004,VA014,VL008,VT002,VS001,VC008
2206,VA028,VA012,VL001,VT003,VS000,VC009
2207,VA020,VA007,VL007,VT000,VS002,VC003
2208,VA023,VA013,VL002,VT001,VS004,VC002
2210,VA020,VA007,VL011,VT002,VS004,VC004
2211,VA016,VA013,VL011,VT004,VS003,VC000
2213,VA019,VA015,VL013,VT001,VS004,VC003
2215,VA019,VA013,VL009,VT004,VS003,VC011
2216,VA020,VA010,VL007,VT000,VS001,VC005
2218,VA023,VA005,VL006,VT005,VS003,VC000
2219,VA025,VA014,VL014,VT004,VS000,VC001
2220,VA024,VA019,VL010,VT002,VS003,VC001
2221,VA029,VA013,VL008,VT007,VS001,VC008
2222,VA009,VA006,VL009,VT001,VS003,VC005
2223,VA019,VA009,VL005,VT000,VS003,VC003
2224,VA000,VA008,VL014,VT007,VS002,VC005
2225,VA010,VA016,VL009,VT003,VS003,VC003
2226,VA008,VA004,VL013,VT005,VS003,VC008
2227,VA002,VA011,VL006,VT003,VS002,VC004
2229,VA003,VA014,VL008,VT003,VS003,VC008
2230,VA025,VA017,VL008,VT004,VS004,VC004
2232,VA002,VA013,VL011,VT005,VS003,VC011
2233,VA005,VA017,VL011,VT003,VS001,VC011
2234,VA008,VA012,VL001,VT001,VS001,VC003
2237,VA012,VA007,VL014,VT005,VS004,VC009
2239,VA028,VA011,VL014,VT007,VS004,VC003
2240,VA008,VA007,VL006,VT001,VS001,VC002
2241,VA023,VA001,VL012,VT004,VS000,VC009
2242,VA014,VA005,VL014,VT000,VS001,VC003
2243,VA001,VA004,VL013,VT007,VS004,VC006
2244,VA025,VA008,VL001,VT003,VS002,VC010
2245,VA017,VA011,VL001,VT003,VS000,VC008
2246,VA018,VA001,VL006,VT005,VS003,VC005
2247,VA020,VA017,VL014,VT000,VS004,VC001
2248,VA000,VA013,VL013,VT003,VS002,VC009
2249,VA001,VA002,VL011,VT005,VS004,VC011
2251,VA017,VA015,VL004,VT004,VS003,VC001
2252,VA021,VA003,VL002,VT001,VS001,VC004
2253,VA019,VA015,VL002,VT004,VS003,VC001
2255,VA014,VA012,VL007,VT006,VS003,VC010
2256,VA018,VA016,VL011,VT007,VS002,VC011
2257,VA012,VA013,VL006,VT002,VS003,VC008
2258,VA004,VA001,VL013,VT006,VS000,VC005
2259,VA009,VA010,VL014,VT005,VS003,VC010
2260,VA022,VA008,VL012,VT002,VS003,VC007
2261,VA011,VA005,VL014,VT007,VS001,VC008
2263,VA022,VA000,VL010,VT003,VS000,VC004
2264,VA020,VA019,VL013,VT007,VS000,VC005
2265,VA003,VA012,VL013,VT002,VS002,VC008
2266,VA007,VA015,VL004,VT003,VS002,VC008
2267,VA018,VA002,VL001,VT005,VS002,VC008
2268,VA029,VA006,VL001,VT006,VS000,VC003
2270,VA004,VA006,VL001,VT000,VS002,VC003
2271,VA027,VA000,VL006,VT001,VS003,VC007
2273,VA021,VA002,VL006,VT000,VS002,VC008
2274,VA029,VA005,VL011,VT005,VS001,VC008
2275,VA025,VA007,VL009,VT001,VS004,VC001
2276,VA000,VA005,VL014,VT004,VS000,VC011
2277,VA005,VA017,VL011,VT004,VS002,VC003
2278,VA018,VA019,VL009,VT002,VS003,VC008
2279,VA006,VA003,VL011,VT003,VS004,VC003
2280,VA012,VA011,VL008,VT005,VS004,VC000
2281,VA003,VA019,VL001,VT005,VS004,VC003
2282,VA002,VA005,VL013,VT000,VS004,VC006
2283,VA010,VA017,VL005,VT007,VS002,VC000
2284,VA024,VA014,VL008,VT003,VS001,VC002
2285,VA022,VA017,VL011,VT004,VS003,VC003
2286,VA016,VA018,VL002,VT003,VS002,VC008
2287,VA002,VA012,VL010,VT007,VS003,VC008
2288,VA022,VA015,VL013,VT006,VS001,VC009
2289,VA000,VA008,VL002,VT005,VS000,VC011
2293,VA015,VA010,VL014,VT001,VS004,VC001
2294,VA009,VA016,VL010,VT001,VS001,VC007
2295,VA007,VA006,VL009,VT004,VS004,VC000
2297,VA001,VA010,VL005,VT007,VS003,VC004
2298,VA016,VA001,VL009,VT004,VS004,VC011
2299,VA001,VA012,VL010,VT002,VS002,VC006
2300,VA009,VA004,VL000,VT006,VS003,VC008
2301,VA002,VA014,VL006,VT005,VS002,VC011
2303,VA013,VA019,VL007,VT002,VS003,VC007
2304,VA008,VA016,VL003,VT001,VS001,VC001
2305,VA011,VA005,VL010,VT004,VS001,VC007
2306,VA008,VA001,VL004,VT004,VS002,VC005
2307,VA020,VA009,VL011,VT000,VS003,VC008
2308,VA020,VA009,VL002,VT006,VS003,VC004
2309,VA026,VA010,VL014,VT002,VS003,VC001
2310,VA017,VA012,VL005,VT006,VS001,VC010
2311,VA021,VA000,VL012,VT004,VS000,VC004
2312,VA014,VA002,VL014,VT000,VS003,VC007
2313,VA025,VA007,VL011,VT005,VS003,VC008
2314,VA018,VA018,VL008,VT001,VS000,VC004
2315,VA001,VA014,VL002,VT001,VS001,VC005
2317,VA014,VA001,VL001,VT004,VS001,VC002
2318,VA015,VA016,VL003,VT006,VS000,VC005
2319,VA019,VA015,VL009,VT003,VS003,VC001
2320,VA020,VA002,VL008,VT000,VS004,VC003
2321,VA001,VA009,VL006,VT005,VS004,VC006
2322,VA010,VA000,VL002,VT006,VS000,VC000
2324,VA023,VA013,VL004,VT004,VS001,VC010
2325,VA021,VA010,VL002,VT007,VS001,VC006
2326,VA014,VA003,VL003,VT001,VS003,VC000
2327,VA002,VA007,VL006,VT006,VS002,VC002
2328,VA026,VA014,VL011,VT001,VS002,VC000
2329,VA005,VA008,VL008,VT004,VS001,VC001
2331,VA015,VA015,VL008,VT001,VS000,VC001
2332,VA001,VA018,VL006,VT000,VS001,VC005
2333,VA002,VA010,VL010,VT003,VS002,VC011
2334,VA007,VA004,VL002,VT005,VS003,VC000
2335,VA013,VA013,VL012,VT005,VS001,VC003
2337,VA027,VA011,VL001,VT004,VS001,VC004
2338,VA024,VA013,VL002,VT004,VS002,VC007
2339,VA007,VA011,VL005,VT005,VS002,VC004
2340,VA000,VA011,VL012,VT006,VS001,VC005
2342,VA012,VA008,VL014,VT000,VS000,VC007
2343,VA025,VA000,VL005,VT003,VS004,VC011
2344,VA005,VA001,VL000,VT000,VS001,VC006
2345,VA018,VA010,VL004,VT002,VS001,VC005
2346,VA017,VA006,VL009,VT007,VS001,VC003
2347,VA023,VA003,VL007,VT002,VS002,VC009
2348,VA025,VA001,VL000,VT004,VS000,VC006
2350,VA020,VA008,VL011,VT004,VS001,VC004
2351,VA015,VA004,VL001,VT005,VS003,VC001
2353,VA022,VA012,VL008,VT007,VS003,VC007
2354,VA011,VA009,VL011,VT001,VS004,VC010
2356,VA019,VA009,VL000,VT001,VS000,VC007
2357,VA006,VA003,VL013,VT007,VS001,VC007
2358,VA028,VA012,VL013,VT006,VS000,VC010
2359,VA021,VA000,VL011,VT001,VS003,VC010
2361,VA012,VA012,VL009,VT004,VS002,VC011
2362,VA025,VA010,VL007,VT006,VS004,VC000
2363,VA003,VA004,VL012,VT002,VS001,VC010
2364,VA016,VA000,VL009,VT006,VS002,VC007
2365,VA004,VA004,VL006,VT001,VS004,VC009
2366,VA014,VA009,VL004,VT001,VS000,VC007
2367,VA009,VA006,VL011,VT003,VS002,VC011
2368,VA020,VA005,VL001,VT007,VS004,VC002
2369,VA025,VA011,VL003,VT001,VS000,VC000
2370,VA029,VA019,VL007,VT003,VS004,VC010
2371,VA020,VA009,VL005,VT006,VS000,VC001
2373,VA015,VA003,VL014,VT002,VS001,VC002
2375,VA024,VA000,VL012,VT002,VS001,VC008
2376,VA029,VA002,VL004,VT001,VS002,VC000
2378,VA020,VA004,VL005,VT005,VS000,VC001
2379,VA019,VA006,VL011,VT001,VS001,VC008
2380,VA019,VA014,VL004,VT005,VS002,VC001
2381,VA029,VA010,VL000,VT001,VS003,VC005
2382,VA006,VA006,VL003,VT006,VS001,VC001
2383,VA025,VA000,VL014,VT005,VS001,VC004
2384,VA023,VA013,VL003,VT006,VS002,VC005
2385,VA014,VA014,VL007,VT006,VS002,VC004
2386,VA015,VA002,VL012,VT004,VS000,VC000
2387,VA005,VA007,VL014,VT004,VS002,VC002
2389,VA024,VA013,VL013,VT004,VS004,VC005
2390,VA012,VA002,VL001,VT004,VS004,VC001
2391,VA018,VA008,VL013,VT000,VS002,VC008
2392,VA023,VA014,VL000,VT005,VS000,VC004
2393,VA025,VA017,VL011,VT000,VS003,VC009
2394,VA028,VA016,VL002,VT004,VS001,VC005
2395,VA025,VA011,VL010,VT007,VS003,VC004
2396,VA009,VA003,VL011,VT004,VS000,VC001
2398,VA021,VA007,VL002,VT002,VS000,VC009
2399,VA017,VA010,VL000,VT000,VS001,VC006
2403,VA003,VA018,VL012,VT007,VS000,VC008
2404,VA002,VA011,VL009,VT000,VS004,VC008
2407,VA016,VA000,VL000,VT004,VS001,VC011
2408,VA004,VA003,VL003,VT005,VS000,VC011
2409,VA002,VA007,VL008,VT006,VS000,VC008
2410,VA024,VA006,VL013,VT006,VS000,VC000
2412,VA003,VA005,VL012,VT004,VS000,VC011
2414,VA003,VA018,VL008,VT007,VS001,VC003
2415,VA026,VA015,VL007,VT004,VS000,VC004
2416,VA024,VA009,VL013,VT007,VS004,VC000
2417,VA007,VA012,VL004,VT004,VS000,VC008
2418,VA006,VA015,VL011,VT002,VS004,VC008
2421,VA017,VA000,VL010,VT002,VS004,VC006
2422,VA007,VA006,VL005,VT005,VS003,VC010
2423,VA008,VA002,VL008,VT005,VS003,VC006
2424,VA002,VA002,VL001,VT005,VS002,VC002
2425,VA011,VA006,VL001,VT001,VS004,VC009
2426,VA012,VA009,VL006,VT007,VS001,VC006
2427,VA011,VA000,VL000,VT003,VS003,VC005
2428,VA019,VA014,VL011,VT004,VS002,VC002
2430,VA007,VA017,VL000,VT000,VS002,VC006
2433,VA000,VA006,VL012,VT004,VS002,VC000
2434,VA019,VA008,VL006,VT007,VS002,VC011
2435,VA013,VA015,VL001,VT003,VS004,VC005
2438,VA010,VA007,VL011,VT007,VS002,VC005
2440,VA008,VA003,VL003,VT006,VS004,VC004
2441,VA018,VA007,VL007,VT007,VS001,VC011
2442,VA017,VA008,VL009,VT007,VS000,VC010
2444,VA006,VA006,VL001,VT002,VS002,VC003
2446,VA004,VA003,VL002,VT007,VS002,VC006
2448,VA001,VA016,VL010,VT003,VS000,VC004
2449,VA014,VA016,VL014,VT004,VS003,VC007
2450,VA022,VA016,VL008,VT001,VS000,VC011
2452,VA016,VA001,VL007,VT003,VS004,VC004
2453,VA025,VA008,VL014,VT005,VS003,VC007
2454,VA007,VA005,VL008,VT001,VS004,VC006
2455,VA025,VA008,VL009,VT003,VS003,VC008
2456,VA021,VA006,VL002,VT001,VS003,VC003
2457,VA015,VA016,VL012,VT003,VS004,VC010
2460,VA000,VA008,VL005,VT001,VS003,VC006
2461,VA008,VA006,VL002,VT001,VS002,VC007
2462,VA005,VA012,VL005,VT003,VS001,VC010
2463,VA001,VA004,VL014,VT001,VS001,VC010
2464,VA028,VA014,VL011,VT001,VS000,VC000
2465,VA018,VA002,VL008,VT003,VS003,VC005
2466,VA025,VA013,VL001,VT006,VS002,VC004
2468,VA028,VA008,VL008,VT001,VS000,VC006
2469,VA015,VA010,VL004,VT002,VS003,VC000
2470,VA008,VA013,VL004,VT005,VS000,VC009
2471,VA008,VA016,VL013,VT000,VS004,VC002
2472,VA020,VA005,VL013,VT002,VS001,VC004
2474,VA024,VA006,VL014,VT002,VS001,VC006
2475,VA010,VA015,VL014,VT004,VS001,VC005
2476,VA005,VA011,VL000,VT003,VS002,VC005
2477,VA029,VA014,VL014,VT007,VS002,VC011
2478,VA008,VA018,VL007,VT000,VS003,VC011
2479,VA009,VA016,VL002,VT006,VS004,VC011
2480,VA016,VA011,VL007,VT003,VS000,VC002
2481,VA025,VA008,VL005,VT007,VS001,VC004
2482,VA012,VA006,VL012,VT000,VS000,VC004
2483,VA020,VA005,VL001,VT003,VS000,VC011
2484,VA003,VA010,VL007,VT005,VS001,VC002
2485,VA015,VA019,VL004,VT006,VS001,VC008
2486,VA004,VA006,VL000,VT007,VS000,VC010
2488,VA028,VA016,VL004,VT005,VS001,VC002
2489,VA018,VA011,VL004,VT003,VS002,VC004
2490,VA002,VA014,VL013,VT003,VS004,VC008
2491,VA019,VA004,VL012,VT001,VS002,VC009
2492,VA012,VA013,VL009,VT005,VS002,VC009
2494,VA003,VA005,VL009,VT000,VS002,VC004
2495,VA028,VA014,VL000,VT007,VS002,VC001
2496,VA004,VA019,VL000,VT003,VS001,VC011
2498,VA016,VA006,VL006,VT007,VS004,VC005
2499,VA003,VA010,VL012,VT006,VS001,VC000
2500,VA019,VA000,VL006,VT002,VS003,VC004
2501,VA021,VA014,VL006,VT002,VS002,VC001
2502,VA007,VA010,VL004,VT001,VS002,VC009
2503,VA005,VA002,VL011,VT007,VS003,VC003
2504,VA017,VA000,VL004,VT002,VS003,VC011
2505,VA021,VA016,VL005,VT000,VS003,VC002
2506,VA028,VA003,VL010,VT006,VS002,VC000
2507,VA025,VA010,VL011,VT004,VS001,VC007
2509,VA001,VA016,VL007,VT004,VS000,VC010
2510,VA020,VA011,VL013,VT002,VS000,VC008
2513,VA009,VA019,VL003,VT004,VS002,VC008
2514,VA015,VA001,VL006,VT004,VS002,VC008
2515,VA013,VA004,VL013,VT002,VS004,VC000
2516,VA006,VA019,VL007,VT003,VS002,VC009
2520,VA001,VA001,VL012,VT001,VS003,VC010
2521,VA006,VA000,VL003,VT007,VS004,VC000
2522,VA000,VA008,VL002,VT006,VS003,VC003
2523,VA019,VA013,VL007,VT001,VS003,VC008
2524,VA027,VA009,VL005,VT007,VS003,VC005
2525,VA001,VA000,VL011,VT006,VS001,VC005
2526,VA029,VA012,VL012,VT003,VS003,VC001
2527,VA028,VA018,VL010,VT005,VS003,VC005
2528,VA001,VA004,VL002,VT003,VS000,VC001
2529,VA001,VA005,VL012,VT001,VS000,VC002
2530,VA023,VA001,VL013,VT002,VS001,VC006
2531,VA027,VA017,VL000,VT002,VS004,VC007
2532,VA003,VA012,VL010,VT002,VS000,VC005
2533,VA012,VA018,VL006,VT002,VS001,VC001
