user_id,pref_cat_1,pref_cat_2,pref_cat_3,budget_low,budget_high,pref_1,pref_2,pref_3
546,9,14,7,3,4,-0.496,1.903,0.143
547,15,11,5,1,4,0.352,-0.472,-0.887
548,16,2,3,1,4,-1.084,0.781,1.828
549,5,2,11,1,3,1.359,0.593,1.834
550,12,3,7,2,5,-0.282,1.556,-0.695
551,12,11,15,3,5,-0.393,2.817,-0.913
552,16,8,4,2,2,0.834,0.805,0.287
553,0,3,1,1,4,2.372,-1.168,-2.407
554,12,10,4,2,2,0.094,-1.468,-1.155
555,14,6,9,3,4,-0.146,-0.777,0.048
556,10,17,18,1,1,2.056,-0.12,0.801
557,12,14,18,1,1,0.744,0.651,1.315
558,9,5,15,2,3,-0.38,0.917,0.114
559,15,17,18,3,4,-1.292,-1.94,0.296
560,16,1,12,2,5,-0.819,-0.527,-0.76
561,9,10,1,1,5,-1.527,1.829,0.533
562,11,18,0,3,4,-0.773,0.721,1.029
563,1,7,18,1,3,-0.052,-1.836,-1.206
564,2,9,3,2,3,0.882,0.11,-1.935
565,18,16,13,2,2,0.485,-0.444,-1.256
566,10,12,18,2,2,0.165,-0.429,-0.41
567,16,10,5,3,4,-0.807,-0.699,0.81
568,15,2,17,1,3,-0.08,0.836,-1.618
569,19,2,3,3,4,-0.805,-0.189,1.279
570,16,15,13,1,3,0.411,-1.393,-0.578
571,13,17,10,1,4,1.711,-1.145,0.807
572,14,17,5,1,5,0.853,-0.996,0.59
573,14,8,17,3,4,2.49,1.477,-0.643
574,1,16,6,2,5,0.342,0.457,-0.334
575,13,19,10,1,2,-0.776,0.447,-0.649
576,9,5,8,3,5,0.064,0.735,0.139
577,9,14,15,3,4,0.192,-1.917,1.023
578,6,5,8,1,1,-0.095,1.802,-0.338
579,1,15,0,1,1,-0.523,-0.329,0.774
580,2,13,11,3,5,0.757,-0.662,1.029
581,7,3,16,1,5,-1.625,-0.676,-1.131
582,16,8,15,1,2,-1.395,-1.011,-0.733
583,12,7,13,1,2,1.742,0.544,0.432
584,8,14,13,2,2,-0.967,0.059,0.827
585,13,15,7,2,3,-0.276,-1.034,1.203
586,9,0,1,3,5,0.101,-0.32,1.296
587,8,17,12,2,4,-0.74,1.248,-0.869
588,17,7,14,2,2,0.843,-0.537,0.761
589,2,7,9,1,2,-0.106,1.22,-0.712
590,13,1,8,1,4,-1.015,0.186,0.862
591,3,5,8,3,3,-1.336,-0.811,1.089
592,17,10,14,3,3,0.108,-1.428,0.438
593,4,0,12,1,3,0.99,-0.161,0.382
594,5,7,16,3,5,0.16,-1.931,-0.697
595,10,14,15,3,3,-1.631,-0.102,1.522
596,10,9,6,1,4,-0.674,0.739,-1.361
597,18,7,0,1,5,1.322,-0.846,-1.12
598,2,14,6,2,3,1.32,0.427,-0.459
599,11,5,3,1,5,-0.335,-2.064,0.891
600,14,15,3,1,2,0.726,1.853,0.165
601,15,12,4,2,3,-0.807,-2.643,-1.922
602,9,6,13,1,4,0.064,-0.233,0.725
603,14,7,11,3,5,-0.11,-0.255,-0.338
604,15,4,10,3,4,-0.611,-1.458,-0.421
605,8,2,3,3,3,-1.577,2.19,0.744
606,15,11,1,1,3,-0.979,-0.028,1.477
607,4,17,1,3,3,-0.21,-0.076,1.181
608,10,14,4,1,3,-0.263,-1.032,-0.057
609,4,15,8,3,4,0.865,0.73,-0.365
610,8,19,16,2,5,0.68,-0.544,1.698
611,4,17,14,1,2,-0.058,0.43,0.581
612,1,15,8,1,4,-3.011,1.271,0.259
613,11,17,15,2,5,-0.127,1.213,1.036
614,4,3,11,1,2,0.427,-0.465,0.586
615,8,18,6,3,3,1.039,-1.283,-0.212
616,13,2,7,2,2,0.174,-0.149,-0.632
617,12,11,3,2,3,-1.372,1.092,0.2
618,15,14,8,3,5,2.644,0.096,-1.365
619,10,18,4,1,1,-2.041,0.26,-0.773
620,1,2,17,3,4,0.641,0.422,0.107
621,12,2,0,1,2,1.713,-0.776,0.654
622,4,3,9,2,5,-0.2,-2.248,1.119
623,11,3,19,3,3,-0.773,-2.077,0.136
624,15,8,13,1,4,0.516,-1.279,-0.965
625,1,16,10,2,3,0.424,-0.949,-1.265
626,15,16,18,1,3,-0.398,0.081,0.269
627,4,9,7,3,4,-0.801,-0.088,0.3
628,2,1,16,1,5,-0.397,0.202,-0.689
629,8,11,19,3,3,-1.098,0.021,-0.18
630,14,5,18,2,2,1.772,1.023,-0.392
631,14,19,8,2,3,1.271,0.098,0.392
632,19,8,3,2,2,0.498,0.018,0.538
633,12,15,9,3,5,1.004,-0.959,1.149
634,12,9,2,1,2,0.485,0.042,2.642
635,0,6,15,3,3,0.265,-0.63,-0.865
636,17,6,2,2,5,0.625,0.84,1.605
637,14,15,18,1,4,1.441,-0.577,-0.342
638,18,12,1,2,2,1.55,1.166,-0.943
639,15,18,17,2,2,0.431,-1.15,0.091
640,18,15,7,3,3,-1.031,-0.185,-0.146
641,13,15,3,2,4,0.332,-1.015,0.342
642,5,9,6,2,4,-1.102,0.451,-1.295
643,19,14,4,2,5,-0.795,1.832,-0.473
644,11,15,5,3,3,-0.337,1.629,-0.262
645,6,5,15,1,4,-0.456,1.093,-0.409
646,7,6,17,1,1,-0.491,0.603,-0.275
647,16,1,2,2,5,-0.556,0.541,0.471
648,17,7,15,2,4,0.372,-1.672,0.161
649,4,16,3,3,3,-1.266,0.961,-0.477
650,14,3,18,3,5,0.487,-2.377,0.131
651,3,5,19,1,3,-0.262,0.458,0.693
652,14,16,15,3,3,0.538,0.784,0.216
653,6,14,13,1,2,-0.465,0.576,-0.976
654,9,16,5,1,3,-1.166,1.205,-0.947
655,4,16,13,1,2,1.136,0.33,-0.979
656,13,14,16,3,4,1.014,-0.374,0.201
657,16,2,18,2,4,-1.578,-1.402,0.997
658,13,1,12,1,2,0.282,-0.198,-1.07
659,16,9,13,2,4,-1.163,-0.154,-0.854
660,11,0,8,3,5,1.362,-0.744,-0.639
661,17,14,11,3,4,0.225,0.328,-2.037
662,2,1,17,2,5,-0.256,-1.621,2.181
663,9,6,2,3,5,2.209,-0.348,0.844
664,5,0,18,3,5,-0.103,1.887,-0.349
665,16,3,1,2,4,0.989,-0.653,-0.67
666,1,3,14,2,2,-2.731,0.828,1.024
667,18,17,7,2,4,-2.823,-0.377,1.712
668,18,4,12,3,5,0.013,0.891,-1.617
669,11,14,3,1,4,-0.92,0.196,-0.364
670,1,13,4,2,3,-0.906,0.319,-1.314
671,16,12,8,3,4,-0.219,-2.201,-2.544
672,15,13,5,1,5,1.099,1.129,1.073
673,16,3,6,2,5,1.134,0.572,0.119
674,17,11,3,3,4,0.739,0.614,-0.299
675,3,11,9,2,4,1.179,-0.065,0.229
676,4,19,13,1,3,0.534,-0.447,0.487
677,3,17,11,1,1,-1.051,-1.134,0.646
678,18,14,10,2,5,0.959,-1.634,0.367
679,14,19,18,1,3,0.405,1.185,0.745
680,19,13,12,1,4,-0.162,0.26,-0.519
681,8,2,5,3,3,-0.95,-1.604,-0.78
682,9,17,3,3,5,2.144,1.271,-1.626
683,18,16,6,2,2,-0.437,1.707,1.609
684,5,0,8,1,2,0.917,-1.676,-0.369
685,17,10,12,3,3,-0.202,-2.327,0.125
686,10,13,5,2,2,0.556,-0.675,-0.022
687,3,17,5,2,3,0.493,0.702,1.559
688,4,9,13,3,3,2.376,0.922,0.66
689,9,12,3,2,3,1.436,-0.756,0.461
690,12,3,1,1,2,0.018,-1.328,-1.669
691,12,3,8,1,3,0.074,-0.998,0.224
692,15,0,13,3,3,0.166,-0.1,-1.252
693,3,7,17,3,3,-0.443,-0.344,0.962
694,2,16,6,1,3,-0.587,-0.153,0.075
695,17,14,1,1,4,2.468,1.351,-0.337
696,5,0,1,2,4,-1.562,-1.103,-0.679
697,6,18,16,2,2,0.636,0.653,1.049
698,2,9,19,2,2,0.779,-1.406,2.052
699,6,16,10,3,4,-0.015,-1.843,-2.095
700,14,8,7,3,4,-0.604,0.931,-0.145
701,4,0,15,1,1,-0.105,-0.482,-0.913
702,15,12,17,1,1,-2.05,-0.508,0.438
703,3,11,12,3,4,-0.993,-1.448,1.248
704,0,3,14,2,3,-0.665,0.241,0.806
705,11,6,2,3,5,0.101,-0.522,1.503
706,7,15,11,1,3,-1.559,0.07,-0.094
707,12,3,8,3,5,-0.074,-1.266,0.048
708,18,19,5,1,5,0.254,0.265,-0.079
709,7,16,8,1,1,1.297,1.535,-0.078
710,17,8,19,2,2,1.324,-0.544,0.306
711,10,13,18,2,2,-0.114,-0.476,-1.015
712,11,16,1,3,3,2.142,0.651,-0.854
713,12,6,10,1,5,-0.176,1.079,-2.846
714,7,13,2,1,2,0.442,0.741,-0.317
715,15,13,0,3,5,-0.321,1.759,-0.76
716,7,3,15,1,3,0.92,-1.613,-0.729
717,2,14,3,3,4,-0.091,-0.372,-0.201
718,1,19,12,2,2,0.073,-0.35,0.109
719,19,13,2,1,1,-0.318,-0.779,-0.304
720,12,19,3,3,4,0.143,1.345,-0.078
721,12,14,13,3,5,-0.123,1.167,0.862
722,0,14,16,2,3,0.122,0.099,-0.306
723,6,18,4,3,5,-1.305,-0.041,1.045
724,19,14,5,1,2,0.103,-0.338,-0.404
725,11,9,17,1,2,0.991,-1.335,0.259
726,9,11,0,3,5,-0.306,-0.467,0.146
727,17,1,13,2,3,1.844,1.415,-0.21
728,6,2,10,1,4,-0.963,-2.664,-0.726
729,18,19,10,3,4,-0.526,-0.519,0.291
730,14,1,15,1,1,-0.989,-1.177,-0.677
731,15,10,12,1,4,0.145,1.217,2.776
732,11,0,2,2,2,-0.522,-0.187,-1.315
733,11,1,0,1,2,0.517,-0.149,0.687
734,8,5,10,3,3,0.09,0.188,1.211
735,0,4,12,3,3,-1.834,-0.362,0.584
736,14,7,11,2,3,2.563,-0.993,2.066
737,2,3,4,1,2,-0.03,0.349,0.91
738,11,10,13,3,3,1.492,-0.808,-1.675
739,9,4,10,1,1,-1.024,-0.557,-0.589
740,4,16,15,1,1,0.382,-1.728,-0.454
741,12,16,11,2,5,-0.4,0.681,1.424
742,16,15,18,2,4,-1.244,-0.696,0.366
743,6,7,19,2,3,-1.402,-0.678,0.52
744,12,18,5,2,4,-0.51,-0.168,0.937
745,11,7,1,2,4,0.546,-1.004,0.503
746,13,11,15,2,4,-0.465,0.424,0.146
747,11,2,9,3,5,1.432,-0.386,-0.117
748,8,7,3,1,1,-0.803,0.967,-0.753
749,8,9,19,1,5,1.297,3.589,-0.045
750,17,8,0,2,4,0.767,-1.571,-0.84
751,18,0,15,3,5,0.58,2.454,-0.166
752,12,7,18,3,5,0.182,0.707,-1.083
753,14,19,10,1,3,-0.659,0.599,-0.872
754,13,6,14,2,2,-0.926,0.93,1.658
755,0,15,11,2,3,1.73,-1.329,0.74
756,12,17,9,2,2,-0.233,-0.105,1.765
757,10,18,12,2,3,2.11,0.344,-0.115
758,12,6,15,1,3,-0.993,-0.464,0.349
759,3,17,5,1,5,-0.272,-0.641,0.046
760,2,12,9,1,2,-0.311,1.179,-0.92
761,0,5,10,2,5,0.27,0.267,0.404
762,17,13,15,3,3,-1.658,1.389,0.546
763,9,13,15,1,5,1.947,-0.768,-0.392
764,6,16,14,2,3,0.554,0.026,0.929
765,7,16,10,3,4,0.395,-1.269,0.324
766,2,9,14,2,4,-1.443,1.177,0.608
767,5,13,14,2,3,-0.838,-0.142,-0.425
768,1,7,5,2,4,-0.186,-0.322,-0.317
769,15,13,17,1,3,-2.133,0.418,0.218
770,10,13,14,1,3,0.08,0.291,1.407
771,14,12,10,3,4,0.238,0.62,-0.791
772,0,8,3,3,3,-0.774,1.471,-0.374
773,17,7,14,1,4,0.036,0.822,-1.735
774,5,0,3,1,3,1.169,1.157,0.731
775,0,8,4,2,4,1.3,0.693,1.424
776,17,6,14,3,3,0.945,-1.564,-1.004
777,3,12,9,2,2,-1.23,-0.258,-0.183
778,12,6,7,2,3,0.056,0.171,0.169
779,6,2,7,1,2,0.03,-0.049,-0.296
780,16,3,10,2,3,-1.654,-1.647,-0.835
781,7,6,3,2,4,0.647,0.468,0.9
782,10,0,12,1,4,0.274,1.439,-0.249
783,1,2,6,2,4,1.376,0.129,-1.17
784,3,17,5,2,2,-2.285,-1.658,-0.498
785,4,10,5,3,5,-1.42,-0.809,1.778
786,15,2,10,1,5,0.929,-0.573,-1.642
787,16,18,0,1,1,-0.114,-1.587,-1.423
788,9,7,13,1,5,0.478,0.26,-0.672
789,12,6,1,1,5,0.005,1.08,-0.078
790,10,4,8,2,2,-2.732,-0.36,-0.493
791,0,7,10,2,3,-0.661,0.091,0.321
792,7,19,12,3,4,0.572,1.289,1.069
793,6,1,4,1,2,0.459,1.124,0.731
794,6,7,16,1,4,-0.135,-0.853,-0.133
795,5,7,9,2,5,-0.738,0.657,-0.135
796,15,2,11,2,5,0.533,0.938,-1.629
797,4,15,0,2,5,-0.054,1.026,-1.339
798,9,17,4,3,5,0.44,0.874,-0.281
799,17,15,2,2,3,0.766,-0.145,-0.644
800,6,0,18,3,5,-0.179,-1.149,2.12
801,11,12,15,2,2,-1.069,-0.236,0.153
802,3,12,5,1,4,1.656,-0.457,0.009
803,15,11,1,3,4,-0.926,1.46,-0.727
804,7,15,1,2,2,-0.467,-1.362,-0.078
805,4,8,7,3,5,1.1,1.832,-0.573
806,0,3,2,3,5,0.873,-0.502,-1.843
807,16,6,13,1,4,-1.108,-0.015,0.848
808,17,12,9,3,4,0.035,-2.272,0.328
809,18,11,4,2,3,-0.352,0.912,-0.429
810,9,0,5,2,2,1.414,0.986,-0.903
811,9,13,5,1,3,0.513,0.209,0.495
812,15,5,16,1,4,-0.631,-0.283,0.505
813,6,8,13,2,2,1.586,0.408,-0.444
814,9,2,12,1,3,0.226,0.096,0.11
815,3,0,1,2,2,1.147,-0.895,-1.521
816,1,3,6,3,3,-0.86,0.853,0.764
817,15,19,10,3,4,-0.186,-0.783,1.295
818,10,19,7,2,5,-0.248,0.237,-0.553
819,3,0,14,3,4,0.704,-0.324,-2.067
820,4,0,3,3,4,1.59,-0.505,0.01
821,15,16,13,3,3,1.097,1.425,0.028
822,10,0,11,1,3,-0.319,-0.656,-1.632
823,2,11,13,2,2,0.159,-0.082,-0.83
824,6,4,16,3,5,-0.523,-0.015,0.246
825,17,14,5,2,2,-0.81,-1.24,0.139
826,7,6,5,3,5,0.904,0.569,-0.126
827,10,12,8,1,3,-0.577,-1.24,-2.125
828,3,4,17,3,5,-1.78,0.09,-0.354
829,18,2,10,2,5,0.618,-0.995,-1.444
830,13,7,18,2,2,-0.124,0.47,-0.719
831,6,3,11,1,3,1.13,1.257,-0.373
832,0,9,1,3,5,0.366,0.921,-1.524
833,4,16,7,1,4,0.792,1.953,0.113
834,10,4,9,1,4,-0.241,-0.511,-0.345
835,1,10,9,3,5,1.622,2.423,2.377
836,18,15,6,2,4,-0.276,-0.932,0.894
837,6,7,1,1,4,-0.106,-0.119,-0.835
838,5,0,17,2,4,-1.001,0.53,-0.577
839,2,16,9,2,3,0.812,-0.381,-1.201
840,3,4,10,3,3,0.923,-1.273,-0.577
841,4,14,15,2,3,0.158,0.452,1.749
842,6,0,11,3,5,1.407,1.049,0.612
843,13,5,1,1,3,-0.755,0.621,-0.102
844,1,3,16,3,4,-2.202,-1.464,-0.71
845,1,3,7,2,5,-0.728,-0.438,1.274
846,5,12,2,2,5,-0.23,1.437,-0.34
847,2,3,15,3,5,0.374,0.599,-0.388
848,18,19,15,2,2,0.174,-0.608,-1.431
849,13,9,4,1,3,0.143,2.017,0.85
850,17,5,12,3,3,-1.449,1.141,0.257
851,2,16,17,3,5,-1.202,1.189,1.176
852,3,5,18,1,5,-0.821,0.283,1.269
853,5,2,17,2,2,0.319,0.445,0.262
854,9,11,17,1,4,1.45,-0.21,0.003
855,16,9,17,2,3,0.307,-1.364,-0.718
856,16,11,17,3,3,-0.56,-1.363,0.263
857,4,9,6,1,5,0.076,-1.268,-0.43
858,8,4,13,1,5,-0.031,0.98,0.831
859,2,8,13,3,3,-0.575,-0.373,-0.086
860,8,6,11,3,5,-0.717,-0.958,0.955
861,10,13,12,1,5,1.592,0.012,0.793
862,17,3,19,2,2,-0.206,0.379,1.461
863,4,7,8,1,1,-0.937,-1.887,1.836
864,12,3,18,1,5,-0.116,-0.848,0.503
865,16,11,9,3,4,-1.045,-1.663,-1.332
866,5,10,12,1,3,0.519,-1.413,0.305
867,12,15,4,2,2,-1.229,-0.613,-1.457
868,4,19,12,3,5,-0.244,2.226,-0.617
869,7,13,14,1,4,-0.738,1.783,-0.154
870,16,9,8,2,3,-0.671,1.858,0.966
871,10,2,18,1,2,-0.331,0.565,-0.204
872,1,2,9,3,4,0.053,-0.137,1.425
873,4,15,18,3,5,-0.479,2.093,-0.027
874,3,12,0,3,3,1.403,-0.879,-0.348
875,11,7,16,3,5,-1.518,1.053,0.287
876,5,16,7,1,1,-0.359,0.397,-0.195
877,15,12,5,2,2,0.258,-0.791,1.283
878,17,3,9,2,5,-0.187,0.667,-0.098
879,6,9,16,1,4,-1.293,1.516,-1.214
880,1,11,0,3,4,-0.443,0.823,2.101
881,5,12,11,1,1,0.068,-0.602,0.279
882,16,19,4,2,2,0.101,-0.061,0.092
883,15,12,11,2,4,-0.753,-0.571,0.276
884,8,3,14,3,4,0.492,0.795,-0.863
885,6,3,19,2,2,0.38,0.698,0.778
886,10,1,5,3,3,2.402,-0.808,0.5
887,15,17,19,3,5,-0.054,1.161,1.197
888,12,16,19,1,1,1.712,-0.466,0.645
889,0,7,1,3,4,0.654,-1.219,0.577
890,0,13,15,2,4,-1.685,0.149,0.008
891,16,5,7,2,2,0.575,2.112,-2.421
892,7,13,6,2,2,-0.357,-1.126,1.312
893,18,4,7,1,2,2.842,-0.651,0.465
894,6,4,13,1,5,0.622,1.9,-0.891
895,7,19,10,2,5,0.833,0.978,0.397
896,1,9,3,2,4,-0.177,0.913,-0.764
897,1,5,19,1,1,0.432,-0.47,-0.745
898,9,15,8,3,3,-0.692,0.321,-0.901
899,3,19,0,3,5,0.049,0.068,-0.524
900,11,19,16,3,4,0.059,0.801,-0.369
901,3,4,19,1,5,-0.216,2.035,-0.41
902,6,19,14,1,1,1.297,-0.497,-0.36
903,6,17,4,1,2,1.075,0.453,1.181
904,8,17,11,2,5,-0.342,-0.364,-1.057
905,16,19,0,1,5,0.449,-0.396,2.588
906,9,1,18,3,3,-0.059,-1.005,-0.806
907,2,5,14,3,4,-1.853,-0.919,-0.381
908,19,8,6,1,1,0.376,0.592,-0.675
909,16,14,19,3,5,-1.942,-0.84,-0.133
910,7,9,8,3,3,0.145,0.269,0.021
911,4,8,19,2,2,0.282,-0.473,-0.59
912,6,17,3,1,3,-1.799,-1.982,-1.092
913,17,8,4,2,4,2.159,-0.155,0.306
914,0,11,7,3,4,1.186,2.391,-2.699
915,18,3,12,3,4,-0.646,0.971,-1.034
916,17,6,14,1,3,-0.156,1.311,0.593
917,4,14,7,3,5,-1.563,-0.519,0.229
918,15,2,19,1,4,0.791,1.828,0.435
919,5,9,0,2,3,1.077,1.385,-1.218
920,19,6,2,1,1,-0.986,0.492,-0.621
921,16,4,0,3,3,-0.802,-0.147,0.142
922,0,1,4,1,1,-0.262,2.348,-1.437
923,0,3,17,3,4,-1.039,0.253,-0.337
924,4,15,14,1,3,-0.285,0.505,1.441
925,17,3,0,1,1,0.528,-0.447,-0.129
926,13,4,0,1,1,0.144,0.976,-0.497
927,12,3,15,1,1,0.655,0.399,2.472
928,9,11,2,3,4,1.668,1.534,1.862
929,19,4,5,2,4,-1.026,-1.222,-0.884
930,4,9,18,2,2,-0.155,1.166,-0.534
931,2,0,4,3,3,0.576,-0.425,0.9
932,15,2,3,3,4,0.782,-0.203,2.732
933,5,12,11,2,5,1.745,-1.365,0.708
934,13,10,4,3,3,-0.937,0.846,-1.131
935,17,7,12,1,5,-0.281,-0.268,-1.194
936,7,2,19,2,2,0.564,1.867,-0.736
937,4,3,1,2,4,0.862,1.167,-1.634
938,4,9,14,1,5,2.175,-0.389,0.088
939,1,4,3,3,5,1.874,1.012,1.272
940,13,11,1,3,3,-0.204,-0.334,1.056
941,0,4,11,1,1,-1.724,0.005,0.158
942,13,4,5,2,3,-0.018,-1.549,-0.315
943,10,14,0,2,2,0.98,1.151,1.713
944,1,5,16,1,1,-0.835,0.636,1.043
945,8,18,16,2,3,-0.352,-0.518,0.269
946,2,16,12,1,2,-0.275,0.199,-1.45
947,17,2,14,2,4,1.165,-0.585,-0.835
948,12,5,1,2,5,0.163,0.45,1.2
949,10,0,7,2,3,0.639,-0.355,-0.095
950,19,0,9,1,5,0.687,2.196,0.026
951,18,19,1,3,4,0.421,0.834,0.246
952,9,0,11,2,5,-0.869,-0.001,-0.725
953,4,3,10,2,2,0.595,-1.727,-0.024
954,0,18,12,2,2,-0.143,0.555,-2.025
955,2,7,6,3,5,0.478,1.008,1.232
956,16,19,18,2,5,0.2,-0.888,-1.258
957,13,1,12,1,2,1.514,1.366,-0.026
958,4,18,15,1,1,1.263,1.579,-2.52
959,2,15,3,2,4,-0.769,0.405,0.733
960,2,8,11,2,2,1.42,0.681,-2.837
961,8,14,4,1,5,0.714,-0.948,0.07
962,9,12,13,3,5,0.659,0.693,1.383
963,11,2,13,3,4,-2.04,-0.164,2.035
964,1,19,7,3,5,1.956,0.098,-0.148
965,12,2,7,2,5,0.568,-0.451,-0.809
966,14,17,19,1,1,0.203,0.434,0.973
967,13,6,12,2,2,-0.253,-1.378,3.062
968,15,6,19,1,3,-1.204,0.353,0.532
969,6,10,1,3,4,-0.178,1.68,0.695
970,13,15,6,1,2,1.668,-1.821,-0.321
971,5,2,4,1,3,-0.725,-0.696,0.473
972,14,13,16,1,3,0.134,0.304,0.836
973,9,5,6,2,5,-0.649,-1.23,0.143
974,5,13,11,3,5,-0.108,0.091,0.278
975,2,18,4,2,4,-1.319,2.121,0.19
976,4,15,10,1,4,-0.129,1.596,2.389
977,4,14,3,1,2,-0.177,-0.017,-0.644
978,17,5,12,1,3,0.163,0.631,-1.066
979,11,19,0,2,4,-2.252,-2.011,-0.026
980,15,14,13,2,4,-0.749,1.001,-1.684
981,3,5,14,2,4,-0.247,0.596,1.205
982,17,13,12,2,5,-1.036,-1.162,2.011
983,3,2,19,1,1,-0.827,-0.767,-0.687
984,15,17,3,3,4,-1.81,-0.038,-0.966
985,6,7,14,3,4,-1.698,1.482,1.298
986,3,11,14,2,5,0.968,0.046,0.133
987,8,9,13,3,3,0.806,2.189,0.057
988,1,0,18,1,3,0.653,-1.018,-0.048
989,5,18,13,1,5,-0.873,0.645,-0.108
990,12,1,13,1,4,0.612,-0.088,0.995
991,13,7,3,3,3,-0.684,-1.412,-0.038
992,12,8,17,1,3,0.127,0.424,-1.301
993,18,4,0,3,5,0.539,-2.579,-0.726
994,18,12,0,3,5,0.75,0.804,-0.638
995,7,19,9,1,5,-0.692,0.866,-1.357
996,12,8,1,2,2,1.29,-0.558,-0.849
997,3,19,14,3,3,-1.005,0.637,0.508
998,5,2,18,2,4,0.583,-0.356,1.437
999,13,2,15,3,3,1.053,0.258,1.011
1000,10,14,5,1,3,0.626,0.04,-1.246
1001,1,3,10,2,5,-0.561,1.353,-0.043
1002,0,5,16,3,4,0.586,-0.291,0.212
1003,16,4,6,2,2,0.04,0.197,-0.146
1004,4,7,2,3,5,0.733,-0.291,-2.458
1005,11,17,9,2,5,0.286,-2.226,0.946
1006,6,8,5,1,3,0.453,-0.111,0.356
1007,5,6,15,2,5,-1.282,-1.471,0.764
1008,10,3,12,2,3,-0.883,-0.396,-0.245
1009,5,1,16,2,5,-0.27,-0.505,1.803
1010,16,11,12,1,1,0.376,0.798,0.239
1011,2,6,11,2,3,-0.91,0.094,-0.502
1012,10,0,19,1,4,-0.803,-0.362,0.04
1013,9,6,16,1,1,0.368,-1.472,-0.593
1014,2,18,13,3,4,-0.363,0.8,0.588
1015,15,1,8,2,2,1.703,0.436,0.431
1016,10,18,12,1,5,0.188,0.025,0.272
1017,0,14,9,1,4,-1.281,1.202,0.285
1018,16,1,10,3,3,0.405,0.189,0.519
1019,8,10,11,2,2,-1.516,-0.813,-0.301
1020,19,1,12,2,5,-1.43,0.06,1.628
1021,19,3,0,1,1,-1.026,0.25,-0.486
1022,10,13,7,1,1,0.779,2.011,-1.467
1023,0,1,8,1,1,1.585,0.813,0.253
1024,8,10,12,2,3,1.179,-0.602,0.64
1025,4,18,13,3,4,0.6,-0.597,-1.058
1026,7,18,15,3,4,0.872,-0.131,-0.086
1027,8,9,2,2,3,-0.71,-0.878,-1.374
1028,6,2,18,2,2,0.348,1.449,-0.966
1029,15,3,10,1,5,0.196,0.087,-1.198
1030,10,9,14,3,3,0.272,-0.386,1.526
1031,12,14,16,1,4,1.626,0.307,0.746
1032,5,9,3,1,4,1.178,-1.16,0.126
1033,5,8,0,2,5,2.115,-0.3,0.402
1034,17,2,11,2,3,0.691,0.958,-0.33
1035,8,11,3,1,4,-0.016,-0.118,-1.041
1036,9,6,12,1,5,-0.222,1.349,-0.478
1037,1,7,3,1,1,-0.056,0.255,0.088
1038,8,7,2,3,3,-0.33,2.043,-0.318
1039,12,3,7,3,5,-0.967,-0.078,0.674
1040,6,11,9,3,5,-0.019,0.077,0.866
1041,19,15,9,3,3,2.004,0.727,1.327
1042,5,19,10,2,3,1.44,-0.348,-0.184
1043,8,2,5,3,3,0.09,-2.195,-1.472
1044,18,0,15,1,4,1.429,1.173,-2.78
1045,7,16,18,1,2,-1.251,0.073,-0.453
1046,10,14,15,3,4,0.77,-0.049,-0.948
1047,0,11,9,3,4,0.081,1.339,-1.089
1048,19,15,3,2,2,0.615,0.823,0.595
1049,11,15,0,1,5,3.148,-0.152,-2.687
1050,11,6,2,1,4,-1.67,-1.986,1.08
1051,14,16,5,2,4,-1.051,0.759,-0.644
1052,13,8,9,1,1,-1.366,-0.745,0.258
1053,14,18,11,2,2,-0.442,1.154,-0.224
1054,4,14,19,3,4,-1.053,-1.037,-0.273
1055,9,0,14,1,2,0.778,-0.276,1.312
1056,1,15,9,1,4,-1.136,1.518,0.518
1057,9,16,17,1,1,0.168,-0.127,-0.54
1058,6,13,2,2,3,2.277,0.466,0.012
1059,12,13,19,1,3,1.506,1.182,-0.648
1060,5,18,13,3,4,0.183,-0.516,0.084
1061,13,17,6,2,4,-0.754,1.111,0.662
1062,14,17,5,2,5,1.007,0.694,-0.407
1063,11,14,19,2,5,-1.112,-0.902,0.492
1064,0,17,19,2,2,0.051,-1.381,-0.241
1065,16,11,4,3,5,0.706,1.658,-1.206
1066,1,12,4,2,2,-1.651,0.393,-1.9
1067,2,1,8,3,3,-0.216,-0.227,0.392
1068,9,18,15,3,4,0.335,-0.383,-1.031
1069,1,6,16,1,5,-0.606,-0.07,-1.167
1070,7,4,9,3,4,-0.452,-2.304,0.479
1071,6,3,2,1,2,-1.314,-0.404,-0.308
1072,3,7,6,1,4,1.173,0.183,-1.765
1073,9,12,15,1,2,1.447,0.685,-1.055
1074,19,14,3,2,3,-0.419,-0.483,0.611
1075,5,16,17,1,4,-1.33,-0.82,0.101
1076,3,18,15,2,4,-1.199,0.977,0.811
1077,13,4,0,2,5,0.649,0.724,0.681
1078,18,9,1,3,5,1.089,-0.865,2.102
1079,4,14,18,2,2,0.577,0.935,-0.108
1080,16,6,11,3,5,-0.278,0.228,-0.519
1081,18,10,14,3,3,-0.773,-0.3,1.669
1082,9,12,2,3,4,-0.806,0.791,-0.709
1083,16,19,8,1,3,-1.102,-1.118,-0.698
1084,18,12,2,1,1,0.352,-0.472,0.389
1085,15,10,7,3,3,0.27,1.626,1.268
1086,12,13,2,1,5,-0.001,0.276,-0.0
1087,11,0,5,2,2,-1.079,-0.308,-0.924
1088,18,17,6,1,3,-1.505,0.084,0.252
