query_id,user_id,time_slot,device_code,day_type,referral_code,session_length,entry_point,candidates,chosen_item_id
2556,269,0,3,1,4,18,2,589|144|1|141|650|662|147|364|546|175,589
2557,278,2,1,0,9,10,4,213|434|495|504|480|296|587|249|785|337,213
2558,117,4,2,0,8,38,3,306|290|735|533|683|752|531|175|343|78,533
2559,173,5,2,0,6,101,0,269|292|602|656|241|409|266|647|587|5,656
2560,30,0,0,2,7,43,4,99|184|158|197|17|119|122|209|748|640,122
2561,118,2,3,1,3,84,1,724|524|45|169|233|557|129|764|289|140,233
2562,90,4,1,1,8,8,4,506|57|711|282|412|686|688|71|191|640,57
2563,107,2,0,0,2,59,1,538|651|460|276|325|29|107|188|600|544,600
2564,115,5,0,0,6,45,0,639|624|662|634|586|735|501|411|766|257,766
2565,302,3,2,0,9,117,3,554|516|727|72|551|455|344|597|262|132,551
2566,371,0,2,2,5,67,0,123|674|169|742|708|377|664|431|776|700,776
2567,344,5,3,2,9,60,4,465|170|188|12|543|327|698|434|679|398,434
2568,103,1,3,2,6,23,2,95|765|378|457|735|566|51|458|799|722,51
2569,298,4,0,1,1,76,2,97|310|789|73|74|320|144|434|288|143,97
2570,312,5,3,0,5,5,1,227|793|114|528|463|154|633|41|83|609,633
2571,113,3,3,0,3,53,2,663|789|320|258|184|5|653|444|63|543,543
2572,199,3,1,1,3,81,2,268|225|332|477|367|16|569|15|369|355,332
2573,32,2,3,2,8,73,1,379|440|398|329|147|395|35|41|146|749,395
2574,338,1,2,2,5,55,3,184|320|535|448|93|531|250|602|68|676,535
2575,258,4,2,2,9,43,3,394|290|784|331|158|195|642|405|218|467,784
2576,227,3,3,2,2,42,2,551|714|144|706|323|53|648|700|673|348,348
2577,202,2,3,1,3,47,2,531|193|33|662|66|783|404|396|209|776,209
2578,318,5,2,1,3,29,3,208|112|371|630|334|383|455|152|125|478,383
2579,118,2,3,1,9,10,1,133|622|669|102|647|409|200|675|282|742,669
2580,89,4,3,1,4,8,1,633|325|10|642|51|612|688|265|282|88,612
2581,239,1,2,1,5,91,2,435|132|244|620|215|415|366|179|395|561,415
2582,386,0,1,0,0,80,4,111|328|91|731|467|433|402|657|320|516,111
2583,96,4,2,1,6,36,0,244|475|740|714|540|642|602|266|85|691,475
2584,390,0,0,0,9,53,0,254|778|79|536|82|727|261|639|656|135,536
2585,359,1,1,0,3,96,0,113|142|610|128|259|54|112|341|247|110,110
2586,78,1,0,2,1,23,3,36|46|127|742|582|357|126|401|479|10,127
2587,40,5,2,2,4,80,0,541|638|22|56|451|336|485|631|368|609,368
2588,328,1,0,2,8,88,1,103|635|233|76|148|64|183|169|514|673,514
2589,22,1,0,0,5,5,3,644|242|192|81|486|209|341|695|379|640,341
2590,385,2,3,0,2,31,4,204|523|181|57|374|264|625|692|387|457,625
2591,237,3,2,1,9,58,4,398|642|264|83|96|656|200|789|339|80,83
2592,297,2,0,1,3,112,1,622|465|409|185|437|794|726|93|715|610,726
2593,325,2,2,1,6,89,3,58|418|122|138|141|123|587|94|22|55,587
2594,298,4,3,1,5,80,4,146|423|528|405|480|795|95|493|554|450,528
2595,329,3,2,1,6,92,1,74|226|725|127|122|450|721|176|706|248,176
2596,169,1,2,1,0,89,2,296|104|325|695|15|724|586|696|102|277,15
2597,192,0,3,1,1,8,3,210|525|439|725|336|52|416|56|235|80,439
2598,332,5,1,0,3,99,0,73|624|497|46|353|245|494|480|233|482,233
2599,335,1,0,1,9,57,0,35|57|678|418|711|439|765|296|769|720,418
2600,370,3,2,1,6,14,0,202|451|795|379|367|563|343|126|549|63,367
2601,318,3,0,2,7,84,4,92|150|55|533|724|36|110|235|80|126,55
2602,67,1,3,2,8,24,1,60|171|777|559|725|783|301|94|484|430,783
2603,93,2,2,1,9,58,3,732|330|28|385|493|705|771|450|713|356,771
2604,205,0,3,1,8,87,3,725|474|513|287|570|540|776|221|681|788,788
2605,4,5,0,2,0,54,4,685|469|308|415|289|136|196|96|624|287,415
2606,317,1,1,2,7,72,4,341|216|431|479|67|286|256|414|367|183,341
2607,19,2,2,0,1,79,0,546|621|751|341|671|721|528|365|711|543,543
2608,0,0,0,1,2,78,4,227|414|268|649|1|619|781|409|439|199,227
2609,304,2,0,1,3,107,3,555|759|357|649|291|756|244|384|566|713,713
2610,285,3,3,0,4,78,3,784|60|776|304|366|612|731|129|230|477,304
2611,205,2,1,0,0,76,3,331|687|516|752|251|169|541|725|437|188,169
2612,35,0,1,1,0,47,4,135|696|771|646|216|285|586|398|343|476,771
2613,335,3,3,1,6,80,4,181|768|644|528|270|357|661|535|581|264,357
2614,225,2,2,2,8,71,4,614|0|313|234|587|553|460|162|410|504,587
2615,238,3,0,1,8,21,3,730|72|604|491|733|554|564|634|146|132,733
2616,309,4,0,1,7,14,4,556|720|376|445|672|572|579|576|176|587,587
2617,300,0,2,1,9,78,2,746|664|240|193|178|587|423|646|141|308,308
2618,261,4,1,0,6,80,3,207|92|269|197|536|588|242|629|670|708,536
2619,265,0,0,0,9,111,0,307|195|721|615|182|458|585|423|735|229,423
2620,356,5,3,1,2,2,0,73|288|146|256|13|503|300|246|157|252,300
2621,232,4,2,0,9,1,3,345|172|241|18|503|668|371|147|294|152,18
2622,329,5,1,2,5,114,4,540|360|69|94|178|358|117|533|3|490,3
2623,213,1,1,2,4,102,3,80|599|439|704|369|225|247|625|290|448,225
2624,354,0,3,2,6,92,4,265|287|249|665|388|488|1|685|328|375,265
2625,134,2,1,1,7,18,1,238|300|192|702|149|524|190|776|481|343,238
2626,223,1,2,1,5,112,2,519|209|348|253|248|342|91|773|367|680,209
2627,228,4,3,2,4,69,4,336|248|134|95|373|516|400|278|30|64,134
2628,18,1,2,0,4,27,0,623|729|698|653|56|490|674|167|70|55,56
2629,208,4,3,0,9,105,4,519|433|610|129|741|70|681|255|740|289,433
2630,54,3,1,2,5,66,1,634|392|26|665|210|362|724|598|321|225,724
2631,29,3,0,2,5,31,4,121|230|7|667|292|759|317|408|493|339,121
2632,177,2,3,0,4,45,1,456|619|160|370|3|319|587|551|675|214,214
2633,271,0,1,0,3,1,3,736|52|457|397|613|508|505|129|263|225,52
2634,10,4,0,0,8,38,4,493|635|80|647|403|794|1|533|13|638,533
2635,197,0,2,1,7,72,3,547|791|693|631|155|240|665|92|102|55,631
2636,334,1,2,1,5,2,0,504|167|85|440|5|383|724|284|783|423,724
2637,314,3,2,0,3,70,4,276|555|424|295|52|404|127|463|763|624,52
2638,282,4,3,1,0,39,1,679|149|732|469|658|488|103|572|645|306,732
2639,329,2,3,0,5,102,4,473|207|677|375|172|475|634|73|675|303,73
2640,315,2,0,2,4,9,4,373|119|428|791|409|793|503|401|138|514,138
2641,102,1,3,0,0,107,2,40|350|282|396|479|174|380|466|573|514,479
2642,192,5,0,0,4,103,4,694|507|399|502|288|126|424|123|595|661,126
2643,376,2,3,1,3,93,0,193|15|51|670|209|619|329|263|698|134,15
2644,321,2,3,1,6,92,0,578|215|192|129|381|556|437|458|487|746,129
2645,68,1,1,1,1,117,0,722|562|768|776|196|553|473|509|742|522,522
2646,64,1,0,0,4,75,2,402|154|383|468|687|656|445|126|280|455,468
2647,197,5,1,0,6,95,3,542|196|675|694|515|51|74|665|612|119,612
2648,214,3,2,2,3,32,2,56|342|742|268|327|493|144|443|254|559,268
2649,39,1,0,0,4,29,0,271|435|283|598|603|52|372|633|752|695,52
2650,341,5,2,1,8,107,3,794|19|442|142|492|681|549|38|341|126,681
2651,9,5,1,2,8,77,0,504|113|343|344|756|448|650|799|242|711,113
2652,45,0,0,0,0,53,3,73|486|123|512|740|495|257|113|634|708,113
2653,263,5,0,1,6,26,1,458|207|247|675|485|749|664|374|199|569,374
2654,213,5,3,0,0,59,0,327|57|788|264|725|591|625|370|394|635,57
2655,209,4,1,1,2,35,3,555|47|224|493|771|184|646|483|479|676,676
2656,207,0,0,1,2,116,1,362|645|498|220|122|691|3|5|88|763,691
2657,143,1,1,0,9,37,1,141|233|375|228|343|307|67|687|458|161,307
2658,230,3,2,2,0,94,4,608|165|605|109|735|458|217|680|232|427,109
2659,145,1,1,1,8,10,2,161|450|134|90|28|335|590|695|291|647,134
2660,301,5,1,2,4,87,1,144|625|545|725|755|430|119|312|536|108,536
2661,319,2,3,2,2,50,2,206|187|249|784|143|351|287|712|678|176,187
2662,168,1,3,1,0,100,2,316|502|343|52|40|586|102|433|754|718,52
2663,371,1,1,1,2,23,1,349|514|522|144|714|33|273|230|524|588,349
2664,34,5,2,2,5,56,0,381|612|52|578|792|44|484|249|754|405,612
2665,159,4,2,0,3,10,2,600|522|232|273|589|731|551|610|433|396,433
2666,34,3,0,0,5,53,2,394|501|570|508|554|747|4|52|765|444,747
2667,211,4,1,2,5,93,2,540|291|558|86|345|567|232|304|193|432,304
2668,154,0,1,2,9,29,0,122|395|106|36|626|151|55|499|138|264,138
2669,141,2,2,1,1,34,3,783|519|392|634|420|450|650|516|371|725,516
2670,138,3,0,0,8,4,3,480|319|501|393|604|767|576|70|224|624,393
2671,90,5,3,0,2,72,3,436|321|304|554|145|784|737|30|279|3,304
2672,214,2,0,0,6,40,2,311|568|15|337|376|379|238|92|632|765,238
2673,50,0,3,1,2,118,4,108|437|566|7|11|742|615|537|357|737,566
2674,30,5,3,1,0,25,1,486|536|565|481|58|685|352|431|526|305,526
2675,347,2,3,0,2,118,0,120|497|196|522|624|458|260|37|582|288,522
2676,218,1,2,2,2,4,2,457|551|62|505|199|613|399|577|54|105,399
2677,21,0,2,2,4,99,0,236|414|224|228|193|213|599|403|390|617,224
2678,208,0,2,0,2,120,4,539|409|664|426|587|649|502|641|647|542,587
2679,13,4,0,1,1,57,4,40|380|779|386|742|349|378|154|717|765,380
2680,14,5,2,2,6,73,0,603|371|157|289|664|402|505|759|473|572,402
2681,199,2,0,2,8,1,0,764|127|412|505|595|484|678|410|715|296,505
2682,7,0,3,2,0,24,0,230|384|560|236|755|393|614|381|113|151,384
2683,393,3,1,0,0,67,4,351|193|516|474|674|85|185|288|403|644,288
2684,316,2,1,2,7,48,4,273|362|427|534|2|798|321|233|165|140,362
2685,22,0,0,2,2,103,2,249|712|178|500|522|158|191|536|241|718,178
2686,154,4,3,2,7,78,1,572|222|488|60|344|742|664|427|138|30,222
2687,51,3,2,0,5,118,2,488|315|322|287|26|44|435|185|209|611,209
2688,0,5,3,1,9,25,2,410|557|692|569|638|208|274|594|511|246,511
2689,372,3,2,0,4,15,0,797|127|271|619|739|633|201|404|414|487,633
2690,89,2,3,1,4,14,4,349|477|265|486|19|335|277|32|421|746,265
2691,321,4,0,1,6,36,1,606|567|179|431|724|218|648|24|710|633,724
2692,239,3,0,1,4,15,2,217|795|758|499|489|770|484|505|496|612,505
2693,185,4,3,2,4,18,3,229|321|572|396|696|320|371|771|398|184,771
2694,17,2,1,0,6,19,1,185|40|661|674|708|472|79|153|210|348,708
2695,367,3,2,2,4,32,2,110|179|76|33|521|336|788|313|430|269,788
2696,279,0,1,0,0,87,4,514|132|680|94|454|154|399|228|62|169,514
2697,367,5,0,1,9,42,1,332|40|30|44|76|602|20|284|718|38,284
2698,182,4,2,1,8,40,1,343|292|735|383|184|188|484|694|748|686,188
2699,92,0,1,0,7,24,2,475|633|711|395|433|3|732|69|698|128,3
2700,287,2,1,1,5,111,0,149|536|175|597|182|795|45|68|519|221,795
2701,260,1,1,2,2,107,1,284|303|677|40|55|241|554|514|473|635,514
2702,255,2,2,0,8,110,2,458|251|152|633|333|296|423|26|350|714,350
2703,320,1,1,0,2,82,4,57|714|777|630|650|506|494|383|407|648,57
2704,359,4,2,2,7,71,1,51|746|678|724|343|96|101|193|214|541,51
2705,61,5,3,0,7,113,4,753|268|766|191|798|327|660|409|431|503,268
2706,358,3,1,2,8,36,0,118|795|410|336|551|781|177|708|705|185,185
2707,186,4,0,0,3,98,0,290|222|637|341|358|790|38|294|643|486,341
2708,233,2,0,0,3,48,0,761|24|253|748|240|385|634|465|241|686,241
2709,222,0,1,0,1,10,3,776|398|703|795|504|635|61|547|532|528,635
2710,189,4,2,0,9,59,4,483|756|759|754|664|85|59|276|291|706,759
2711,88,4,2,0,0,84,0,351|283|333|783|61|229|140|164|708|53,351
2712,161,1,0,2,9,94,1,684|796|153|551|635|357|451|125|586|374,586
2713,58,4,2,0,1,4,0,515|624|617|399|609|519|418|287|357|714,515
2714,39,4,2,1,8,83,4,238|189|105|308|570|376|148|654|658|337,308
2715,23,2,0,1,6,4,2,774|551|593|184|544|622|627|49|66|557,49
2716,291,5,1,1,6,85,4,536|707|336|516|551|339|213|415|740|77,339
2717,270,2,3,1,8,105,2,50|549|317|285|241|447|158|686|133|296,686
2718,20,2,0,1,4,97,4,43|381|67|546|370|193|192|12|531|134,134
2719,345,1,2,0,7,66,0,58|102|22|735|296|180|463|138|169|233,233
2720,398,0,1,2,6,58,1,179|424|1|667|740|195|176|492|746|394,746
2721,57,2,2,1,9,81,1,649|598|12|229|446|194|519|727|261|600,261
2722,16,0,0,0,8,77,3,714|357|61|569|676|323|188|53|773|226,188
2723,315,1,3,2,8,116,1,584|607|455|120|222|514|22|793|180|249,222
2724,372,1,0,1,9,29,2,546|277|402|485|686|781|363|480|64|770,277
2725,73,0,2,0,5,83,4,677|571|103|327|783|11|723|316|386|491,723
2726,84,0,2,0,8,100,4,221|559|235|636|16|516|396|209|695|42,221
2727,1,4,2,1,4,10,0,120|41|613|598|124|225|29|677|347|184,120
2728,207,5,3,1,9,81,2,770|33|377|75|264|262|743|700|98|559,377
2729,308,1,1,0,1,63,2,648|409|504|356|325|181|70|757|22|72,409
2730,59,3,0,2,7,88,3,408|551|8|276|642|549|257|272|319|763,8
2731,131,2,2,0,2,86,0,553|494|455|673|40|133|288|315|609|55,55
2732,191,4,0,1,3,80,3,779|675|54|371|169|177|144|193|718|694,718
2733,355,5,2,1,0,97,0,282|610|85|42|133|1|616|476|116|191,85
2734,334,3,1,2,5,107,3,434|795|195|329|765|545|505|370|27|282,545
2735,321,0,3,2,3,77,1,54|454|692|531|9|4|114|744|73|227,73
2736,11,0,0,1,8,38,3,650|374|586|360|55|546|189|619|531|573,360
2737,164,0,3,0,2,8,4,680|261|105|587|551|658|202|152|175|761,658
2738,206,4,2,0,1,94,1,739|289|140|11|497|73|267|482|186|535,289
2739,378,5,0,2,3,30,4,192|576|196|602|761|567|535|759|769|449,196
2740,176,2,2,1,2,57,3,491|235|138|11|685|787|650|600|240|488,600
2741,171,4,0,0,7,100,4,440|659|348|62|225|189|215|96|372|433,189
2742,23,0,0,2,1,69,3,519|794|795|113|483|722|221|153|196|72,794
2743,47,4,0,0,3,112,2,162|75|85|788|167|666|333|714|148|558,788
2744,173,3,3,0,0,93,1,441|742|504|413|182|39|22|612|660|723,504
2745,342,1,2,1,0,31,2,103|633|120|394|18|153|721|112|437|63,18
2746,44,3,3,0,3,92,4,57|31|84|776|656|441|55|438|195|492,84
2747,298,5,2,0,7,119,2,416|466|491|531|234|199|514|308|723|523,523
2748,193,0,1,2,2,22,3,368|566|35|178|541|393|340|796|230|463,796
2749,332,0,1,2,0,95,2,342|199|238|46|19|37|374|781|4|95,4
2750,290,1,2,0,1,49,0,145|461|464|726|78|379|249|516|54|332,726
2751,15,1,0,2,4,108,1,471|565|233|497|241|170|487|394|675|307,233
2752,43,1,2,1,9,23,3,698|106|531|127|673|209|783|191|95|618,209
2753,300,3,1,1,4,19,1,488|249|122|308|708|54|709|381|662|98,308
2754,261,3,3,0,5,8,0,738|782|589|778|787|175|553|148|516|147,516
2755,76,2,2,2,2,98,2,122|571|644|214|501|16|504|467|645|382,571
2756,196,0,0,2,9,102,2,460|358|323|522|374|391|38|163|588|413,38
2757,230,0,1,1,4,30,4,421|68|109|134|502|678|690|148|238|74,134
2758,346,4,3,2,1,112,4,532|175|729|107|417|292|610|460|63|566,532
2759,198,1,1,2,4,2,2,82|237|763|492|121|490|55|167|265|156,490
2760,61,0,2,1,0,4,3,635|608|48|236|51|308|389|144|698|265,698
2761,134,1,2,0,8,70,0,250|184|405|456|479|238|289|29|185|505,238
2762,166,0,3,0,8,26,0,503|665|140|513|36|120|187|479|222|123,479
2763,374,0,3,1,3,2,0,455|4|743|495|369|624|49|416|475|711,49
2764,356,0,1,0,2,119,1,753|253|774|725|542|650|144|13|185|276,276
2765,110,1,3,1,2,15,4,763|437|575|265|307|233|102|603|399|333,763
2766,316,4,2,0,0,85,4,229|358|339|147|621|769|522|348|237|629,348
2767,200,3,3,0,7,97,1,653|742|587|458|571|635|490|683|708|664,635
2768,34,1,0,0,4,58,1,713|100|718|486|53|256|638|176|674|129,486
2769,355,0,3,2,9,71,1,242|311|221|435|162|406|708|700|351|442,351
2770,96,5,2,0,3,67,4,612|327|468|474|358|229|605|338|396|746,327
2771,100,4,0,0,2,74,1,360|63|319|47|355|212|625|95|301|182,625
2772,360,4,1,1,3,53,3,728|586|251|355|46|675|134|260|352|718,134
2773,158,0,1,2,4,38,1,747|360|177|496|409|10|307|551|799|189,409
2774,382,4,3,2,5,87,1,681|351|134|350|769|602|540|127|712|480,351
2775,360,2,1,1,9,115,3,766|765|510|366|680|348|387|391|586|461,765
2776,163,2,0,1,9,106,1,665|160|759|443|185|519|698|709|260|195,698
2777,285,0,3,0,2,111,1,318|770|300|230|311|94|514|753|647|11,11
2778,381,2,1,2,1,99,0,138|513|454|123|748|249|309|719|458|631,138
2779,226,4,3,1,6,32,0,382|500|213|257|709|243|83|587|216|783,213
2780,249,5,0,0,2,17,4,539|462|351|95|198|134|664|720|260|710,134
2781,181,0,1,0,5,37,0,191|146|602|209|111|634|41|61|583|713,111
2782,127,5,3,1,7,108,4,40|566|426|381|2|308|656|305|171|59,308
2783,330,3,3,2,0,24,0,28|196|205|15|621|630|69|129|481|143,15
2784,61,0,3,1,0,88,1,708|92|262|561|720|16|172|333|389|229,262
2785,139,0,1,0,7,39,0,795|738|352|797|777|496|120|412|474|324,777
2786,207,5,3,1,7,3,1,373|726|16|184|206|223|163|605|1|265,726
2787,12,4,1,0,4,97,1,231|265|633|91|634|674|27|157|220|721,220
2788,394,5,0,1,5,49,3,536|634|317|615|423|689|605|612|265|670,317
2789,38,2,1,2,0,77,4,299|420|1|339|548|659|481|121|231|576,339
2790,72,0,0,0,4,47,2,122|191|430|551|148|593|20|282|433|769,430
2791,252,4,1,0,2,97,1,96|668|331|345|727|365|725|44|364|516,516
2792,151,3,3,0,2,97,1,351|525|313|383|151|378|664|674|266|532,151
2793,217,2,3,0,9,101,3,512|546|187|242|741|120|47|194|27|433,120
2794,73,0,1,0,1,3,0,698|403|385|112|411|55|344|381|536|127,698
2795,117,0,3,2,2,12,2,635|313|586|356|266|603|460|472|263|598,635
2796,186,0,1,0,6,36,2,706|16|394|238|345|295|379|67|35|606,238
2797,191,0,2,1,7,70,4,721|734|307|735|352|618|510|671|344|514,307
2798,386,3,0,2,7,58,1,194|397|567|701|715|402|418|250|178|155,194
2799,20,1,0,0,9,63,3,268|536|658|644|127|109|612|166|550|421,127
2800,343,3,0,1,8,42,0,405|194|698|218|187|136|180|287|670|580,698
2801,397,0,2,0,3,78,4,784|741|383|185|167|311|302|318|233|128,302
2802,191,5,0,1,9,59,4,490|635|251|277|214|93|510|288|165|704,288
2803,19,3,0,0,8,100,0,146|472|184|202|680|86|329|53|710|415,329
2804,367,2,3,1,8,70,4,397|675|779|133|155|724|416|466|349|32,724
2805,275,2,0,2,6,113,3,294|261|236|225|181|262|497|612|772|625,625
2806,306,1,3,2,2,90,3,11|392|348|232|38|687|635|147|674|209,348
2807,132,1,3,0,6,91,1,633|338|326|582|677|136|443|167|708|112,582
2808,304,1,1,0,9,115,3,433|277|223|126|708|409|31|215|457|486,31
2809,334,2,2,0,1,19,1,799|296|703|271|422|660|625|327|51|364,327
2810,38,0,3,2,4,108,4,302|265|200|514|625|78|720|400|66|116,265
2811,293,0,1,1,4,77,2,618|61|238|393|90|681|327|468|598|743,327
2812,149,2,3,0,3,84,3,282|778|275|261|573|616|180|229|596|624,282
2813,366,4,0,1,2,101,2,618|178|127|619|181|555|82|327|233|182,327
2814,219,4,3,2,9,91,3,656|522|357|458|726|130|573|763|50|793,357
2815,73,1,1,0,3,67,4,503|45|457|370|87|85|770|74|394|563,85
2816,223,4,0,1,6,27,1,488|306|3|365|405|174|703|628|118|239,3
2817,231,4,1,1,8,4,1,383|126|38|250|93|208|329|446|593|366,208
2818,327,3,3,0,4,64,4,209|724|295|624|695|631|721|60|265|364,624
2819,55,2,1,2,5,8,4,192|211|31|102|788|49|56|188|431|494,49
2820,321,0,0,2,8,69,2,188|268|548|730|342|770|728|570|169|66,188
2821,11,5,2,1,8,66,3,163|535|137|616|360|298|514|188|67|720,188
2822,167,4,1,0,4,13,3,35|760|593|698|217|184|535|746|378|78,698
2823,233,0,1,2,7,81,0,571|244|319|629|469|659|566|240|328|65,319
2824,269,4,0,0,4,27,1,718|360|118|265|134|393|577|272|440|536,134
2825,233,3,3,2,0,15,1,575|193|230|763|644|708|618|63|466|403,230
2826,10,2,2,2,7,114,0,209|539|110|96|719|80|489|23|752|552,209
2827,375,5,3,1,7,9,0,142|779|613|578|16|493|714|63|448|738,613
2828,138,5,3,2,7,99,1,383|123|687|513|210|740|64|357|302|522,357
2829,389,4,2,0,6,83,3,540|504|568|639|490|280|721|763|753|16,540
2830,338,3,3,2,2,46,1,535|567|531|791|403|724|134|419|551|505,551
2831,26,5,1,2,1,36,1,13|307|539|797|162|387|724|708|282|415,307
2832,233,1,0,2,1,25,4,558|118|422|25|726|772|165|662|3|708,772
2833,125,5,3,1,6,41,1,453|552|282|40|648|778|277|281|170|725,648
2834,100,0,1,0,8,120,3,359|192|461|277|291|590|314|394|400|573,277
2835,15,1,3,2,0,103,0,759|447|697|397|112|307|352|304|52|612,52
2836,315,1,3,0,0,68,3,682|561|15|456|603|402|643|366|618|238,15
2837,93,0,3,1,8,64,1,744|573|303|183|516|11|580|414|522|138,522
2838,55,1,1,1,9,26,4,349|719|664|663|522|709|479|609|138|751,479
2839,19,1,2,2,3,117,1,532|320|236|546|638|555|634|483|482|621,320
2840,217,2,2,2,2,29,3,107|391|655|57|709|526|199|157|787|194,107
2841,150,1,1,1,5,90,2,645|610|121|241|213|126|646|701|90|667,121
2842,249,1,0,0,0,69,0,695|45|539|127|215|263|363|102|719|682,45
2843,263,0,1,2,0,87,0,307|763|344|442|182|653|621|739|624|616,182
2844,258,3,1,1,6,46,0,52|373|739|303|159|304|583|143|12|85,304
2845,70,1,1,0,7,114,2,106|224|131|708|486|633|118|632|13|540,118
2846,215,5,2,2,2,55,2,364|633|46|176|505|514|311|15|519|298,505
2847,391,1,0,1,3,34,1,186|693|55|718|511|625|622|120|140|194,120
2848,287,0,2,0,3,103,1,16|354|559|713|215|54|281|650|149|501,54
2849,90,1,3,1,3,114,0,516|36|366|557|562|395|191|610|412|738,516
2850,117,2,0,0,0,48,4,80|773|209|549|38|22|628|451|52|226,22
2851,56,5,3,1,6,117,2,233|558|368|541|724|367|656|625|340|44,233
2852,69,3,0,1,7,65,2,265|439|312|13|57|507|350|208|392|201,208
2853,396,2,0,2,1,6,0,185|69|214|266|475|510|342|522|144|224,522
2854,342,1,2,1,8,32,3,143|279|365|528|41|617|604|171|196|45,617
2855,195,2,3,0,5,27,0,115|549|180|294|536|341|348|668|221|265,221
2856,35,2,1,1,2,89,0,182|714|394|434|692|382|549|562|713|587,713
2857,337,3,1,0,6,106,2,43|327|114|551|311|240|286|761|783|587,783
2858,344,0,3,2,2,107,2,24|255|640|554|633|587|152|686|279|546,554
2859,120,1,3,2,9,21,1,727|662|27|376|408|748|388|566|129|656,748
2860,190,2,3,0,3,59,4,653|110|239|383|500|520|334|100|55|669,653
2861,86,4,0,1,4,112,3,333|377|519|85|505|351|292|431|307|68,351
2862,277,0,1,1,0,81,1,288|18|130|476|51|651|264|551|289|328,328
2863,75,4,1,0,2,72,4,227|512|545|463|238|19|780|554|397|59,238
2864,41,1,2,1,0,65,4,249|357|666|420|513|143|689|313|609|1,357
2865,165,2,1,0,9,109,3,512|78|109|177|144|635|543|251|22|771,635
2866,283,1,3,1,4,31,2,82|594|172|524|623|258|610|725|54|770,54
2867,132,3,1,0,6,32,4,50|756|429|770|176|258|477|51|265|333,51
2868,244,2,2,1,6,45,4,285|280|112|415|525|13|47|118|504|303,280
2869,234,4,2,1,9,115,0,490|378|308|336|697|364|291|405|358|304,304
2870,284,1,2,2,5,45,0,311|149|529|16|391|763|244|554|132|59,244
2871,214,4,2,1,1,33,1,147|10|180|117|127|618|102|26|362|84,102
2872,5,2,2,1,0,108,3,100|196|415|740|663|10|603|725|250|686,415
2873,81,1,1,1,6,119,4,447|87|524|95|559|26|409|544|798|233,233
2874,205,2,0,0,8,15,1,192|261|31|336|439|150|516|636|232|620,439
2875,311,3,3,2,8,21,0,766|514|632|535|551|433|275|767|510|542,514
2876,53,0,2,2,4,95,0,373|307|565|622|265|624|102|586|191|136,565
2877,48,4,1,0,9,24,4,235|49|104|364|573|412|421|171|536|67,536
2878,65,2,2,1,8,99,3,505|379|134|435|454|702|52|756|10|572,134
2879,294,0,0,2,9,75,2,445|474|421|310|671|463|233|545|531|158,545
2880,67,2,1,0,1,102,1,287|738|326|416|242|75|288|348|708|278,288
2881,155,3,3,1,5,71,4,616|228|324|117|396|617|492|83|111|120,111
2882,232,2,0,1,9,68,0,721|554|585|320|14|676|586|331|464|658,676
2883,114,3,0,1,4,88,0,21|440|549|240|261|259|610|770|163|496,549
2884,323,0,2,1,1,67,4,462|266|162|68|202|333|642|721|284|83,642
2885,23,4,2,2,1,9,2,32|265|285|157|384|473|591|387|224|505,265
2886,131,3,3,1,3,100,0,185|774|659|177|611|492|298|97|656|167,774
2887,90,4,0,0,3,8,1,194|422|157|612|630|405|247|568|282|774,247
2888,213,4,2,1,9,43,0,282|534|741|96|418|430|290|61|173|361,430
2889,306,0,1,1,7,83,4,554|213|339|791|645|579|552|780|101|41,645
2890,316,1,2,0,2,105,1,269|616|358|305|282|61|364|788|261|242,242
2891,337,4,3,1,0,116,2,235|352|377|783|306|101|45|430|645|294,306
2892,399,2,1,0,1,73,1,740|302|696|70|12|473|631|610|512|253,740
2893,36,4,3,2,8,78,3,19|256|209|144|522|234|774|208|323|360,522
2894,16,1,1,1,0,37,0,394|498|624|703|695|475|608|133|579|771,133
2895,343,5,3,0,8,66,1,227|612|112|787|748|759|422|304|254|796,304
2896,237,1,2,0,4,53,0,781|67|113|187|107|122|188|637|535|181,188
2897,370,0,1,1,6,19,0,195|595|694|394|160|546|798|567|432|545,545
2898,54,4,0,1,5,73,0,169|515|581|681|412|146|262|505|198|233,233
2899,377,2,0,1,6,104,1,20|739|551|344|742|147|511|479|711|439,479
2900,2,3,2,2,8,19,4,595|450|331|262|287|179|365|598|42|505,505
2901,26,3,1,2,5,36,1,768|265|133|57|726|111|16|278|778|741,778
2902,100,1,2,1,9,12,4,397|784|798|195|15|730|433|666|40|639,15
2903,35,0,3,0,5,80,3,724|391|565|304|458|49|383|352|319|378,724
2904,395,4,0,0,6,49,1,189|467|528|522|120|755|433|61|558|195,433
2905,292,4,0,1,2,45,3,531|570|699|440|230|193|414|378|707|645,645
2906,13,4,1,1,4,95,4,409|428|581|766|438|165|488|251|87|134,134
2907,215,4,1,0,1,93,4,564|417|635|559|644|267|185|529|641|84,84
2908,18,5,2,2,3,82,3,294|106|380|256|277|507|221|435|662|757,662
2909,398,4,1,1,5,115,3,712|528|536|188|264|418|476|341|486|394,341
2910,274,4,0,1,5,97,2,146|18|434|343|657|438|141|323|543|719,434
2911,292,3,2,0,8,31,4,415|52|608|371|409|421|213|602|703|137,52
2912,105,5,3,0,3,89,0,22|714|308|622|677|618|237|495|479|611,22
