item_id,feature_a,feature_b,feature_c,group,level,score_x,score_y,buzz
421,-1.695,0.659,0.447,11,2,-0.078,0.447,-0.631
422,-0.431,0.427,-0.171,8,2,-0.11,-0.046,1.114
423,-0.231,0.272,-0.004,15,2,-0.014,0.293,2.071
424,-1.1,0.255,-0.635,12,3,-0.664,0.931,0.135
425,0.663,0.602,-0.461,8,2,-0.632,1.033,0.939
426,0.188,0.751,0.526,10,2,-0.976,0.757,0.343
427,0.002,-0.141,-0.305,7,2,0.626,0.301,0.756
428,0.621,-0.651,0.547,5,2,-0.331,-1.238,-1.165
429,0.019,-0.096,-0.184,11,1,0.019,0.439,-0.488
430,-0.824,0.886,-0.137,8,4,0.429,-0.624,0.395
431,1.052,0.935,0.001,7,2,0.579,-0.044,1.212
432,-0.229,0.054,0.533,10,3,1.837,-0.076,-0.818
433,-0.046,-0.806,0.328,18,0,-0.859,0.835,-2.033
434,-0.223,-0.316,0.225,10,0,0.055,0.246,-0.498
435,-0.533,1.039,0.268,12,2,1.043,-0.044,1.01
436,-0.879,0.452,-0.549,9,0,-0.277,0.713,-1.584
437,-0.429,-0.11,-0.005,10,2,0.628,-0.225,-1.177
438,0.891,0.495,1.17,7,3,0.286,-0.804,0.156
439,0.227,-0.5,-0.506,8,4,0.994,-0.416,-0.116
440,-0.287,0.307,-0.601,9,2,0.115,0.252,0.594
441,0.701,0.186,-0.176,10,4,-0.161,-0.489,-1.229
442,-1.018,0.696,0.942,8,2,0.255,-0.491,-0.325
443,0.524,-0.561,-0.123,12,3,-0.468,-0.647,1.195
444,0.143,-0.019,0.072,9,1,0.778,-1.003,-1.193
445,-0.257,-0.207,0.68,8,3,-0.055,0.249,1.477
446,0.326,-0.723,1.204,9,1,0.481,0.162,-1.067
447,-0.239,0.199,0.069,8,3,0.06,-0.145,0.849
448,0.213,-0.042,0.44,12,2,0.43,-0.149,-0.373
449,0.141,0.16,-0.379,11,2,-0.341,1.157,-1.145
450,0.111,-0.634,-0.205,11,3,-0.308,1.31,-0.497
451,0.995,-0.4,-0.21,12,3,0.538,1.518,0.545
452,-0.522,-0.009,0.245,12,1,0.218,0.847,-0.007
453,0.468,-0.136,-1.397,13,1,-0.762,0.868,1.118
454,0.092,0.303,0.631,14,1,-0.492,-0.848,1.436
455,0.15,0.49,-0.338,6,3,-1.237,-0.713,-1.183
456,0.942,-0.351,-0.55,9,1,-0.064,-0.573,-1.256
457,0.218,-0.007,-0.54,11,0,-0.363,-0.117,-1.305
458,-0.389,-0.126,0.717,8,2,-1.536,0.8,-0.899
459,-0.023,-0.181,-0.078,11,1,0.536,-0.034,1.104
460,-0.768,0.712,0.069,8,3,-0.768,-0.919,0.56
461,-1.074,0.389,-0.956,6,0,-0.397,-0.282,-0.545
462,-0.626,-1.063,0.473,10,3,-0.266,-0.308,-0.011
463,0.147,-0.211,0.322,9,2,-1.377,-0.429,1.404
464,-0.694,-0.684,-0.953,7,1,0.901,-0.557,1.908
465,0.842,-1.623,-0.324,9,2,-0.204,1.238,0.259
466,-0.941,-0.857,-0.442,10,2,-1.238,-0.533,-2.659
467,0.022,-0.074,-0.818,14,0,-0.265,1.421,0.297
468,0.076,0.15,0.408,8,1,0.297,1.043,0.935
469,-0.295,0.201,0.03,10,4,-0.385,1.003,0.225
470,0.528,0.123,0.122,8,2,0.94,1.022,0.727
471,-0.255,-0.224,-0.698,12,1,-0.439,-0.219,0.357
472,0.132,-0.397,-0.311,9,2,0.975,0.713,-1.235
473,0.045,-0.105,0.112,13,1,0.08,-0.168,-0.886
474,-0.319,0.349,1.088,9,0,-0.676,-0.549,-0.321
475,-0.741,-1.235,-0.595,3,0,0.852,0.71,1.065
476,-0.078,-0.609,0.601,9,2,-0.625,0.957,-0.766
477,0.491,-0.484,0.743,10,4,-0.76,0.148,0.456
478,-0.908,-0.012,0.099,9,0,-0.351,0.019,0.304
479,0.485,0.177,0.676,11,2,-0.832,-0.438,1.586
480,0.588,0.431,-0.467,12,2,1.113,-0.245,-0.042
481,0.564,0.524,0.628,6,2,-1.213,-0.586,-1.755
482,-0.46,-1.573,-0.299,13,3,0.769,-0.909,0.647
483,0.49,-0.297,0.819,11,0,-0.875,0.288,2.138
484,0.65,-0.125,0.107,14,2,0.231,-1.549,0.712
485,1.133,-0.057,-0.377,13,1,1.246,-0.345,-0.788
486,0.351,-0.033,0.329,14,3,-0.361,0.298,-1.082
487,0.958,0.022,0.309,10,3,0.922,0.024,-0.953
488,-1.362,-0.347,-0.977,13,0,-0.576,-1.967,2.003
489,0.088,1.421,1.033,13,2,-0.41,0.439,-0.327
490,-1.511,-0.15,-0.655,13,2,-0.232,-1.129,-0.663
491,-0.334,-0.408,-0.242,11,1,-0.339,1.651,-0.158
492,-1.306,0.74,0.018,11,1,-0.377,0.488,-0.317
493,0.479,-0.574,-0.047,4,1,0.96,0.211,1.568
494,0.441,-0.624,0.063,13,0,-0.375,0.468,-1.014
495,1.247,0.098,-0.306,8,1,-0.047,0.507,1.181
496,-0.333,0.181,1.394,13,3,-0.097,0.393,0.122
497,-0.506,0.165,-0.155,8,2,0.147,-0.808,1.207
498,-0.438,-0.489,-0.361,11,2,-0.842,0.422,1.583
499,0.026,0.201,0.131,8,4,-1.246,0.889,0.085
500,0.101,0.195,0.857,9,1,0.171,-0.439,-0.315
501,0.624,-0.327,-0.006,9,2,0.277,-0.537,0.066
502,0.573,0.291,0.295,11,3,0.344,0.496,-0.095
503,0.841,-0.138,0.88,7,3,0.298,0.232,-1.657
504,0.117,0.107,1.026,10,2,-0.884,-0.377,1.552
505,-0.323,0.699,-0.445,16,2,-0.528,0.621,0.246
506,-0.307,-0.619,-0.217,12,3,-0.117,-0.159,-1.163
507,0.037,0.33,-0.321,3,3,-0.253,-0.662,-2.068
508,-1.121,0.092,-0.031,10,3,0.396,0.423,-2.328
509,0.303,0.088,-0.117,11,1,-1.103,0.255,0.77
510,0.016,-0.257,0.469,10,1,-0.218,1.151,-0.619
511,-0.318,0.611,0.053,10,4,0.534,0.63,-0.455
512,-0.761,-0.41,-0.549,11,4,-0.104,-0.794,0.488
513,0.049,0.464,0.473,4,0,0.583,0.165,-0.516
514,0.443,-0.565,-0.791,8,0,-0.09,0.885,0.547
515,-0.321,-1.127,-0.175,9,2,-0.713,0.292,0.095
516,-0.018,0.92,-1.068,10,3,-0.194,0.294,-0.084
517,0.528,0.269,-1.213,13,4,0.973,-0.342,-1.573
518,-1.126,0.765,-0.896,12,0,0.177,1.5,-0.82
519,0.751,0.786,-1.362,13,2,0.843,0.263,0.603
520,0.743,1.118,0.655,9,2,0.589,-0.283,-0.682
521,0.307,0.536,-0.413,15,2,-0.595,0.002,1.205
522,0.418,0.091,0.12,12,2,-1.416,-0.407,2.346
523,0.086,-0.25,-0.518,7,0,-0.227,-0.277,0.656
524,-0.03,0.106,-0.963,9,0,-0.489,0.372,1.493
525,0.161,0.433,0.732,11,3,0.456,-0.469,0.721
526,0.484,-1.364,-0.214,11,1,-0.538,-0.344,-0.534
527,-1.075,0.227,-0.61,6,1,1.012,-0.37,0.2
528,-0.095,-0.511,0.667,12,2,-0.113,-0.644,2.013
529,-0.213,-0.275,0.176,9,3,0.003,-0.657,-0.524
530,-0.382,0.242,0.664,8,3,-0.824,0.312,-1.039
531,0.159,-0.059,-0.98,12,0,-0.801,0.479,-1.134
532,1.333,0.257,-0.545,10,1,0.022,-0.919,-0.218
533,-0.81,-0.343,0.241,6,2,0.912,0.429,-1.003
534,0.375,0.422,0.032,8,2,0.704,-0.484,1.674
535,-0.264,-0.039,-0.576,12,1,-0.256,-0.967,0.216
536,0.18,-0.05,-1.09,15,3,-0.168,-0.097,0.972
537,-0.988,0.29,-0.333,10,2,-0.619,0.194,-0.299
538,0.291,0.549,0.251,10,4,-1.075,-0.409,-1.14
539,0.778,0.363,0.811,12,1,-0.032,0.148,-1.309
540,-0.09,-0.28,0.544,12,1,0.95,-0.08,-0.908
541,-0.06,0.446,0.139,6,1,0.227,1.337,0.348
542,0.767,0.83,-0.873,7,2,0.359,0.194,0.52
543,-0.916,-1.2,-0.037,9,1,0.587,0.052,0.603
544,0.335,0.446,-0.465,12,3,0.171,-1.103,-1.489
545,-0.069,0.22,-0.111,15,1,-0.648,0.073,-0.0
546,0.922,0.408,0.064,7,0,-0.035,1.443,-1.026
547,0.649,0.593,-0.286,7,4,-0.068,1.047,0.401
548,-0.225,0.368,0.662,11,3,1.333,0.095,0.479
549,-0.498,0.388,-0.797,11,1,1.18,0.412,-1.172
550,0.323,-0.186,0.59,12,3,-0.106,-0.169,0.968
551,0.61,1.384,-0.75,13,0,-1.077,-0.296,2.339
552,-0.644,0.061,0.542,10,3,0.579,-0.47,0.835
553,-0.458,0.77,0.101,7,2,-0.576,-0.246,-0.163
554,0.984,-0.547,0.051,13,2,-0.039,0.149,-0.317
555,-0.717,0.415,-0.444,8,2,0.616,0.391,-0.209
556,0.652,0.136,0.17,11,2,-0.038,-0.55,-0.761
557,-0.346,0.507,0.344,7,1,-0.361,1.581,0.252
558,0.934,0.047,0.614,9,2,-0.275,-0.044,-1.138
559,0.013,0.156,-0.836,16,0,-0.14,0.538,-1.89
560,0.536,-0.238,0.531,11,2,-0.167,0.271,0.22
561,0.126,-0.068,-0.724,15,1,0.375,0.943,0.021
562,-0.268,0.047,-0.275,12,2,-0.478,-0.245,-0.571
563,-0.453,-0.148,0.732,4,2,0.839,0.027,-1.283
564,0.275,0.866,-0.684,13,4,0.164,-0.525,0.29
565,0.092,0.543,0.54,8,2,-1.486,0.519,-0.99
566,0.082,-0.149,0.185,2,2,-0.217,-0.209,-0.139
567,-0.058,1.128,-0.11,13,0,-0.421,-0.433,1.765
568,0.644,0.636,-0.917,5,1,0.594,-0.411,0.651
569,-1.351,-1.489,0.242,11,2,0.829,0.493,-1.369
570,-1.418,-0.294,0.309,12,4,0.89,0.527,-1.275
571,0.002,-0.762,0.497,12,0,-0.252,-0.292,0.152
572,-0.12,-0.135,-0.0,11,1,0.948,-0.788,-1.375
573,0.318,-0.962,0.545,9,2,-0.326,-0.375,-2.002
574,0.329,0.628,0.254,8,3,-1.316,-0.126,0.532
575,-0.421,-0.035,-0.691,9,2,-0.003,0.192,0.321
576,-0.087,0.091,0.866,14,2,0.347,-0.175,0.451
577,0.242,-0.065,0.535,11,3,1.729,0.673,0.263
578,-0.365,0.095,0.41,10,3,-0.621,1.433,-0.065
579,0.24,0.433,0.263,13,2,0.06,-0.024,-0.662
580,0.362,-0.413,0.985,12,1,-0.31,-0.331,0.516
581,0.204,0.816,-0.33,10,1,1.375,0.2,1.53
582,0.678,0.35,0.958,11,2,-1.22,-0.752,-0.501
583,-0.329,-0.61,-0.252,6,1,0.294,-0.47,-1.021
584,-0.498,0.15,-0.597,13,3,-0.512,-1.69,-1.135
585,0.21,-0.155,0.27,11,2,-0.647,0.232,-0.867
586,-1.036,0.448,-0.656,14,1,-1.606,0.899,0.203
587,-0.548,-0.179,1.677,10,2,0.21,-0.68,-2.14
588,0.045,-0.466,-0.508,12,2,-1.171,0.357,0.439
589,1.064,0.3,-0.416,11,1,0.593,-0.18,0.644
590,-0.209,0.34,0.814,8,3,-0.948,0.828,-1.798
591,-0.177,0.075,0.758,9,3,-0.003,-0.139,-0.979
592,-0.313,-0.28,-0.116,11,2,0.878,1.249,0.08
593,0.037,-0.988,0.375,11,0,-0.595,-0.725,-0.143
594,0.623,-0.125,-0.262,12,3,0.334,0.208,0.52
595,-1.307,-0.72,-0.06,11,0,0.99,-0.158,-0.141
596,0.698,1.557,0.955,13,3,0.477,-0.979,1.265
597,-0.243,-0.722,0.032,7,2,0.149,-0.395,-0.321
598,1.683,0.216,-0.603,12,2,-0.612,-0.618,-0.983
599,-0.255,0.34,0.225,14,1,-0.057,-0.04,-1.063
600,-0.568,0.918,0.245,11,1,-0.198,-2.213,0.735
601,-0.61,-0.165,-0.644,8,3,0.932,0.341,0.03
602,-0.238,-0.181,0.265,14,1,-0.843,-0.708,0.634
603,0.061,0.885,0.577,12,1,-0.461,0.826,0.613
604,0.332,0.586,0.744,11,2,1.054,0.239,-2.02
605,-0.684,-0.162,-0.444,9,3,-1.82,1.826,-1.14
606,-0.448,0.182,0.275,14,3,-1.353,0.792,-1.021
607,0.355,0.06,1.144,12,0,-1.199,-0.445,-0.816
608,0.485,1.132,0.43,12,2,-0.902,-0.449,-0.42
609,-0.303,-0.354,-0.471,9,2,-0.514,0.424,0.999
610,-0.378,0.887,-0.331,13,4,-1.01,-1.242,1.198
611,-0.186,-0.612,0.868,12,2,-1.678,-0.504,-0.293
612,0.268,0.204,1.017,14,2,0.356,0.031,-0.251
613,0.475,-1.145,0.125,11,2,-0.079,-0.792,-0.705
614,0.704,-0.955,-0.075,10,0,-0.335,0.543,0.089
615,0.251,0.419,-0.534,9,4,1.34,0.099,0.203
616,-0.019,-0.538,-1.345,16,3,0.174,0.2,0.806
617,-0.083,-1.216,0.936,6,1,-0.049,0.714,0.798
618,-0.587,0.232,-0.259,13,2,0.724,1.301,-2.302
619,1.087,0.372,0.656,7,1,0.675,0.461,-0.153
620,-0.915,0.031,-0.108,10,3,-0.095,-0.159,1.384
621,-1.489,-0.326,0.276,10,3,-0.326,-0.151,-0.438
622,-0.561,-0.47,0.018,10,2,1.462,-0.367,1.139
623,-1.246,-0.236,0.039,6,2,-0.04,-0.37,-0.306
624,0.22,0.718,-0.084,11,2,-0.511,0.31,0.175
625,0.064,0.099,0.103,10,0,-0.494,-0.756,-1.137
626,0.027,-0.236,0.155,9,1,-0.103,0.532,-1.099
627,-0.164,-0.251,0.023,11,1,0.208,-0.079,0.725
628,0.388,-0.241,0.181,10,4,0.583,-0.731,0.882
629,-0.576,0.731,-0.703,8,1,-0.356,0.443,0.026
630,-0.513,-0.252,0.127,12,3,0.039,0.255,-1.228
631,-1.231,0.409,0.808,11,2,-0.634,-0.591,0.044
632,0.517,-0.17,-0.121,11,2,-0.806,0.41,1.257
633,1.675,-0.354,0.249,9,1,-0.801,0.57,1.743
634,0.418,-1.075,0.042,4,2,0.157,0.491,-0.317
635,-0.083,-0.617,-0.099,9,2,-0.167,-0.094,-1.66
636,0.056,0.944,-0.544,7,2,0.443,-0.243,0.84
637,0.166,0.421,0.697,7,2,-1.084,0.525,-0.276
638,-0.397,-0.236,-0.322,11,3,-0.226,-0.019,0.943
639,-0.653,0.964,-0.445,10,3,-0.166,0.357,0.281
640,-0.063,-0.033,-0.15,11,3,-0.467,0.342,-0.883
641,0.211,-0.02,0.385,8,2,-0.808,0.835,0.058
642,-0.301,-0.455,1.742,8,1,0.504,0.149,1.308
643,0.933,0.996,-0.149,11,3,1.025,-0.972,-0.149
644,-0.6,0.046,0.074,9,4,-0.621,1.422,-1.035
645,-0.249,-0.621,0.854,11,0,-0.753,-0.056,-1.589
646,-1.138,-0.664,-0.093,8,1,1.014,0.901,-0.772
647,0.463,0.421,0.53,7,3,-0.229,-0.587,-0.41
648,0.802,1.674,-0.602,12,1,-0.311,-0.6,0.82
649,-0.472,-0.076,-0.328,11,3,-0.468,1.509,-1.121
650,-0.44,1.017,-0.458,13,4,0.256,-0.874,1.554
651,0.368,0.582,0.529,13,3,-0.562,-0.833,-1.337
652,0.451,0.297,-0.04,13,2,-1.26,0.055,2.331
653,-0.396,0.864,0.735,10,3,-0.183,0.285,1.726
654,-1.025,0.093,0.228,8,3,-0.139,0.153,0.141
655,-0.295,0.33,1.303,9,0,0.189,0.611,-1.648
656,0.167,0.446,-1.074,4,3,-0.711,-1.304,-0.055
657,0.081,0.246,-0.832,8,3,0.619,0.005,-0.387
658,0.744,0.549,-0.33,13,3,0.087,-0.882,-1.274
659,-1.241,-0.17,-0.093,10,3,-0.428,-0.391,0.291
660,0.495,0.308,-0.171,14,1,-0.753,0.046,-0.824
661,-0.359,0.829,1.146,5,2,-0.195,-0.999,-0.715
662,-0.001,1.096,0.259,11,3,-0.317,0.515,-0.204
663,-0.033,-0.345,0.72,7,3,0.232,0.422,-0.575
664,-1.078,-0.028,-0.745,9,2,0.69,-1.315,2.078
665,-0.782,0.331,-0.01,12,2,0.157,-0.494,-0.536
666,-0.164,0.607,0.143,7,2,-0.47,-0.067,0.441
667,0.567,-0.409,0.114,11,3,-0.227,-0.19,0.146
668,0.451,-0.106,0.318,10,4,-0.5,-0.523,0.353
669,0.307,-0.354,0.025,10,1,-0.709,0.394,0.429
670,-0.814,1.131,0.245,6,3,0.058,0.792,0.881
671,0.32,0.705,-0.362,9,1,0.247,-0.387,0.266
672,0.427,0.026,-1.215,11,3,-0.238,-0.602,0.225
673,0.307,0.533,-0.304,10,3,0.8,0.368,0.058
674,-0.229,0.98,0.823,11,3,-0.32,-2.04,-0.138
675,0.302,0.652,-0.136,11,2,0.615,0.05,-0.912
676,0.031,-0.595,0.04,9,0,0.525,0.75,-0.061
677,-0.16,-1.039,-0.033,13,1,-1.636,-0.223,0.241
678,0.523,0.049,-0.029,11,3,-1.099,0.278,0.402
679,-0.117,-0.898,0.614,9,2,0.06,0.495,0.18
680,-0.061,-0.319,-0.218,10,3,-0.423,0.305,-0.233
681,-0.426,1.271,-0.858,11,0,0.262,0.544,-0.057
682,0.15,-0.267,-0.314,6,4,0.365,-0.494,-0.554
683,-0.371,0.149,0.659,13,3,-0.933,0.62,0.313
684,-0.123,0.535,-0.639,10,2,0.937,0.662,-0.221
685,0.505,-0.051,-0.243,14,3,-0.493,-0.98,0.181
686,-0.144,-1.315,-0.392,11,2,-0.086,1.453,1.001
687,-0.39,-0.311,-0.447,10,1,-0.997,-0.49,-0.709
688,-0.044,-0.397,-0.611,11,2,-1.045,0.982,0.597
689,0.51,0.148,-0.051,11,1,-0.355,0.402,0.033
690,-0.772,0.214,0.772,12,2,1.256,0.497,2.021
691,-0.034,-1.358,0.01,10,3,0.306,0.412,-0.216
692,-0.543,0.77,0.525,11,2,0.868,-0.056,0.695
693,-0.093,0.862,-0.028,12,1,0.368,2.165,0.015
694,-0.641,-0.058,0.228,8,0,0.24,0.86,-1.388
695,-0.797,0.451,0.74,13,1,-0.359,0.011,-0.521
696,-0.555,-0.419,0.904,11,4,0.429,-0.614,0.88
697,-0.263,-0.393,-0.288,8,3,1.076,-1.156,-0.433
698,1.094,-0.124,-0.347,19,0,0.071,-0.628,-2.22
699,0.114,0.023,0.058,11,2,-0.234,-0.39,-0.031
700,0.844,0.114,-0.371,9,2,-0.189,0.629,-1.092
701,0.733,0.03,-0.028,10,2,-0.041,-0.015,0.132
702,-0.218,-0.505,0.416,6,4,0.264,0.124,1.551
703,-0.062,-0.304,0.575,10,3,0.463,0.394,0.769
704,-0.015,0.279,-0.865,11,3,0.314,0.142,1.537
705,-1.384,-0.321,0.318,10,3,0.436,0.555,-0.562
706,-0.771,-0.246,-0.188,13,1,0.31,0.405,-0.143
707,0.031,-0.754,-0.749,11,2,0.081,0.061,-1.044
708,-0.117,-0.739,-1.308,14,2,-0.506,-0.52,-0.684
709,0.031,0.656,-0.125,11,1,-1.065,-0.331,-0.927
710,-0.765,0.246,-0.121,8,2,0.243,-0.569,-1.307
711,-0.413,-0.759,0.055,8,2,-1.046,0.796,1.366
712,-0.48,-0.276,-0.368,10,3,1.056,1.005,-2.092
713,-1.095,-1.476,0.458,10,2,0.217,0.812,1.37
714,0.184,0.182,-0.067,9,1,1.402,-0.595,1.246
715,-1.517,-0.356,1.515,9,3,0.022,0.148,0.5
716,-1.622,0.013,-0.697,12,1,0.526,0.464,-1.115
717,-0.093,0.751,-0.355,6,2,0.865,-0.18,-1.582
718,-0.067,-0.258,-0.454,12,2,-0.005,-0.442,-0.548
719,-0.574,-0.529,-0.12,9,1,-1.581,0.39,0.625
720,0.955,-0.344,-0.854,8,2,-0.399,0.225,0.003
721,-0.583,-1.211,-0.964,10,2,-0.34,1.0,-1.043
722,0.18,-1.334,0.054,9,2,-0.214,-0.593,1.148
723,0.027,0.622,0.156,9,3,-0.479,-0.952,1.684
724,-0.208,0.334,-1.339,15,2,-0.61,-0.404,-0.227
725,-0.708,-0.496,-1.086,10,1,0.312,-0.715,0.109
726,0.319,0.502,-0.769,13,3,0.678,0.919,-1.509
727,0.894,0.219,-0.18,14,3,-0.244,0.12,-0.414
728,-0.285,0.249,-0.13,11,2,-0.616,0.713,0.51
729,-0.013,-0.776,0.305,10,3,-0.247,-0.901,0.355
730,0.603,0.193,0.337,12,1,0.561,0.489,-0.508
731,1.1,0.069,0.659,6,3,1.848,-0.822,-0.274
732,-0.464,-0.829,0.302,13,1,0.861,-0.692,-0.447
733,0.307,0.061,-0.167,14,3,1.092,-0.52,-0.278
734,0.195,0.268,1.211,9,2,0.068,0.838,0.423
735,0.66,0.833,-0.221,8,4,0.091,0.488,-1.968
736,0.033,-0.173,1.261,12,1,-0.51,0.492,-0.074
737,1.189,-0.256,1.177,8,2,-0.111,1.414,0.35
738,0.522,-0.254,-0.877,11,3,-0.082,0.958,-0.57
739,0.129,-0.696,-0.457,10,1,-0.841,-0.073,-0.479
740,-0.732,0.073,0.267,14,0,-1.051,-0.593,-0.45
741,0.045,-0.686,1.131,12,2,0.728,0.577,-0.479
742,1.742,-0.2,0.157,11,3,-0.591,-0.878,0.006
743,-0.853,-0.373,0.89,7,0,-0.549,0.7,0.129
744,0.134,0.242,0.702,15,4,-0.551,0.92,-2.101
745,-0.214,0.82,-0.584,7,4,1.091,-0.594,0.653
746,0.209,1.17,-0.065,13,4,-0.14,-0.437,-0.29
747,0.043,1.331,0.145,9,2,0.634,0.315,1.933
748,-0.113,-0.995,0.5,11,4,-0.48,-0.229,-1.192
749,-0.114,1.494,0.761,12,3,0.32,0.23,-0.867
750,-0.063,-0.75,-0.134,10,3,-0.381,-0.529,-0.203
751,0.176,0.196,-1.058,11,2,-0.314,0.084,0.413
752,-0.596,0.599,-0.294,13,4,-0.346,-0.334,-1.951
753,0.526,-0.773,0.314,7,2,-0.4,-0.008,-0.829
754,0.231,0.327,-0.251,12,2,0.145,0.707,0.591
755,0.891,0.488,-0.1,6,3,-0.101,0.658,-0.948
756,-0.403,-0.145,0.418,8,2,1.574,0.203,1.37
757,0.222,0.402,0.255,9,3,1.095,-0.596,-0.454
758,0.816,-0.055,-0.392,8,2,-0.095,0.804,-0.899
759,0.105,-0.212,-0.034,14,1,-1.925,0.666,0.61
760,0.327,-0.417,-0.01,12,1,0.364,-0.252,1.608
761,0.534,0.251,0.267,6,4,0.531,1.087,0.416
762,0.286,-0.694,0.129,10,1,0.471,0.425,1.26
763,0.444,-0.852,-0.19,14,0,0.068,0.032,1.677
764,-0.244,-0.42,-0.224,8,4,0.963,-0.311,-0.922
765,-0.306,0.216,0.014,8,3,0.627,-1.415,0.938
766,-0.23,-0.811,0.268,7,2,1.319,1.188,-1.523
767,-0.139,0.89,0.275,11,0,-0.496,0.871,0.425
768,0.564,-0.138,0.052,3,2,0.076,0.16,-0.071
769,0.484,0.49,-0.378,11,2,0.437,-0.216,1.243
770,0.32,0.522,-0.998,13,1,-0.13,0.987,1.172
771,-0.426,-0.774,0.785,6,1,-0.279,0.414,0.57
772,0.047,0.7,-0.375,10,2,0.701,0.063,0.298
773,-0.186,0.365,-0.086,7,1,0.54,1.326,0.508
774,-0.651,-0.128,-0.04,12,2,1.371,-0.303,0.062
775,-0.164,0.533,0.866,11,2,1.023,0.234,-0.061
776,-0.792,-0.004,-0.44,8,2,-0.719,0.165,1.443
777,0.655,0.36,-0.855,13,1,0.355,0.25,1.563
778,-0.323,0.906,-0.625,11,3,0.32,-0.505,-0.142
779,0.512,-0.09,0.135,9,2,0.91,-0.569,0.238
780,-0.617,-0.053,0.705,10,3,-0.485,-0.928,0.082
781,-0.256,-0.405,0.365,10,3,1.003,-0.263,-1.612
782,-0.096,-0.068,0.089,12,1,0.406,-0.729,-0.336
783,0.244,0.98,-0.516,13,3,0.076,-0.748,1.6
784,-0.961,-0.411,0.091,12,2,1.519,-0.344,-0.75
785,0.686,-0.094,-0.031,11,2,-0.812,-0.656,2.115
786,-0.02,1.152,0.097,12,3,0.109,1.586,1.172
787,-0.374,-0.095,0.271,13,2,-1.184,1.126,0.401
788,-0.509,-0.043,-0.88,10,2,0.446,0.418,0.561
789,0.571,-1.487,0.163,7,2,-0.138,-0.407,-0.917
790,-0.234,0.019,-0.354,10,2,0.474,-0.272,-0.265
791,-0.129,-0.135,-0.317,8,1,-0.496,1.359,1.441
792,0.564,0.538,-0.133,12,0,0.283,0.618,-0.615
793,-0.911,-1.558,-0.922,7,3,0.257,-1.685,1.061
794,0.533,0.403,-0.901,9,0,0.541,0.869,-1.377
795,-0.055,0.083,-1.003,11,2,0.961,-0.845,-1.198
796,-0.202,-0.499,-0.767,12,1,-0.512,-0.017,1.901
797,0.042,-0.385,-0.965,14,2,-0.057,0.3,-0.012
798,-0.056,-0.083,0.793,6,0,0.695,1.288,-0.538
799,0.128,0.376,0.188,4,1,-0.378,0.289,1.363
