situation_id,map_id,pick_turn,picking_team,team_a_pick_1,team_a_pick_2,team_a_pick_3,team_a_pick_4,team_a_pick_5,team_b_pick_1,team_b_pick_2,team_b_pick_3,team_b_pick_4,team_b_pick_5,best_pick
35742,6,2,B,83,-1,-1,-1,-1,108,-1,-1,-1,-1,84
2298,7,6,B,11,74,45,-1,-1,101,4,115,-1,-1,68
7193,0,8,A,25,66,68,10,-1,45,21,59,80,-1,39
10656,4,2,B,97,-1,-1,-1,-1,17,-1,-1,-1,-1,43
26100,12,1,B,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,101
19682,14,3,A,72,-1,-1,-1,-1,17,113,-1,-1,-1,55
40347,3,3,A,44,-1,-1,-1,-1,109,32,-1,-1,-1,11
35012,0,4,A,25,66,-1,-1,-1,45,21,-1,-1,-1,68
10734,10,8,A,100,48,24,95,-1,76,0,53,90,-1,22
41322,8,5,B,44,11,63,-1,-1,109,32,-1,-1,-1,105
16325,3,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
11426,1,2,B,108,-1,-1,-1,-1,38,-1,-1,-1,-1,111
34031,2,2,B,114,-1,-1,-1,-1,54,-1,-1,-1,-1,2
31868,14,7,A,72,55,8,-1,-1,17,93,36,10,-1,109
44756,12,3,A,37,-1,-1,-1,-1,53,76,-1,-1,-1,96
10504,2,7,A,36,95,49,-1,-1,4,26,117,90,-1,108
70,2,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
28203,10,5,B,100,19,68,-1,-1,21,45,-1,-1,-1,109
32825,6,1,B,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,35
23133,9,4,A,97,80,-1,-1,-1,118,40,-1,-1,-1,31
3510,9,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,113
32846,10,1,B,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
581,1,3,A,83,-1,-1,-1,-1,108,84,-1,-1,-1,110
25429,3,6,B,119,110,86,-1,-1,84,108,100,-1,-1,51
42686,8,6,B,19,108,84,-1,-1,119,16,10,-1,-1,39
31306,14,4,A,72,55,-1,-1,-1,17,113,-1,-1,-1,8
7029,10,9,B,50,94,93,36,60,20,72,55,58,-1,4
7155,5,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100
41912,0,2,B,25,-1,-1,-1,-1,45,-1,-1,-1,-1,21
34627,14,6,B,20,59,106,-1,-1,117,90,35,-1,-1,94
35589,8,6,B,44,13,89,-1,-1,59,106,0,-1,-1,2
9141,6,1,B,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,63
17681,1,1,B,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
39209,7,9,B,36,95,49,23,70,4,26,117,68,-1,90
32905,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
1490,4,1,B,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
18751,4,5,B,72,55,8,-1,-1,17,69,-1,-1,-1,113
6245,11,2,B,108,-1,-1,-1,-1,38,-1,-1,-1,-1,86
8692,0,6,B,75,28,77,-1,-1,95,87,73,-1,-1,21
14680,9,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
3211,2,4,A,111,47,-1,-1,-1,26,54,-1,-1,-1,46
35707,10,7,A,100,19,68,-1,-1,21,45,109,32,-1,119
40492,0,4,A,100,65,-1,-1,-1,97,46,-1,-1,-1,18
24607,11,3,A,108,-1,-1,-1,-1,38,88,-1,-1,-1,51
41600,12,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111
21840,2,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
19832,0,6,B,50,94,16,-1,-1,20,49,58,-1,-1,56
16366,8,3,A,44,-1,-1,-1,-1,59,106,-1,-1,-1,61
16726,12,2,B,111,-1,-1,-1,-1,26,-1,-1,-1,-1,54
6904,0,9,B,0,72,44,20,74,104,46,97,78,-1,73
31542,0,6,B,25,66,68,-1,-1,45,21,59,-1,-1,80
16329,3,8,A,19,108,84,5,-1,119,16,55,8,-1,32
25065,5,1,B,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
214,12,9,B,36,72,49,95,48,4,1,16,42,-1,118
41659,1,9,B,108,51,27,50,79,38,111,64,48,-1,97
16367,8,4,A,44,61,-1,-1,-1,59,106,-1,-1,-1,37
11578,12,6,B,61,24,23,-1,-1,4,26,42,-1,-1,28
18871,0,3,A,25,-1,-1,-1,-1,20,72,-1,-1,-1,66
32118,6,5,B,8,105,56,-1,-1,32,108,-1,-1,-1,11
33928,5,8,A,100,48,24,97,-1,76,0,117,90,-1,46
17403,2,6,B,11,45,98,-1,-1,4,101,68,-1,-1,115
18786,13,5,B,44,11,37,-1,-1,9,33,-1,-1,-1,101
43112,9,3,A,22,-1,-1,-1,-1,68,42,-1,-1,-1,105
21287,3,6,B,44,63,11,-1,-1,109,32,0,-1,-1,76
29012,7,5,B,111,47,46,-1,-1,54,26,-1,-1,-1,65
19466,2,2,B,36,-1,-1,-1,-1,4,-1,-1,-1,-1,26
30034,13,9,B,69,87,113,95,89,59,106,0,28,-1,77
28628,9,4,A,72,55,-1,-1,-1,17,69,-1,-1,-1,8
20068,0,4,A,75,53,-1,-1,-1,95,87,-1,-1,-1,76
11799,9,9,B,47,105,8,56,58,19,17,10,60,-1,89
23157,2,2,B,36,-1,-1,-1,-1,4,-1,-1,-1,-1,75
16621,7,5,B,11,45,98,-1,-1,101,4,-1,-1,-1,115
44743,11,6,B,108,51,100,-1,-1,38,111,64,-1,-1,89
18295,12,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
37331,7,2,B,61,-1,-1,-1,-1,4,-1,-1,-1,-1,26
25292,4,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,113
39128,1,4,A,58,54,-1,-1,-1,63,110,-1,-1,-1,50
6985,7,2,B,36,-1,-1,-1,-1,4,-1,-1,-1,-1,26
21666,13,6,B,44,63,11,-1,-1,109,32,105,-1,-1,8
6623,3,5,B,94,35,113,-1,-1,84,108,-1,-1,-1,5
5323,6,7,A,108,51,27,-1,-1,38,111,64,89,-1,0
11052,4,6,B,22,55,8,-1,-1,68,117,90,-1,-1,36
39008,6,8,A,58,54,2,1,-1,114,63,99,98,-1,50
20078,2,7,A,36,72,45,-1,-1,4,75,66,68,-1,55
22508,10,6,B,100,48,24,-1,-1,76,0,53,-1,-1,90
26637,6,4,A,33,85,-1,-1,-1,55,8,-1,-1,-1,89
28880,12,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
16749,6,9,B,8,0,76,53,27,85,14,13,89,-1,71
7738,6,5,B,58,54,2,-1,-1,63,35,-1,-1,-1,98
19412,0,7,A,50,94,93,-1,-1,20,72,55,58,-1,36
27059,3,8,A,69,113,87,89,-1,59,106,0,77,-1,60
35406,4,3,A,22,-1,-1,-1,-1,68,17,-1,-1,-1,55
28719,4,9,B,72,20,58,54,77,17,113,89,60,-1,10
1829,14,9,B,72,59,55,106,80,93,66,37,14,-1,85
9976,13,4,A,94,88,-1,-1,-1,7,84,-1,-1,-1,38
12506,9,1,B,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,93
15331,2,2,B,36,-1,-1,-1,-1,4,-1,-1,-1,-1,1
17582,3,5,B,19,108,84,-1,-1,119,16,-1,-1,-1,110
14001,12,2,B,61,-1,-1,-1,-1,4,-1,-1,-1,-1,26
11711,2,2,B,86,-1,-1,-1,-1,79,-1,-1,-1,-1,78
7374,13,9,B,19,108,84,80,82,119,16,38,88,-1,112
776,1,4,A,58,54,-1,-1,-1,63,11,-1,-1,-1,2
11195,6,4,A,58,54,-1,-1,-1,110,86,-1,-1,-1,2
6433,14,7,A,72,55,8,-1,-1,17,69,113,89,-1,105
41276,12,3,A,36,-1,-1,-1,-1,4,26,-1,-1,-1,95
24889,4,9,B,21,40,117,17,18,98,99,32,84,-1,108
5672,14,7,A,72,55,8,-1,-1,17,69,113,87,-1,56
34073,11,5,B,58,4,75,-1,-1,36,114,-1,-1,-1,72
30875,4,1,B,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
23632,4,3,A,22,-1,-1,-1,-1,68,117,-1,-1,-1,55
5260,8,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69
30148,1,4,A,108,51,-1,-1,-1,38,64,-1,-1,-1,100
19557,11,6,B,108,51,100,-1,-1,38,64,97,-1,-1,46
23222,8,2,B,19,-1,-1,-1,-1,119,-1,-1,-1,-1,16
32625,2,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
25231,10,1,B,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,95
17516,6,4,A,58,54,-1,-1,-1,63,110,-1,-1,-1,50
12883,9,6,B,22,55,8,-1,-1,68,74,85,-1,-1,36
23927,8,5,B,44,11,63,-1,-1,109,32,-1,-1,-1,0
49,7,9,B,111,47,49,73,95,26,54,118,117,-1,40
4413,1,8,A,33,9,105,101,-1,108,11,87,10,-1,2
30427,12,6,B,86,73,49,-1,-1,4,52,25,-1,-1,66
16660,14,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,69
27320,7,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
24848,11,7,A,8,105,2,-1,-1,88,38,64,110,-1,54
4119,10,8,A,25,68,66,117,-1,70,22,55,6,-1,90
10277,12,5,B,36,95,49,-1,-1,4,26,-1,-1,-1,117
31013,7,7,A,36,49,95,-1,-1,4,1,117,16,-1,73
16680,11,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,64
14875,3,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
4384,11,9,B,108,51,75,15,65,38,88,70,22,-1,6
36242,3,7,A,94,35,113,-1,-1,84,108,51,5,-1,89
27142,0,5,B,100,48,24,-1,-1,76,0,-1,-1,-1,19
13683,7,6,B,11,45,98,-1,-1,101,4,40,-1,-1,68
17224,6,8,A,108,51,77,50,-1,110,86,73,97,-1,28
35452,1,5,B,8,54,2,-1,-1,64,89,-1,-1,-1,48
14459,7,8,A,111,47,49,95,-1,26,54,118,40,-1,48
26786,6,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,38
33925,5,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100
18817,4,4,A,47,8,-1,-1,-1,17,19,-1,-1,-1,105
745,13,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
42263,2,7,A,11,45,21,-1,-1,101,4,68,115,-1,73
15590,7,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
22132,11,6,B,108,51,75,-1,-1,38,88,70,-1,-1,22
44619,13,5,B,44,11,63,-1,-1,109,32,-1,-1,-1,0
2007,3,4,A,94,35,-1,-1,-1,34,31,-1,-1,-1,112
34500,8,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
1707,2,4,A,111,47,-1,-1,-1,26,54,-1,-1,-1,99
17707,10,7,A,0,72,44,-1,-1,104,46,97,73,-1,65
30567,12,3,A,111,-1,-1,-1,-1,26,54,-1,-1,-1,47
44303,7,6,B,61,24,23,-1,-1,4,26,15,-1,-1,42
5579,5,9,B,25,66,68,39,10,70,22,55,56,-1,8
1012,10,5,B,0,94,93,-1,-1,95,49,-1,-1,-1,22
33063,12,8,A,11,24,48,20,-1,101,4,42,28,-1,72
38574,13,8,A,94,35,37,93,-1,108,84,2,1,-1,36
22710,10,1,B,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
16372,1,4,A,108,32,-1,-1,-1,38,111,-1,-1,-1,84
13035,5,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25
43894,3,8,A,94,35,113,89,-1,84,108,51,5,-1,64
3375,8,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
29919,9,9,B,97,108,84,5,51,17,69,113,60,-1,89
37921,11,1,B,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
19568,5,6,B,100,19,66,-1,-1,21,73,80,-1,-1,31
38515,13,1,B,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,119
31286,12,5,B,36,49,95,-1,-1,4,1,-1,-1,-1,117
36102,4,6,B,72,55,8,-1,-1,93,17,36,-1,-1,10
879,12,9,B,11,45,21,73,108,101,4,68,115,-1,119
4086,10,3,A,0,-1,-1,-1,-1,104,46,-1,-1,-1,76
19395,8,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
17287,7,2,B,11,-1,-1,-1,-1,101,-1,-1,-1,-1,4
2457,11,5,B,108,51,4,-1,-1,38,36,-1,-1,-1,64
22639,12,9,B,36,49,95,48,97,4,1,117,16,-1,90
16356,2,3,A,36,-1,-1,-1,-1,4,26,-1,-1,-1,95
43361,11,2,B,8,-1,-1,-1,-1,6,-1,-1,-1,-1,112
11807,2,2,B,11,-1,-1,-1,-1,101,-1,-1,-1,-1,4
4348,7,7,A,111,47,49,-1,-1,26,54,118,40,-1,95
1536,7,3,A,111,-1,-1,-1,-1,26,54,-1,-1,-1,47
18788,13,7,A,44,11,37,-1,-1,9,33,101,2,-1,89
11963,8,7,A,44,61,38,-1,-1,59,106,0,51,-1,64
24758,5,3,A,100,-1,-1,-1,-1,21,45,-1,-1,-1,19
2571,4,5,B,72,55,8,-1,-1,17,69,-1,-1,-1,113
34577,11,6,B,108,32,84,-1,-1,38,111,88,-1,-1,64
2286,10,3,A,0,-1,-1,-1,-1,104,46,-1,-1,-1,72
17417,8,4,A,119,110,-1,-1,-1,84,108,-1,-1,-1,86
19295,5,2,B,25,-1,-1,-1,-1,45,-1,-1,-1,-1,21
6939,9,8,A,97,80,31,0,-1,118,40,89,113,-1,78
30587,3,6,B,44,63,11,-1,-1,109,32,101,-1,-1,0
11636,11,2,B,8,-1,-1,-1,-1,85,-1,-1,-1,-1,14
37313,13,7,A,44,63,11,-1,-1,109,32,0,76,-1,22
38122,5,6,B,50,94,16,-1,-1,20,96,34,-1,-1,108
5940,1,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108
17416,8,1,B,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,84
14277,11,4,A,8,105,-1,-1,-1,88,38,-1,-1,-1,55
15074,5,9,B,75,53,76,117,90,95,87,49,21,-1,73
16883,6,6,B,8,100,77,-1,-1,89,113,60,-1,-1,37
3488,8,7,A,44,61,37,-1,-1,59,106,0,2,-1,89
15652,5,4,A,100,22,-1,-1,-1,76,0,-1,-1,-1,95
6890,1,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,61
44049,0,9,B,100,19,65,68,92,21,73,7,31,-1,80
35225,0,3,A,0,-1,-1,-1,-1,95,49,-1,-1,-1,94
36090,7,3,A,86,-1,-1,-1,-1,4,1,-1,-1,-1,73
26449,11,9,B,108,51,0,54,2,38,111,64,89,-1,48
17982,3,5,B,19,80,82,-1,-1,119,16,-1,-1,-1,112
44221,13,4,A,44,13,-1,-1,-1,59,106,-1,-1,-1,89
12160,3,2,B,94,-1,-1,-1,-1,84,-1,-1,-1,-1,108
18670,12,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86
1590,1,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
37908,14,5,B,47,105,8,-1,-1,19,17,-1,-1,-1,10
28736,6,3,A,108,-1,-1,-1,-1,38,88,-1,-1,-1,51
31509,6,7,A,108,51,100,-1,-1,38,64,72,48,-1,19
23796,1,1,B,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,25
33683,11,5,B,108,51,100,-1,-1,38,64,-1,-1,-1,97
11594,7,8,A,36,49,95,73,-1,4,1,117,16,-1,21
17192,5,4,A,0,72,-1,-1,-1,104,46,-1,-1,-1,44
32662,10,3,A,50,-1,-1,-1,-1,20,77,-1,-1,-1,73
25564,11,9,B,8,105,56,79,2,6,112,38,64,-1,48
5158,2,7,A,86,73,20,-1,-1,1,2,101,4,-1,24
40107,7,3,A,11,-1,-1,-1,-1,101,4,-1,-1,-1,24
7,4,4,A,72,55,-1,-1,-1,17,113,-1,-1,-1,8
8934,14,7,A,72,20,58,-1,-1,17,113,69,89,-1,77
37024,5,9,B,50,94,93,36,60,20,72,55,58,-1,4
15821,5,1,B,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,45
27554,11,9,B,8,105,56,88,64,32,108,84,11,-1,10
3798,5,4,A,0,72,-1,-1,-1,104,46,-1,-1,-1,44
27622,4,5,B,97,108,84,-1,-1,17,69,-1,-1,-1,113
32832,1,7,A,108,51,25,-1,-1,38,88,70,22,-1,15
44088,7,7,A,11,45,98,-1,-1,101,4,40,68,-1,21
23630,4,1,B,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,68
41202,3,5,B,69,113,87,-1,-1,84,108,-1,-1,-1,100
37482,7,6,B,111,47,49,-1,-1,26,54,117,-1,-1,90
4883,10,8,A,25,66,68,10,-1,45,21,59,32,-1,14
28762,4,6,B,47,58,56,-1,-1,17,19,10,-1,-1,113
27715,1,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,38
40066,4,2,B,47,-1,-1,-1,-1,17,-1,-1,-1,-1,19
20958,13,7,A,69,113,87,-1,-1,59,106,0,28,-1,95
24639,0,8,A,100,22,70,74,-1,76,0,53,90,-1,95
8790,2,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
419,3,7,A,44,11,63,-1,-1,109,32,105,8,-1,89
5879,8,9,B,44,13,89,60,37,59,106,0,2,-1,53
14076,6,3,A,108,-1,-1,-1,-1,38,111,-1,-1,-1,51
43354,10,7,A,75,53,76,-1,-1,95,87,21,49,-1,117
41675,6,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58
3758,1,5,B,33,101,9,-1,-1,108,11,-1,-1,-1,37
33104,11,7,A,8,56,105,-1,-1,6,112,38,64,-1,79
34661,14,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,113
13069,9,9,B,72,55,8,29,51,17,113,89,60,-1,10
13664,3,9,B,69,87,113,89,60,59,106,0,51,-1,77
22471,2,2,B,36,-1,-1,-1,-1,4,-1,-1,-1,-1,1
655,6,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,38
37877,0,4,A,25,66,-1,-1,-1,70,22,-1,-1,-1,68
33890,5,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100
37315,4,2,B,47,-1,-1,-1,-1,19,-1,-1,-1,-1,17
10593,9,4,A,97,108,-1,-1,-1,17,69,-1,-1,-1,84
6020,2,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111
12000,2,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
42445,3,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
36300,5,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
26778,13,6,B,19,88,38,-1,-1,7,84,105,-1,-1,8
38252,11,6,B,6,53,79,-1,-1,11,37,89,-1,-1,60
37517,2,6,B,86,73,21,-1,-1,52,101,40,-1,-1,119
38217,10,5,B,100,19,66,-1,-1,21,73,-1,-1,-1,80
31425,13,1,B,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,84
42980,11,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108
43402,7,5,B,36,95,49,-1,-1,4,26,-1,-1,-1,117
44539,9,9,B,97,108,84,5,51,17,69,113,60,-1,89
4519,1,7,A,8,54,2,-1,-1,110,86,48,24,-1,50
32495,13,1,B,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,119
35573,7,7,A,36,95,49,-1,-1,4,26,117,90,-1,108
19718,1,8,A,8,64,89,60,-1,6,32,53,25,-1,113
1819,5,7,A,50,94,93,-1,-1,20,74,58,59,-1,65
16296,3,3,A,44,-1,-1,-1,-1,109,32,-1,-1,-1,63
39603,14,8,A,97,80,31,78,-1,118,40,114,12,-1,54
36363,2,7,A,36,49,95,-1,-1,4,1,117,90,-1,57
9532,11,4,A,33,9,-1,-1,-1,108,84,-1,-1,-1,30
18378,5,6,B,0,94,72,-1,-1,104,46,97,-1,-1,48
43165,9,1,B,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
4155,4,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97
5707,9,5,B,97,80,31,-1,-1,118,40,-1,-1,-1,114
41221,10,1,B,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,45
13272,2,7,A,111,47,49,-1,-1,54,26,118,40,-1,95
19949,3,9,B,44,61,37,24,35,59,106,0,53,-1,2
5697,4,4,A,22,6,-1,-1,-1,68,117,-1,-1,-1,55
2982,13,2,B,19,-1,-1,-1,-1,119,-1,-1,-1,-1,16
128,3,7,A,94,35,38,-1,-1,30,17,100,3,-1,112
44960,3,1,B,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,119
36276,4,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,113
33136,13,3,A,69,-1,-1,-1,-1,84,108,-1,-1,-1,87
26709,7,9,B,64,20,72,48,96,53,76,0,94,-1,16
18590,0,2,B,100,-1,-1,-1,-1,21,-1,-1,-1,-1,73
32132,9,3,A,47,-1,-1,-1,-1,17,19,-1,-1,-1,8
25390,4,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
29884,5,9,B,0,94,40,118,41,20,71,7,58,-1,84
3593,3,8,A,19,108,84,51,-1,119,16,37,10,-1,5
3000,0,1,B,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,45
14625,5,2,B,100,-1,-1,-1,-1,76,-1,-1,-1,-1,0
15541,9,2,B,22,-1,-1,-1,-1,68,-1,-1,-1,-1,117
14611,7,1,B,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,101
110,3,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94
36520,2,2,B,11,-1,-1,-1,-1,101,-1,-1,-1,-1,4
28707,11,3,A,108,-1,-1,-1,-1,38,36,-1,-1,-1,51
17971,11,2,B,108,-1,-1,-1,-1,38,-1,-1,-1,-1,88
15109,8,8,A,19,108,84,51,-1,119,16,10,39,-1,5
1557,5,7,A,25,66,68,-1,-1,45,21,59,106,-1,119
6132,1,5,B,33,9,30,-1,-1,108,84,-1,-1,-1,61
32057,2,6,B,11,45,98,-1,-1,101,4,40,-1,-1,68
17202,12,2,B,61,-1,-1,-1,-1,4,-1,-1,-1,-1,26
109,5,9,B,50,94,16,40,119,20,96,34,108,-1,84
3789,9,8,A,72,55,8,51,-1,17,113,89,60,-1,54
35132,9,7,A,97,108,84,-1,-1,17,69,113,60,-1,5
29485,12,2,B,11,-1,-1,-1,-1,101,-1,-1,-1,-1,4
44607,4,5,B,72,55,8,-1,-1,17,93,-1,-1,-1,36
843,0,5,B,50,73,97,-1,-1,20,77,-1,-1,-1,58
33178,13,8,A,44,63,11,22,-1,109,32,101,0,-1,98
44819,13,8,A,19,108,84,51,-1,119,16,10,39,-1,5
19770,10,1,B,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,70
27619,10,9,B,100,19,68,119,16,21,45,109,32,-1,84
35469,7,9,B,36,95,49,108,32,4,26,117,90,-1,53
7264,0,9,B,100,19,66,68,65,21,73,80,31,-1,82
34933,4,7,A,72,20,58,-1,-1,17,113,69,65,-1,56
25076,6,4,A,108,32,-1,-1,-1,38,111,-1,-1,-1,84
4564,2,9,B,36,49,95,57,6,4,1,117,90,-1,53
21215,4,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,113
20480,8,1,B,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,109
40135,9,1,B,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,68
6224,2,9,B,61,24,23,70,22,4,101,115,119,-1,91
22602,14,6,B,22,55,8,-1,-1,68,74,85,-1,-1,36
22904,7,9,B,11,45,98,99,21,4,101,115,68,-1,19
3693,8,6,B,44,63,11,-1,-1,109,32,105,-1,-1,8
2495,0,1,B,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
22456,12,3,A,111,-1,-1,-1,-1,26,54,-1,-1,-1,47
42921,3,2,B,69,-1,-1,-1,-1,59,-1,-1,-1,-1,106
10268,12,8,A,36,72,20,99,-1,4,1,2,101,-1,98
7743,13,6,B,19,80,82,-1,-1,119,16,112,-1,-1,113
26752,8,4,A,94,114,-1,-1,-1,80,31,-1,-1,-1,35
17385,1,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,38
21958,12,6,B,111,47,49,-1,-1,26,54,118,-1,-1,40
28275,9,5,B,97,5,108,-1,-1,17,118,-1,-1,-1,10
1826,14,5,B,72,59,55,-1,-1,93,66,-1,-1,-1,37
39153,4,7,A,97,108,84,-1,-1,17,69,113,60,-1,5
40575,3,3,A,94,-1,-1,-1,-1,84,108,-1,-1,-1,35
33129,11,5,B,58,75,52,-1,-1,35,112,-1,-1,-1,98
39573,9,3,A,72,-1,-1,-1,-1,93,18,-1,-1,-1,55
14192,14,4,A,72,20,-1,-1,-1,17,113,-1,-1,-1,58
23169,8,8,A,119,110,86,73,-1,84,108,100,51,-1,97
13648,11,4,A,108,51,-1,-1,-1,38,111,-1,-1,-1,0
27858,0,5,B,100,19,66,-1,-1,21,73,-1,-1,-1,7
13695,13,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
40168,5,7,A,100,19,68,-1,-1,21,45,7,109,-1,92
6988,7,8,A,36,95,49,73,-1,4,26,117,90,-1,21
1671,12,5,B,111,47,49,-1,-1,26,54,-1,-1,-1,43
20292,2,5,B,87,69,113,-1,-1,38,2,-1,-1,-1,101
2761,8,2,B,19,-1,-1,-1,-1,7,-1,-1,-1,-1,109
39554,7,8,A,111,47,49,95,-1,26,54,118,40,-1,48
2531,0,5,B,25,66,68,-1,-1,70,22,-1,-1,-1,55
16721,6,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,110
16831,7,2,B,61,-1,-1,-1,-1,4,-1,-1,-1,-1,51
34847,0,5,B,101,115,19,-1,-1,24,48,-1,-1,-1,100
14467,5,3,A,25,-1,-1,-1,-1,45,21,-1,-1,-1,66
20370,0,2,B,100,-1,-1,-1,-1,21,-1,-1,-1,-1,73
12407,12,2,B,111,-1,-1,-1,-1,26,-1,-1,-1,-1,54
219,12,7,A,111,47,49,-1,-1,26,54,118,40,-1,95
9672,1,5,B,108,51,25,-1,-1,38,88,-1,-1,-1,70
11032,12,7,A,111,47,49,-1,-1,26,54,118,117,-1,73
10575,5,2,B,25,-1,-1,-1,-1,45,-1,-1,-1,-1,21
11402,2,5,B,61,49,95,-1,-1,4,1,-1,-1,-1,117
15671,10,2,B,100,-1,-1,-1,-1,21,-1,-1,-1,-1,73
2289,10,8,A,0,72,44,65,-1,104,46,97,48,-1,116
34684,1,8,A,108,51,79,50,-1,38,86,14,110,-1,77
40031,7,5,B,11,45,98,-1,-1,101,4,-1,-1,-1,115
12230,0,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100
4199,9,9,B,97,108,84,5,51,17,69,113,60,-1,89
26859,4,9,B,72,20,58,56,8,17,113,69,65,-1,89
31228,13,5,B,19,108,84,-1,-1,119,16,-1,-1,-1,10
2342,12,4,A,11,24,-1,-1,-1,101,4,-1,-1,-1,48
11660,2,3,A,111,-1,-1,-1,-1,1,54,-1,-1,-1,47
40482,14,6,B,22,105,8,-1,-1,68,42,74,-1,-1,41
1786,7,4,A,36,95,-1,-1,-1,4,26,-1,-1,-1,49
25078,6,8,A,108,32,84,51,-1,38,111,88,64,-1,27
18716,1,4,A,8,100,-1,-1,-1,89,113,-1,-1,-1,77
25325,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
