image_id,blank_row,blank_col,prop_0,prop_1,prop_2,prop_3,prop_4,difficulty,has_conditional,is_noisy
1993,0,0,2,1,0,1,1,3,1,0
1994,1,0,4,0,2,2,1,3,0,0
1995,2,3,3,4,0,2,0,3,1,0
1996,1,1,1,3,0,1,0,3,0,0
1997,1,0,0,0,0,0,0,3,1,0
1998,1,0,3,4,2,2,1,3,0,0
1999,2,2,4,3,1,2,1,3,1,0
2000,1,0,0,0,1,1,1,3,1,0
2001,2,3,5,4,0,2,1,3,1,0
2002,0,3,4,3,2,0,0,1,0,1
2003,2,2,4,2,2,1,1,3,0,0
2004,2,0,0,5,1,0,1,3,0,0
2005,1,2,0,3,2,0,1,3,1,0
2006,2,1,2,3,1,0,1,3,0,0
2007,0,3,1,3,1,0,0,3,0,0
2008,0,1,4,0,1,2,0,3,1,0
2009,1,1,5,3,2,0,0,3,0,0
2010,0,3,2,3,0,1,1,1,0,1
2011,0,1,0,1,1,0,1,3,1,0
2012,2,3,2,5,1,0,0,3,1,0
2013,2,2,2,0,2,0,1,3,1,0
2014,0,3,3,5,1,0,0,3,0,0
2015,2,1,3,4,0,1,1,2,0,0
2016,1,0,4,0,1,1,1,3,0,0
2017,1,1,4,5,2,0,1,3,0,0
2018,2,3,2,4,0,1,0,2,0,1
2019,0,1,5,1,0,2,0,3,0,0
2020,0,1,2,4,0,2,1,3,1,0
2021,2,2,5,2,1,1,0,3,1,0
2022,0,2,5,2,1,0,0,3,0,0
2023,1,2,0,0,1,1,0,3,0,0
2024,0,0,0,1,2,0,0,3,0,0
2025,0,0,4,1,1,0,1,2,0,0
2026,0,3,4,4,2,1,1,3,1,0
2027,1,2,2,2,0,2,1,1,0,0
2028,2,3,0,4,1,2,1,3,1,0
2029,2,3,5,3,0,0,1,3,1,0
2030,0,3,1,5,1,2,0,2,0,1
2031,0,1,3,4,0,0,1,3,1,0
2032,2,1,2,5,0,2,1,2,0,0
2033,1,3,0,5,2,2,1,2,0,0
2034,1,0,4,1,2,1,0,3,0,1
2035,0,1,3,3,0,1,0,3,1,0
2036,1,0,1,5,1,2,1,3,0,0
2037,2,0,1,5,2,0,1,2,0,1
2038,0,0,1,3,2,1,0,3,1,0
2039,0,2,2,5,0,0,0,3,1,1
2040,1,3,0,1,0,1,1,3,0,0
2041,2,0,0,4,0,1,1,2,0,0
2042,0,0,3,5,0,2,1,3,0,0
2043,2,3,4,1,2,1,0,3,0,0
2044,1,1,2,2,2,0,1,2,0,0
2045,1,0,5,4,2,0,1,3,1,0
2046,0,3,4,4,2,0,0,3,1,0
2047,0,1,4,1,1,1,1,3,0,1
2048,2,3,3,5,0,0,1,3,0,0
2049,1,1,3,5,2,0,0,3,1,0
2050,2,0,3,0,0,2,0,2,0,0
2051,2,1,3,1,1,0,1,3,0,0
2052,0,2,5,3,2,0,0,3,0,0
2053,0,0,1,2,0,0,0,1,0,0
2054,0,1,3,2,0,1,1,3,1,0
2055,2,3,3,5,0,1,0,3,1,0
2056,2,2,1,1,0,1,1,3,0,0
2057,1,0,2,4,1,0,0,3,0,0
2058,2,2,3,4,0,1,0,1,0,0
2059,2,0,1,1,0,1,1,3,0,0
2060,2,0,4,1,0,1,1,3,0,0
2061,0,2,3,0,0,1,1,3,0,0
2062,0,2,0,3,2,1,1,2,0,0
2063,2,2,1,4,1,2,0,3,1,0
2064,1,2,3,1,2,1,0,3,0,0
2065,1,2,5,4,0,2,1,3,0,0
2066,1,2,4,0,2,2,0,3,1,0
2067,0,1,2,0,1,1,1,3,0,0
2068,1,1,3,0,0,0,1,2,0,0
2069,1,3,4,5,1,0,0,3,1,0
2070,2,0,5,4,2,2,0,3,1,0
2071,1,2,0,0,0,1,0,3,1,1
2072,0,3,5,0,0,2,1,3,0,0
2073,0,3,0,1,0,1,0,3,0,0
2074,1,1,2,0,0,1,1,3,1,0
2075,2,3,4,2,0,1,0,3,0,1
2076,1,0,0,5,1,1,1,3,1,1
2077,0,3,0,0,1,0,0,3,0,1
2078,1,3,0,0,2,1,0,3,1,0
2079,1,0,2,5,2,2,1,3,1,0
2080,2,1,5,1,0,0,1,3,0,0
2081,2,2,4,4,2,0,1,3,0,0
2082,1,3,4,1,1,1,1,3,1,0
2083,1,1,5,5,2,2,0,3,1,0
2084,2,3,4,0,0,2,1,2,0,0
2085,2,3,5,4,0,2,0,3,1,0
2086,2,0,5,4,1,2,0,3,0,0
2087,0,3,2,0,0,2,1,2,0,1
2088,0,1,3,1,1,2,1,3,0,0
2089,1,3,3,1,1,0,0,3,0,0
2090,2,3,3,5,0,2,0,3,0,0
2091,1,3,1,1,0,1,0,3,0,0
2092,2,1,3,2,0,1,1,3,1,0
2093,0,1,0,1,2,0,0,3,1,0
2094,2,1,0,3,1,1,1,3,1,0
2095,0,1,3,0,1,0,1,3,0,0
2096,1,2,4,4,0,0,1,3,0,1
2097,1,3,4,2,2,0,1,3,1,1
2098,2,1,3,3,2,2,0,3,0,0
2099,1,2,4,5,2,1,1,3,0,0
2100,0,0,5,2,2,1,1,3,0,0
2101,2,1,1,3,0,1,0,2,0,0
2102,0,3,3,3,2,2,1,3,0,0
2103,0,3,0,5,0,1,1,3,0,0
2104,1,3,0,2,2,2,1,2,0,0
2105,2,3,2,3,2,2,0,2,0,0
2106,2,1,2,2,1,2,1,2,0,0
2107,2,0,0,0,2,0,0,3,1,0
2108,0,2,2,1,0,0,1,3,0,0
2109,2,0,4,3,2,2,0,2,0,0
2110,2,2,1,5,2,1,1,3,0,0
2111,1,3,2,3,0,0,1,2,0,0
2112,0,1,5,0,1,1,0,2,0,0
2113,0,1,2,5,2,1,0,3,1,0
2114,0,3,5,0,2,2,0,3,1,0
2115,1,0,4,2,0,1,0,3,1,1
2116,0,2,0,3,1,0,1,2,0,1
2117,2,1,5,5,0,0,0,2,0,0
2118,0,2,0,2,0,0,1,3,0,0
2119,0,3,4,0,0,2,1,3,1,0
2120,1,3,0,2,2,1,1,3,1,0
2121,0,3,3,1,1,2,1,3,1,0
2122,2,0,4,4,1,1,0,3,0,0
2123,1,1,3,0,2,1,0,3,0,1
2124,1,0,1,2,0,1,1,3,0,0
2125,1,2,1,2,1,2,1,3,1,0
2126,0,1,0,0,0,2,0,3,1,0
2127,1,3,2,3,0,0,0,3,0,0
2128,1,1,5,1,1,0,0,3,1,0
2129,2,0,2,3,2,2,1,2,0,0
2130,2,1,3,4,1,0,1,3,0,0
2131,0,2,3,2,1,0,0,3,0,0
2132,0,1,4,1,2,0,0,3,0,0
2133,0,2,2,3,1,2,0,2,0,0
2134,2,0,1,4,2,0,1,3,1,0
2135,2,1,1,0,0,2,0,3,0,0
2136,1,2,1,4,2,0,1,2,0,0
2137,0,0,5,2,2,2,1,3,1,1
2138,2,3,0,5,0,2,1,3,1,0
2139,0,2,0,5,2,1,0,3,0,1
2140,0,1,2,2,1,1,0,3,1,0
2141,2,1,1,1,0,1,1,3,1,0
2142,2,3,5,1,0,2,0,3,0,0
2143,0,3,4,5,1,1,1,3,0,0
2144,2,1,5,2,2,2,0,2,0,0
2145,2,0,2,1,0,0,0,3,1,0
2146,0,2,3,3,0,2,1,3,1,0
2147,2,3,5,4,2,2,1,3,0,0
2148,0,2,3,4,0,1,1,3,0,0
2149,2,2,5,3,1,2,1,3,1,0
2150,0,3,4,4,2,0,1,3,0,0
2151,0,3,0,3,1,0,1,3,1,0
2152,2,1,4,4,1,1,0,3,1,0
2153,0,0,2,4,1,1,1,3,1,0
2154,2,2,1,1,1,2,1,3,0,0
2155,0,0,2,5,0,2,0,2,0,0
2156,0,2,3,4,0,0,0,3,1,0
2157,0,0,3,1,1,0,1,3,0,0
2158,1,3,5,5,1,2,0,2,0,0
2159,1,1,1,4,2,1,1,3,1,0
2160,0,2,5,2,2,0,0,3,1,0
2161,1,2,5,1,0,2,1,1,0,1
2162,2,1,2,3,0,2,0,3,0,1
2163,1,3,0,4,1,1,1,2,0,0
2164,0,0,3,5,0,2,1,3,1,0
2165,1,1,3,2,0,1,1,3,1,0
2166,1,2,2,5,0,0,1,3,0,0
2167,1,1,3,5,0,0,1,2,0,0
2168,1,0,1,4,2,1,1,2,0,0
2169,0,2,0,3,2,0,1,3,1,0
2170,0,3,5,0,2,2,1,2,0,0
2171,1,2,4,4,2,0,0,3,0,0
2172,1,1,1,0,2,0,0,3,0,1
2173,0,2,4,3,0,1,0,2,0,1
2174,2,2,1,0,1,2,1,3,0,0
2175,0,3,4,3,0,0,1,3,0,0
2176,2,2,5,0,1,1,1,3,1,0
2177,2,0,3,3,0,0,1,3,0,0
2178,1,2,4,4,0,1,0,3,1,0
2179,1,0,0,0,2,2,0,3,0,0
2180,1,2,0,0,1,1,1,3,1,0
2181,0,3,3,2,2,1,1,2,0,0
2182,2,1,3,5,1,2,1,1,0,1
2183,1,0,1,0,2,0,1,3,0,0
2184,2,1,0,2,0,2,0,3,1,0
2185,0,0,1,5,0,1,1,3,0,0
2186,0,1,1,3,1,2,1,2,0,0
2187,1,3,2,2,1,0,1,2,0,0
2188,1,1,4,1,0,2,0,2,0,0
2189,1,0,3,2,1,2,0,2,0,0
2190,2,3,2,5,1,1,0,3,0,0
2191,1,3,5,3,2,0,0,3,1,0
2192,1,2,4,4,0,0,1,2,0,0
2193,1,0,0,0,1,0,1,3,0,0
2194,1,0,5,5,1,0,1,3,1,0
2195,2,2,2,2,0,1,0,3,0,0
2196,1,0,1,1,2,2,0,2,0,0
2197,2,1,2,3,0,1,1,1,0,0
2198,0,3,4,3,2,0,1,3,0,1
2199,0,2,3,3,1,2,0,3,1,0
2200,2,1,0,4,1,2,0,3,0,0
2201,1,3,2,3,2,2,1,3,1,0
2202,0,2,5,5,0,2,1,3,1,0
2203,1,1,4,1,0,1,0,3,0,0
2204,2,1,0,1,0,1,0,3,0,1
2205,1,0,3,3,0,0,0,3,1,0
2206,2,2,0,4,1,2,0,3,0,0
2207,0,3,3,1,1,0,1,2,0,1
2208,2,3,4,4,1,0,0,3,1,0
2209,2,0,0,0,2,1,1,2,0,0
2210,2,0,0,2,0,2,0,3,1,0
2211,1,3,0,2,0,0,0,3,0,1
2212,1,1,3,5,2,0,1,3,0,0
2213,1,1,1,2,2,0,1,3,0,1
2214,0,2,3,5,2,1,0,3,1,1
2215,1,0,4,1,2,1,1,3,0,0
2216,0,1,1,4,0,0,0,3,0,0
2217,1,1,4,5,1,0,0,3,1,0
2218,0,2,3,3,2,0,1,1,0,1
2219,0,1,0,0,0,2,0,3,0,0
2220,2,3,0,5,2,2,1,3,1,0
2221,2,0,2,3,2,0,0,3,0,1
2222,0,3,3,1,2,0,1,3,0,1
2223,2,1,2,0,0,2,1,3,0,0
2224,1,2,3,1,0,2,0,3,0,0
2225,1,3,0,4,1,0,1,3,1,0
2226,1,0,5,3,1,2,0,3,0,0
2227,0,1,2,0,1,1,0,3,0,0
2228,1,0,5,0,0,1,0,2,0,0
2229,2,3,0,2,0,2,1,3,0,0
2230,1,0,1,5,0,0,0,3,0,0
2231,0,1,0,5,0,1,1,3,0,0
2232,2,1,1,4,0,2,1,3,0,0
2233,1,0,2,1,1,2,0,3,0,0
2234,0,0,2,3,0,0,0,1,0,0
2235,1,1,2,3,0,1,1,3,1,0
2236,2,0,3,0,1,1,0,2,0,0
2237,0,0,1,4,2,0,1,3,0,1
2238,1,3,3,2,2,1,0,3,0,0
2239,0,3,4,4,2,0,1,3,0,0
2240,2,0,4,0,0,0,0,2,0,0
2241,0,3,5,2,1,1,0,3,0,0
2242,0,0,0,5,2,2,1,3,1,0
2243,0,2,5,4,1,1,0,3,0,0
2244,2,3,3,3,2,0,0,3,0,0
2245,2,1,2,4,1,0,1,3,1,0
2246,1,2,2,4,1,0,0,3,0,1
2247,1,0,0,1,2,1,0,3,1,1
2248,0,0,0,1,0,1,1,3,0,0
2249,2,1,1,3,2,1,1,3,1,0
2250,0,2,4,1,0,1,1,3,0,0
2251,0,0,3,1,2,2,0,3,0,1
2252,2,0,4,2,1,2,1,3,1,0
2253,2,1,5,5,1,0,0,3,0,0
2254,2,2,1,4,0,2,1,3,0,0
2255,1,0,1,2,0,1,1,2,0,0
2256,0,0,5,5,2,1,1,3,0,0
2257,1,1,2,4,0,1,0,3,0,0
2258,0,3,5,0,0,1,1,3,1,0
2259,2,0,1,1,1,2,0,3,0,1
2260,1,3,1,1,0,1,0,2,0,1
2261,2,3,1,2,2,0,1,3,1,0
2262,1,1,2,0,1,1,1,2,0,0
2263,0,1,0,2,2,1,0,3,0,0
2264,0,2,1,4,1,1,1,3,0,0
2265,1,0,5,2,1,1,0,3,1,0
2266,2,1,0,0,0,0,1,3,1,0
2267,0,1,3,3,0,1,0,3,0,0
2268,0,0,5,0,0,1,1,3,1,0
2269,0,2,5,3,1,1,1,3,0,0
2270,0,0,2,3,2,2,1,3,0,0
2271,2,1,1,1,0,0,1,3,1,0
2272,0,1,4,0,2,2,0,3,0,0
2273,1,2,3,3,2,1,0,2,0,0
2274,2,0,0,3,1,0,0,3,0,0
2275,1,0,3,1,2,2,0,2,0,1
2276,0,0,2,5,1,0,1,2,0,0
2277,0,0,5,4,0,0,1,3,0,0
2278,0,3,0,5,0,2,0,1,0,0
2279,1,3,0,3,2,0,0,3,1,0
2280,1,1,3,3,0,1,1,2,0,0
2281,2,0,4,3,0,2,1,2,0,1
2282,1,2,3,1,1,2,0,3,0,0
2283,0,2,4,3,2,2,1,3,0,1
2284,1,3,1,5,0,2,1,3,0,0
2285,0,2,4,4,0,2,1,3,0,0
2286,2,0,3,5,1,0,1,3,1,0
2287,0,0,0,2,2,0,1,3,0,0
2288,0,1,2,2,0,0,1,3,0,1
2289,2,2,1,1,2,0,1,3,1,0
2290,1,3,1,0,1,2,0,2,0,0
2291,2,1,3,5,2,1,1,2,0,0
2292,1,2,2,4,1,1,1,2,0,0
2293,1,0,5,2,0,2,0,3,0,0
2294,1,1,4,0,1,1,0,3,0,0
2295,1,1,4,2,2,0,0,1,0,0
2296,2,3,4,4,0,0,1,2,0,0
2297,2,2,2,0,1,1,1,2,0,0
2298,0,0,5,4,2,0,0,3,0,0
2299,0,1,2,3,2,2,1,3,0,1
2300,1,3,1,5,1,0,1,3,1,0
2301,1,3,1,2,0,1,1,2,0,1
2302,1,0,4,3,0,0,0,3,0,0
2303,2,0,0,5,1,2,0,3,0,0
2304,1,2,3,2,1,1,1,1,0,0
2305,2,3,5,0,0,0,1,3,1,0
2306,0,0,3,5,1,0,0,3,0,0
2307,2,2,3,5,0,2,1,3,0,0
2308,2,0,3,0,0,2,0,3,0,0
2309,2,0,3,1,0,0,1,3,1,0
2310,1,0,0,3,1,1,1,3,0,0
2311,2,1,1,4,1,2,1,2,0,1
2312,1,2,1,2,1,2,1,3,0,0
2313,0,2,0,5,1,1,1,2,0,0
2314,1,3,2,4,2,0,1,3,0,0
2315,1,0,0,2,2,1,1,1,0,0
2316,2,3,3,2,0,0,0,3,1,1
2317,0,0,1,3,0,2,1,2,0,1
2318,2,0,3,0,1,1,1,3,0,0
2319,2,3,0,1,2,1,1,1,0,0
2320,0,0,5,2,0,0,0,3,1,0
2321,0,0,4,5,0,2,1,3,0,1
2322,0,3,0,2,1,0,1,3,0,0
2323,2,3,0,1,1,2,1,2,0,0
2324,1,0,5,3,2,0,0,3,1,0
2325,1,2,1,2,2,1,0,3,1,0
2326,0,0,3,1,1,1,0,3,0,0
2327,0,3,1,0,0,1,1,3,0,1
2328,2,0,1,5,2,2,0,3,1,0
2329,0,3,2,2,1,1,1,3,1,0
2330,1,1,3,2,0,0,0,3,1,0
2331,2,0,3,1,2,2,1,3,0,0
2332,2,1,5,1,2,2,1,3,1,0
2333,0,3,1,2,1,1,0,3,0,0
2334,2,0,1,4,1,0,0,3,0,0
2335,0,2,4,0,0,1,0,3,1,0
2336,1,3,1,1,1,1,1,1,0,0
2337,1,0,0,5,1,1,0,2,0,0
2338,2,1,4,2,0,1,0,3,1,0
2339,2,0,0,1,2,1,1,3,0,0
2340,2,1,4,2,1,2,1,3,0,1
2341,2,0,4,3,0,1,0,2,0,0
2342,0,2,1,3,0,1,1,1,0,0
2343,1,0,1,1,1,2,1,2,0,0
2344,2,2,0,5,1,2,0,2,0,0
2345,1,1,1,0,0,0,1,3,0,0
2346,2,1,0,4,2,2,0,3,0,0
2347,0,1,5,2,1,1,1,3,0,0
2348,1,3,1,3,2,1,0,3,1,0
2349,2,3,0,1,1,0,0,3,0,1
2350,0,1,3,4,0,2,1,3,0,0
2351,1,3,3,4,0,1,1,3,1,1
2352,1,1,2,3,1,2,1,2,0,0
2353,1,3,2,2,0,2,1,1,0,0
2354,1,0,4,5,2,0,0,3,0,0
2355,2,2,4,0,1,0,0,3,1,0
2356,2,3,2,3,0,2,0,3,1,0
2357,0,0,1,0,0,1,0,3,1,0
2358,1,1,3,1,1,1,0,3,0,0
2359,1,1,2,4,1,1,0,3,0,0
2360,1,0,3,3,1,0,1,3,1,0
2361,0,0,5,5,0,1,1,3,0,0
2362,1,2,0,0,1,1,1,3,0,0
2363,1,1,5,5,0,2,0,2,0,0
2364,0,1,1,4,2,2,1,3,1,0
2365,2,0,3,4,2,2,0,3,0,0
2366,0,0,4,1,1,2,1,3,0,0
2367,1,3,0,3,1,0,1,2,0,0
2368,2,0,0,1,0,1,0,3,1,1
2369,0,3,0,3,0,1,1,2,0,1
2370,1,3,5,1,1,1,1,3,1,0
2371,0,1,5,1,0,2,0,3,0,0
2372,2,0,1,5,1,0,0,2,0,0
2373,2,2,1,0,1,0,0,3,1,1
2374,2,1,5,4,0,1,0,3,0,1
2375,2,3,0,5,1,0,1,2,0,0
2376,0,3,2,0,0,1,1,2,0,0
2377,1,0,3,4,0,0,0,3,0,0
2378,0,3,0,2,0,0,0,2,0,0
2379,1,1,4,2,1,1,0,3,1,0
2380,1,1,0,1,1,0,1,3,0,0
2381,0,1,2,3,1,2,0,3,0,0
2382,1,1,0,4,0,0,0,3,0,0
2383,2,1,5,5,2,1,1,3,1,1
2384,1,0,2,0,1,1,1,1,0,1
2385,1,3,3,3,2,1,1,3,0,0
2386,1,0,1,3,0,1,1,3,1,1
2387,2,1,4,3,1,0,1,3,1,0
2388,1,2,4,5,2,0,1,3,0,0
2389,2,2,4,1,0,0,0,3,0,0
2390,0,0,4,2,2,1,1,3,1,0
2391,0,1,2,2,2,1,1,3,0,1
2392,1,2,0,2,2,0,0,3,0,1
2393,1,0,0,0,0,2,1,2,0,0
2394,0,1,0,1,0,2,1,3,0,0
2395,2,2,3,3,1,2,0,3,0,0
2396,1,0,3,2,1,0,0,3,0,0
2397,1,2,4,3,1,2,1,2,0,1
2398,2,2,4,3,2,1,0,3,0,0
2399,2,3,1,3,0,1,0,3,1,0
2400,2,3,1,1,0,0,1,3,1,1
2401,2,3,3,1,2,2,1,3,0,0
2402,2,0,0,5,1,0,1,2,0,0
2403,1,3,1,0,2,0,1,3,0,0
2404,1,2,5,3,1,1,1,2,0,0
2405,2,1,2,0,0,2,1,3,0,0
2406,1,2,2,4,1,0,0,2,0,0
2407,1,0,1,2,2,1,1,3,1,0
2408,2,0,2,3,1,2,0,2,0,0
2409,0,2,5,4,1,1,1,1,0,0
2410,2,3,3,5,1,1,0,2,0,0
2411,1,3,5,0,0,0,0,3,1,0
2412,1,3,3,2,2,1,0,3,0,0
2413,1,3,4,3,0,2,1,3,0,0
2414,2,3,0,2,1,0,1,3,1,0
2415,1,3,2,3,1,1,1,3,0,0
2416,0,3,5,0,0,1,0,3,0,0
2417,1,2,3,3,0,0,1,1,0,0
2418,0,3,1,3,1,2,0,2,0,0
2419,0,0,1,4,1,0,1,3,0,0
2420,1,3,3,4,2,1,1,3,0,0
2421,1,0,4,4,2,0,0,3,0,0
2422,2,0,2,0,1,0,0,3,0,1
2423,1,1,4,2,0,2,0,3,0,0
2424,2,2,5,5,2,0,0,3,0,0
2425,2,0,4,4,2,2,1,3,1,0
2426,0,1,3,3,1,1,0,3,1,0
2427,2,1,5,4,1,2,0,1,0,0
2428,0,0,5,1,1,2,1,3,0,1
2429,0,2,5,2,2,2,0,3,1,0
2430,1,0,2,3,0,1,1,3,1,0
2431,0,1,3,5,0,0,0,3,0,1
2432,1,1,2,5,1,1,1,3,0,0
2433,2,3,4,1,1,0,1,2,0,0
2434,1,3,4,3,1,1,0,2,0,0
2435,1,3,0,4,1,0,1,3,0,0
2436,2,0,5,0,0,0,0,3,0,0
2437,2,0,1,2,0,0,0,3,1,0
2438,0,3,0,2,2,1,0,3,0,0
2439,0,3,1,5,0,2,0,2,0,1
2440,0,0,5,0,0,0,0,2,0,0
2441,2,2,0,4,2,0,1,2,0,0
2442,2,0,1,5,2,0,1,2,0,0
2443,0,3,5,2,2,1,0,3,0,0
2444,0,2,4,5,0,2,0,3,1,0
2445,0,0,0,3,1,1,1,3,1,0
2446,0,0,5,1,2,0,0,3,1,0
2447,2,0,0,1,1,2,1,2,0,0
2448,0,0,5,1,2,1,0,3,1,0
2449,0,1,1,1,2,1,0,3,0,0
2450,0,2,1,5,1,0,0,3,1,1
2451,0,1,2,3,2,1,0,1,0,0
2452,0,0,2,3,2,0,0,2,0,0
2453,2,3,2,1,1,0,1,3,0,0
2454,0,2,4,3,1,1,0,3,1,1
2455,2,0,0,2,0,1,0,2,0,0
2456,0,3,5,0,0,2,1,1,0,0
2457,2,1,5,3,0,1,1,3,0,1
2458,2,3,3,3,1,2,0,3,1,0
2459,1,2,3,2,2,1,1,3,0,0
2460,1,0,4,2,0,0,1,3,0,0
2461,2,1,2,1,0,1,1,2,0,1
2462,0,2,1,4,0,0,1,2,0,1
2463,2,2,2,0,0,2,1,3,0,0
2464,1,1,1,4,1,0,1,2,0,0
2465,2,3,1,2,2,2,1,3,1,0
2466,2,3,1,0,0,0,0,3,0,0
2467,2,3,2,1,0,2,1,1,0,0
2468,0,1,2,0,0,0,1,3,1,0
2469,0,3,4,0,0,2,1,3,0,0
2470,1,1,3,5,1,2,0,2,0,0
2471,0,0,1,5,2,1,1,3,0,1
2472,2,2,3,2,0,0,0,3,1,0
2473,2,1,4,5,1,0,0,3,1,0
2474,1,0,0,2,2,0,1,3,1,0
2475,2,3,4,3,0,2,1,3,1,0
2476,0,3,2,1,2,2,0,2,0,0
2477,1,1,2,3,1,2,0,1,0,1
2478,1,2,4,3,1,2,0,3,0,0
2479,0,3,0,3,2,2,1,3,1,0
2480,1,3,4,3,2,2,1,3,1,0
2481,0,0,0,0,1,2,1,2,0,0
2482,1,2,4,1,1,1,1,3,0,0
2483,2,3,1,1,2,0,1,3,1,0
2484,1,0,0,0,0,1,0,3,0,0
2485,2,3,3,4,2,1,0,3,0,1
2486,0,1,0,3,0,1,0,3,0,0
2487,1,2,3,3,1,1,0,2,0,1
2488,2,2,5,5,1,1,1,1,0,1
2489,0,1,5,4,0,1,0,3,1,0
2490,2,1,2,0,1,0,0,3,0,0
2491,2,3,0,0,0,1,1,3,1,0
2492,2,1,2,5,1,0,0,3,0,0
2493,0,0,3,2,0,0,1,2,0,1
2494,0,2,1,5,1,2,0,2,0,0
2495,1,0,3,3,1,0,1,3,1,0
2496,1,2,2,5,1,1,1,3,0,0
2497,2,3,3,2,1,0,0,2,0,0
2498,2,0,0,1,1,0,1,3,0,0
2499,1,1,2,2,2,0,1,2,0,1
2500,2,3,5,3,1,2,1,3,0,0
2501,2,1,4,5,2,2,0,3,1,0
2502,2,0,2,4,0,1,0,2,0,0
2503,0,3,2,5,1,2,0,3,0,0
2504,0,2,2,3,0,0,1,3,0,0
2505,1,2,0,2,2,2,0,3,1,1
2506,2,1,3,4,2,2,0,3,0,0
2507,2,0,1,5,0,0,0,3,0,0
2508,0,2,5,2,1,0,1,3,0,0
2509,2,1,0,4,2,1,1,3,0,0
2510,2,0,5,3,0,0,1,3,1,0
2511,2,0,2,3,2,0,1,3,0,1
2512,0,3,0,2,1,1,1,3,0,0
2513,1,2,3,2,2,1,1,3,1,1
2514,2,3,4,5,1,2,0,2,0,1
2515,0,1,5,3,1,1,0,2,0,0
2516,0,3,2,2,1,1,0,3,1,0
2517,2,1,3,0,2,0,1,2,0,0
2518,0,3,2,5,1,0,1,2,0,0
2519,2,1,3,0,0,0,0,3,1,0
2520,0,0,0,5,2,1,0,3,1,0
2521,2,0,0,0,0,0,0,3,0,0
2522,0,0,0,5,2,1,1,2,0,0
2523,0,1,4,2,2,0,0,3,0,0
2524,1,3,4,5,0,2,0,3,0,0
2525,0,0,4,4,0,0,0,3,1,1
2526,1,2,2,3,2,0,1,3,0,1
2527,0,2,3,2,2,0,0,3,0,0
2528,1,0,2,4,2,1,0,3,1,0
2529,2,3,4,5,2,0,1,1,0,0
2530,0,0,1,5,0,0,1,2,0,1
2531,2,0,2,4,1,0,0,3,0,1
2532,0,0,0,2,2,0,1,3,0,0
2533,2,3,3,2,2,2,0,2,0,0
2534,1,3,4,3,2,0,1,3,0,0
2535,1,2,2,3,2,2,1,2,0,0
2536,2,1,3,2,2,1,1,2,0,0
2537,0,3,5,2,0,1,1,3,1,0
2538,1,2,1,3,1,0,1,3,0,0
2539,0,1,0,4,1,2,1,3,1,0
2540,0,2,3,2,1,1,1,3,0,0
2541,0,3,4,3,2,0,0,2,0,0
2542,1,1,1,3,0,0,1,3,1,0
2543,0,3,2,4,0,2,0,2,0,0
2544,2,2,0,4,1,2,1,3,0,1
2545,1,0,5,5,2,2,1,1,0,0
2546,0,2,0,5,1,1,0,3,0,0
2547,0,2,5,5,0,0,0,2,0,0
2548,1,3,0,1,0,0,0,3,1,0
2549,2,1,1,2,1,2,1,3,0,0
2550,2,2,1,5,2,0,1,3,0,0
2551,0,2,4,3,2,2,0,1,0,0
2552,2,1,5,1,1,1,1,3,0,0
2553,2,2,4,1,0,2,1,3,0,0
2554,2,3,4,4,1,1,1,3,0,0
2555,0,1,0,2,0,1,0,3,0,0
2556,0,3,5,4,0,0,0,3,0,0
2557,2,1,2,5,2,1,0,3,0,0
2558,0,2,3,3,2,0,0,3,1,0
2559,0,3,4,4,2,1,1,3,1,0
2560,1,0,4,5,1,1,0,3,1,0
2561,0,0,3,0,1,1,1,2,0,0
2562,1,0,2,5,2,2,1,3,0,0
2563,2,2,3,0,2,2,1,1,0,0
2564,2,0,0,0,0,1,1,3,0,0
2565,1,2,5,5,1,0,1,3,1,0
2566,1,0,2,5,2,1,0,3,0,0
2567,2,2,2,4,2,0,0,3,1,0
2568,0,1,3,3,2,1,1,2,0,0
2569,2,2,0,3,1,1,1,3,0,0
2570,2,1,4,0,1,1,0,3,1,0
2571,0,2,3,1,0,0,1,3,0,0
2572,2,3,4,1,2,2,0,3,0,0
2573,1,1,2,0,0,0,1,2,0,0
2574,0,0,3,5,1,0,0,3,1,0
2575,2,2,4,4,2,0,0,3,1,1
2576,0,0,5,4,2,2,0,3,1,0
2577,1,2,5,4,1,2,1,2,0,0
2578,2,3,0,3,2,2,1,3,1,1
2579,1,3,2,3,1,0,0,3,1,0
2580,2,2,5,5,2,2,1,3,0,0
2581,1,3,5,5,0,0,0,3,1,0
2582,2,1,3,0,1,1,0,3,0,0
2583,2,2,5,4,1,1,0,3,0,1
2584,2,1,1,4,2,2,1,3,0,0
2585,2,3,4,2,0,1,1,3,0,0
2586,2,1,4,1,1,0,0,3,1,0
2587,0,3,3,1,1,2,0,2,0,0
2588,2,3,1,4,1,0,0,3,0,0
2589,2,0,3,3,2,0,0,3,1,0
2590,0,2,3,1,0,0,0,2,0,0
2591,2,2,2,4,2,1,0,2,0,0
2592,1,3,5,1,0,2,1,2,0,0
2593,0,1,5,1,2,2,0,3,0,0
2594,0,1,0,1,0,2,1,3,0,1
2595,2,2,3,1,2,2,1,3,0,0
2596,2,2,5,0,0,2,0,3,0,0
2597,2,2,1,3,2,1,0,2,0,0
2598,0,1,0,5,0,0,0,2,0,0
