candidate_id,category,cf_1,cf_2,cf_3,cf_4,cf_5,cf_6,popularity
338,5,0.7009,0.8552,0.2638,-0.3604,0.4734,1.3357,0.3286
339,14,-0.0273,-0.2673,0.3882,0.0387,-1.3377,0.2393,0.0545
340,10,-1.3468,0.3745,-0.7971,0.0369,0.3906,2.4539,0.1825
341,4,0.7427,1.3648,1.8717,0.4893,0.2857,-1.0667,0.9652
342,0,-0.1166,-0.7231,-0.4011,1.8707,0.1146,-0.8759,0.4282
343,7,1.3745,0.9553,1.0077,-2.0061,1.9487,-0.5585,0.632
344,11,0.778,2.5238,2.1553,-0.9776,-1.4445,1.4303,0.7261
345,11,0.1421,-0.5009,0.6212,-0.1629,0.7013,0.067,0.367
346,4,0.7224,-0.8945,1.4245,0.6976,0.6463,-1.1177,0.1472
347,6,1.6996,-0.0137,0.728,-0.3228,0.2609,0.2971,0.2066
348,3,-2.8199,0.5824,1.9653,0.5398,-0.9577,0.65,0.3133
349,5,1.0595,0.5125,-0.0741,-0.2421,-0.2463,0.6978,0.6361
350,12,-1.4071,-0.3719,1.5956,1.6342,-1.4781,-1.1314,0.3983
351,19,-0.2706,0.8926,-1.8275,-0.0548,-0.4742,1.326,0.0068
352,14,-1.6769,0.0925,-0.3936,1.4698,0.5977,-0.5858,0.5234
353,2,0.8534,-0.3888,0.9993,-0.2371,1.0547,0.4361,0.9215
354,7,3.2605,-0.0529,0.3829,-0.4794,0.0027,-2.7018,0.8121
355,19,0.4656,1.3429,0.3966,-1.3139,-0.8018,-2.4302,0.8252
356,15,0.9789,-1.0065,-0.0287,-0.1537,1.4877,0.0853,0.7951
357,12,0.8089,0.5465,1.3594,-0.2391,1.8696,-1.9857,0.3237
358,17,0.8575,-0.8666,-0.4927,0.5694,0.5614,0.6064,0.7652
359,9,-1.3862,1.449,-0.9006,-0.7673,0.6379,-0.2867,0.1432
360,18,0.3083,-2.1566,0.2843,0.2178,-0.5099,-2.0741,0.6577
361,16,-0.2128,-0.0374,-0.3672,-1.8362,1.5947,-0.6389,0.6416
362,18,-0.2222,-2.4095,1.5949,-0.4665,0.0985,1.1207,0.0256
363,4,-0.6763,0.9632,-2.0613,0.551,1.5722,-0.5804,0.788
364,8,1.1189,1.8339,-0.2548,-0.3375,-0.8983,-0.5097,0.9032
365,11,-0.8154,-0.8991,1.1988,-0.7899,0.2585,0.0382,0.2674
366,0,1.4981,-0.5032,0.3811,0.7911,1.4897,-0.5178,0.8124
367,0,-0.6179,-1.0618,2.2363,1.3845,-0.0422,1.9314,0.0824
368,14,-0.1019,0.7244,0.0102,0.3978,0.2918,-0.425,0.6
369,1,1.0925,0.716,1.0277,0.3202,-0.9066,1.7094,0.4856
370,15,-0.2626,0.3641,0.6354,0.3574,0.9154,1.0734,0.5459
371,7,-0.2248,1.6255,-0.2669,0.3367,-0.3877,-0.6735,0.9262
372,12,1.0442,3.1219,-0.3618,1.2153,-0.3259,-0.0105,0.8713
373,0,1.7576,-1.0735,-1.3382,-0.0872,0.6637,0.4637,0.7851
374,15,0.3607,0.0341,0.7865,-2.9137,-0.7508,-0.0936,0.2737
375,6,0.7045,1.4898,-0.8851,1.4571,-0.4526,-0.1299,0.9118
376,4,0.5814,-0.2032,1.1101,-0.4046,-0.3895,1.052,0.0975
377,2,-0.7631,0.2489,-1.6605,1.8196,1.2066,2.7501,0.8533
378,11,1.3384,-1.1297,0.6686,-0.918,1.578,-1.1011,0.3282
379,15,-1.1492,-1.6098,-0.4884,-0.6895,-1.2616,1.9898,0.0538
380,18,0.5299,0.4122,1.5892,0.2563,-0.7487,-1.7002,0.6694
381,4,-0.8051,1.5054,-1.2553,0.3531,1.0339,0.2853,0.2313
382,13,0.399,0.6556,0.3793,1.6091,-1.0403,0.2404,0.2436
383,4,-1.8182,-2.0737,-0.0817,0.5434,1.6307,2.4198,0.306
384,14,1.3199,0.7272,0.16,-1.5312,-0.146,1.2904,0.0637
385,16,0.8983,-1.2863,0.614,0.5284,0.3499,-0.0279,0.1771
386,13,0.6656,0.6973,-0.6415,0.455,-0.1894,-1.4872,0.0051
387,19,-0.5616,-1.5637,0.9801,0.3559,-0.3555,1.4205,0.4454
388,4,0.068,-1.4312,-0.4395,1.6329,-0.6695,0.2752,0.0843
389,11,0.7439,0.5899,2.4495,-1.1763,-1.0765,-1.1598,0.6827
390,15,-0.2959,1.0994,-1.0317,1.1134,0.0351,-1.109,0.2356
391,15,-1.7514,-1.5276,-0.6659,-0.1692,1.3461,0.7991,0.9436
392,6,-0.8389,0.4087,1.6515,1.8739,-0.3144,0.9583,0.8713
393,3,1.39,-1.5071,-0.5124,2.22,-0.301,-2.929,0.2894
394,0,-0.121,1.1246,0.0065,0.7154,0.9382,-0.3549,0.7832
395,4,-0.5194,0.1534,0.1778,0.0541,0.0952,-0.7485,0.8032
396,9,0.7503,0.5992,-1.336,-0.3892,0.0931,-0.5343,0.9866
397,4,0.6374,-0.0669,0.1691,-0.4007,-1.9932,-2.0503,0.5978
398,3,0.5896,0.2669,0.4387,0.1345,0.2146,0.969,0.082
399,1,0.4446,1.0409,0.1715,-0.3004,0.1942,-0.8362,0.6468
400,19,-0.3798,0.1776,0.1643,-0.1064,-1.3882,0.6364,0.625
401,9,0.8342,1.6437,0.4418,0.0015,-1.013,1.492,0.6384
402,18,0.2478,0.1934,-0.2541,-0.318,0.6883,-1.0214,0.3071
403,0,1.6254,1.4075,-0.3541,-0.8639,-2.0152,-1.2514,0.8597
404,4,0.7299,0.3153,0.4937,-1.8456,-0.3958,1.3673,0.9595
405,12,-0.096,-1.2723,-0.1116,-0.771,0.3337,0.0205,0.2177
406,3,0.5433,-1.2179,-0.4487,1.0904,-1.3543,-1.0031,0.0882
407,15,0.1993,0.2867,-0.4888,-0.2784,0.5332,0.8496,0.1945
408,15,-1.0692,0.3643,1.512,-0.1159,-1.0798,-1.1261,0.8206
409,1,-0.1607,1.0358,-0.0408,0.1892,-0.9963,0.9831,0.6766
410,16,-1.1457,-0.5045,0.6299,-2.0394,0.174,-1.0391,0.636
411,19,0.0165,-0.3521,2.1058,-0.3931,1.8427,0.587,0.4018
412,11,-0.8015,0.3308,-0.3044,0.2422,-0.7139,1.6902,0.5778
413,17,0.9254,0.0318,1.7291,0.0743,1.0976,0.0383,0.3079
414,2,0.3939,-0.0814,0.0953,0.1705,-0.6697,-0.4011,0.4772
415,0,-0.2168,0.2297,-0.0306,1.173,0.8471,-0.1963,0.7931
416,0,1.3818,1.873,-2.0438,0.9323,-0.693,0.8007,0.9812
417,18,1.2382,-0.877,-1.8523,0.8354,0.1354,-1.6684,0.9325
418,10,2.5296,0.6244,0.6701,1.3658,-0.5808,0.1305,0.9339
419,4,-1.3193,-0.6079,0.3857,-1.6653,-0.6363,-0.9279,0.4022
420,11,0.1421,0.5747,0.7422,0.9988,1.3721,0.6072,0.4688
421,2,1.8873,0.1195,-0.1733,0.6073,-0.2164,1.8526,0.7056
422,0,1.131,0.7503,0.1314,-0.4075,0.7013,-1.1271,0.9222
423,0,1.5344,-0.1776,0.3051,-0.9096,0.723,-0.4537,0.142
424,7,0.6492,0.7574,-0.6476,-1.1235,1.5319,-0.1923,0.3042
425,9,0.2248,0.4855,-1.2537,0.4627,0.0991,-0.6435,0.1392
426,10,-1.1565,0.6059,1.1277,0.1786,-1.4345,-1.0573,0.612
427,11,-0.4321,1.5646,-0.2468,-0.4686,-1.6735,-0.6567,0.3063
428,12,-1.2329,-1.0032,0.12,-0.4012,1.6995,1.078,0.3261
429,11,-0.6089,-0.9168,1.3826,1.66,-2.1942,0.0929,0.0709
430,13,-0.2519,0.6491,1.9427,-0.4841,-2.0607,0.579,0.3498
431,1,1.39,-0.3038,-0.705,-0.4373,0.8502,-0.4545,0.8625
432,18,0.3288,0.0278,-0.0754,0.7013,-0.4786,-0.4306,0.2331
433,17,0.7976,-0.9869,-0.8802,-1.2603,0.849,-0.1052,0.6952
434,2,-1.3136,0.8538,-0.5555,-0.8717,-0.1957,1.4787,0.6296
435,16,-0.395,0.5753,0.7271,0.4433,1.2711,-0.7071,0.8635
436,7,-1.0433,-1.063,-0.1445,-0.947,0.1475,0.077,0.1323
437,9,1.0186,0.2911,-0.4162,0.4108,-1.0302,-0.0381,0.9776
438,1,0.3194,0.1293,0.4151,-0.644,1.152,1.8222,0.5826
439,18,-1.6027,-1.2156,0.0431,-0.2566,1.8964,0.2198,0.9955
440,8,1.3925,-2.0491,0.8142,-0.7155,-0.7315,-0.2484,0.9115
441,6,-1.4246,0.4428,0.1907,0.2662,0.887,1.5148,0.2215
442,3,-0.3637,0.4774,0.293,0.3776,0.3926,1.5905,0.0562
443,17,-0.4597,-1.5257,-0.6979,0.7573,0.0233,-0.4676,0.2556
444,12,-1.0765,0.2213,0.6445,0.3059,-0.2533,0.1466,0.5276
445,10,0.1408,0.1897,-1.1843,0.1973,-0.4406,1.0406,0.1716
446,3,0.1329,0.8355,-0.3018,-0.2657,1.4943,0.4363,0.1675
447,3,-0.7145,0.897,-0.5333,0.2257,1.8367,-1.4313,0.4626
448,9,-0.1758,0.4083,0.7647,-1.2412,-1.5358,1.0907,0.0333
449,4,-0.7204,-0.7623,1.5502,0.0697,0.0762,-0.1798,0.1219
450,8,-1.224,0.6757,0.4095,0.1687,-0.1163,-0.2923,0.4159
451,2,0.9125,-0.1413,-0.0641,0.5299,0.208,1.6423,0.0631
452,16,-1.7614,0.2999,-0.7056,-0.9421,-0.4571,0.0547,0.3968
453,2,0.0991,-1.5173,-0.5411,0.2812,-0.8769,-1.1148,0.474
454,15,-2.2561,-0.6632,-1.1496,-0.9839,-0.2718,-0.5998,0.4513
455,3,-1.1662,-2.1158,0.3023,0.7528,-0.3967,-0.2658,0.8692
456,17,0.0028,1.5788,-1.5677,-0.4145,-1.722,0.3623,0.5301
457,16,-0.144,0.203,0.1531,0.9907,0.5381,0.8305,0.468
458,6,-1.0655,1.1932,-0.7224,-0.6649,0.2708,0.3019,0.4107
459,4,-1.0719,-0.1733,1.4882,-1.4683,1.4852,-0.2417,0.8176
460,11,-2.3378,-1.3667,-0.9635,-0.6239,-0.1047,-2.7035,0.8951
461,16,0.1868,-1.0551,1.3905,-0.2702,0.9428,1.1103,0.8532
462,12,1.0833,-0.5664,-0.5792,-0.225,0.6362,-0.5107,0.6735
463,2,-0.1193,0.2736,-0.9049,-0.9681,-0.1583,-0.0258,0.1374
464,8,0.4339,0.6719,-1.0991,-0.8121,-0.9708,1.4124,0.2769
465,16,-0.1203,0.0161,0.0578,-0.7157,1.5643,0.411,0.0461
466,16,0.0396,-1.1053,-1.1619,-0.3089,-0.7,-1.0674,0.9308
467,19,-0.371,-0.2164,0.1418,-0.5039,-1.0076,-0.9729,0.6608
468,15,1.213,-1.2518,0.3632,0.5195,-0.1213,1.7678,0.7464
469,12,0.5017,1.8429,-0.6511,-0.6339,0.5275,-0.2615,0.3116
470,18,1.6857,0.3417,-1.0446,-1.7368,-0.0782,-0.0891,0.8457
471,16,0.3138,1.2107,1.0791,-0.5789,-1.2938,-1.2341,0.2596
472,3,-0.7368,-0.3667,0.3051,-0.801,0.2804,0.362,0.0016
473,11,0.1433,-1.1286,0.4678,2.0813,0.2459,-2.9531,0.3764
474,8,1.2409,-0.7027,2.2657,0.1164,-1.6847,-2.0647,0.5708
475,18,1.5397,1.1059,2.226,0.0109,-0.0565,-0.3827,0.4787
476,11,-0.6583,-0.3924,0.2175,-0.8439,-1.6693,0.1599,0.8621
477,8,-0.8662,-3.2394,0.5526,-1.1081,0.6618,0.6378,0.1054
478,6,0.2836,2.4968,-0.1381,-0.2856,0.6837,-0.0554,0.5538
479,13,1.1605,-1.2688,-1.2522,0.7658,-1.1648,0.6091,0.513
480,19,0.37,-0.6945,0.3672,-1.2346,-0.9999,-0.2372,0.2814
481,18,0.0789,-0.3036,0.4331,0.3885,1.5294,-0.0953,0.8222
482,14,1.1946,0.9207,2.294,-0.1273,-0.4204,1.2577,0.7528
483,15,0.3854,1.2817,0.7168,-2.1068,0.3763,0.3112,0.7329
484,4,0.1331,-0.1322,-1.5921,0.8742,0.3738,1.102,0.8762
485,2,-1.5388,0.5071,-0.2347,0.1438,-0.2232,0.5436,0.7228
486,11,-0.1629,-1.0519,0.0864,-0.2142,-0.0834,-3.1878,0.2318
487,19,0.6826,-0.3147,-1.3482,0.9226,0.6364,-0.3273,0.7056
488,3,-1.1522,0.178,0.1231,0.9243,-0.4437,1.1949,0.3077
489,15,-0.5403,-1.3458,-1.1323,-0.0624,-0.0655,0.3279,0.2422
490,6,-0.0904,0.9773,-0.2611,-1.9963,-0.1211,-2.0068,0.073
491,12,0.2714,1.0572,-0.9862,1.4186,0.8428,1.2065,0.744
492,9,0.1896,-0.9928,0.7808,-0.6246,0.1179,-0.1714,0.711
493,6,1.1247,0.7303,-0.0806,-1.9516,-0.6352,0.7042,0.2345
494,13,0.2801,-1.5032,-1.8066,0.1955,-1.0571,-0.9608,0.7494
495,4,0.6726,1.2022,-0.7507,-0.0448,-0.0742,-0.1642,0.9178
496,2,0.0406,0.7565,-0.6739,-1.5253,1.69,1.0894,0.108
497,10,-1.1036,0.1356,1.0107,0.749,0.462,-0.1702,0.2326
498,10,1.7273,0.2209,-0.515,0.8711,0.0961,0.3498,0.7503
499,17,0.2031,0.4968,-0.9785,-1.4511,1.4341,0.2496,0.2745
