sample_id,source,target
16723,soz zuzop PRS PL GEN IMP ACT,zuzoponundo
20378,ved nuzgo HAB SG ACC SBJ CAU,nuzgodurottoksa
17767,gu forko FUT DU NOM IMP CAU,forkorulvatrugdo
21489,rug bargu FUT PL DAT SBJ PAS,ubargurulonkanufsa
17467,ve tipimuk PRF SG ACC SBJ CAU,tepimuklashottofsa
2748,re dolimal PRF SG GEN SBJ PAS,dolimallashunnafsa
13351,som kogzi PRS SG NOM SBJ PAS,kogzenemefse
8403,som gena FUT DU ACC IMP CAU,genanrulvottarugdo
24130,gaf lerfe PST DU GEN IND PAS,ilerfetegvinniv
14475,gof vara PRF PL DAT IND CAU,varanashonkatov
1006,te pubu PRF DU NOM IND CAU,pubulashavatov
5561,gid tuzdufme PST DU ACC IND CAU,tuzdufmetegvettig
21135,fo bulo PRS DU DAT IND MID,bulavakalem
3942,fo liddu PST SG ACC SBJ CAU,liddutokortoksa
26797,ro sonpa FUT PL GEN IND CAU,sonparulonuntarug
10823,ka fammi HAB DU ACC SBJ MID,fammidirvetlimse
20535,ni dusim PRF SG ACC IND ACT,dusimleshet
11195,gid muza PRS PL DAT IND ACT,muzonka
18906,gid tone HAB SG NOM SBJ PAS,tonediroefse
12825,mo tido PST DU DAT IMP CAU,tidutogvakatogdo
7178,reg puznama HAB SG DAT IMP CAU,puznamadurkatogdo
27382,ban fuziz PRF DU GEN SBJ CAU,fuzizenneshevintifse
11266,reg tido PRS DU GEN SBJ ACT,tidavunsa
23235,ma povev PRS DU ACC IND PAS,povevevetnef
134,pef pekla PRS DU GEN SBJ ACT,peklavunsa
26804,no bilu PRF SG GEN IMP MID,bilunashunlumdo
19313,li zeffobu PST SG NOM SBJ ACT,zeffobusoksa
19140,mis zurbibbu PST DU GEN SBJ CAU,zarbebbatogvuntoksa
16591,ru kitbe FUT DU GEN IND CAU,kitberilvinterig
3351,ban rozes PRF DU NOM IMP PAS,rozesenneshevemevde
21332,dar kovo PST PL ACC IMP CAU,kovotokonottogdo
3200,zer viksa PRF DU DAT IND CAU,viksanashavakatov
11598,tep kebbeni PRS DU ACC IND PAS,kebbenevetnef
13748,re vino FUT PL DAT SBJ CAU,vinorulonkatruksa
24110,zun saso FUT PL GEN IMP MID,sasanrulonunlemde
10904,ve sigupob PST SG NOM SBJ CAU,sigupopsoktoksa
10356,mun ropbumvu FUT SG DAT SBJ PAS,ropbumvanrunkamufsa
6802,zop zuzol PRF PL GEN SBJ PAS,zuzollanashonunnafsa
7739,ko virus PRF DU ACC IMP PAS,virusnashavotnavdo
22307,pom bulo FUT SG ACC SBJ PAS,bulanrulotmufsa
27335,ba gaski HAB PL GEN IND CAU,gaskidirenintig
29063,fo pegre FUT PL NOM IMP MID,pegrerileolimde
28064,kit buvikzub PRS PL GEN IMP ACT,buvikzubonundo
316,rug vomavod PRS SG ACC SBJ MID,vomavodotlemse
146,soz sami PRS DU GEN IMP PAS,samevinnevde
9804,vus zavsane PRS PL DAT IND ACT,zavsanenke
21265,ko fafe PRS SG GEN SBJ PAS,fafinnefse
14791,ni tossa FUT SG GEN IMP CAU,tossaruluntarugdo
17782,soz diba PST DU GEN IND PAS,dibotogvunnav
25954,zun vomavod PRS PL NOM IMP MID,vomavodanonlemde
5803,lam butuf PRF SG ACC IMP CAU,butuffannashottovdo
10098,su voburda PST PL NOM SBJ CAU,voburdatokontoksa
26671,ruk pezlorid PST DU GEN SBJ MID,pezlorittegvinlamsa
9406,ro zavu PRF SG GEN IMP MID,zavunashunldmdo
9295,kig bok PRF DU DAT IMP CAU,boknashavakatovdo
9666,na biru PRS DU ACC SBJ PAS,biravotntfsa
6341,fiz biva FUT DU NOM IMP ACT,bivarulvado
16144,fiz roza PRF PL NOM IND MID,rozanashonlum
8604,pik tospor HAB DU ACC SBJ ACT,tosporturvotsa
25349,su norto PRS DU GEN IND PAS,unortavunnaf
819,var tospor PRF DU DAT IMP PAS,tosporranashavakanavdo
4463,rog tumon PRS DU NOM IND MID,tumonavalem
10260,kit mim PRF PL NOM IND MID,mimmeneshenlum
9658,saf gine FUT SG ACC SBJ CAU,gineriletterikse
3486,fiz gozi FUT PL NOM IMP MID,gozirilenlimde
10557,seb vevriz PRF PL ACC IND CAU,vevrizneshenettiv
25993,vu kunto FUT PL NOM IND CAU,guntorulontarug
24891,fid monod PRF DU DAT SBJ ACT,monodnashavaksa
8688,tel zivpatoz PST SG ACC IMP MID,zivpatostokotlamdo
24252,dar zafo HAB DU GEN IND PAS,zagodurvunnaf
14603,kut vupda HAB DU GEN IND PAS,vupdaturvunnaf
7220,ban tuzdufme FUT SG DAT SBJ CAU,tuzdufmenrilketrikse
3111,ko deke PST PL NOM SBJ ACT,deketekense
8517,lug rone FUT DU GEN IMP CAU,ronerilvinterigde
18006,ne lerfe PRF DU ACC IMP MID,lerfeleshevetlumdo
17984,gig gidon PST PL DAT SBJ CAU,geduntokonkatoksa
8140,rus tufgepe PRF SG GEN SBJ MID,tufgepeneshinlumsa
21078,var kunto PST PL NOM IMP CAU,kuntutokontogdo
19017,po din PST SG ACC SBJ MID,dinteketlamsa
14197,ro lizat HAB DU GEN SBJ CAU,lizaddurvuntoksa
2495,som gomig PST SG DAT IMP PAS,gofigentekkemivde
16606,mar vul HAB PL GEN IND PAS,vulduronunnaf
14315,rog vefovuv FUT PL GEN IMP PAS,vefovuvrulonunnuvdo
5940,rug goniso PRF SG GEN IND MID,gonisonashunlum
8188,tel fablo PST SG ACC IMP PAS,fablotokotnavdo
2505,gig puvgi FUT SG DAT IMP MID,puvgirilkelimde
23301,reg nudaz PST PL NOM IND PAS,nudastokonnav
23530,tep pekla FUT PL NOM SBJ MID,peklarulonlemse
23378,vum vegbun PRF DU GEN IMP MID,vegbunannashavunlumdo
9163,ma dokta PST SG ACC SBJ ACT,doktatokotsa
23825,ruk luf PRS PL DAT IND MID,lufonkalem
16113,dar sizruz PST PL DAT SBJ MID,sizrustokonkalamsa
13181,gid rozavi PST DU GEN IMP CAU,rozavitegvinoigde
12900,taf zefu PST PL NOM IMP PAS,zefutokonnavdo
22172,fiz kakepu PRF SG GEN IMP PAS,kakepunashunnavdo
25297,kit fatu PRS DU DAT SBJ CAU,fatavakatoksa
21553,di repnabi FUT SG ACC SBJ ACT,repnabiriletse
27053,zun poperil PRF DU DAT SBJ CAU,poperilennesheveketifse
15817,rug bulte PRS SG NOM IMP ACT,bultede
25759,kit zerle PRF PL DAT SBJ CAU,zerleneshenketifse
21058,to pamudo PRS PL GEN IMP PAS,pamutonunnavdo
14865,kut ziglofva PRS PL ACC IND MID,ziglofvonoslem
11216,deg bobuf PST PL ACC SBJ CAU,bobuftokonottoksa
1011,pu goloven PST SG ACC SBJ ACT,goloventeketse
15953,rog pada FUT SG ACC SBJ PAS,upadarulotnufsa
14061,ko faguvu PRS DU ACC SBJ PAS,faeuvavotnafsa
17875,ma zasa FUT PL GEN IMP MID,zasarulonunlemde
8643,lu biva FUT SG NOM IND CAU,bivarultarug
1034,var pobboso PRS PL ACC IND CAU,pobbosonotog
6887,zut kosmi HAB PL DAT IND CAU,kosmitirenketig
2270,gi nakmepel HAB PL ACC SBJ MID,nakmepelzirenetlimse
696,ved sisefma HAB SG DAT SBJ PAS,sisefmadurkanafsa
21298,var vemo PRF DU NOM IMP PAS,vemonashavanavdo
11229,te nizizam PRF DU NOM SBJ ACT,nizizamlashavasa
3704,zev kodi PRF PL NOM IMP ACT,kodineshende
12024,si pubu PST DU DAT SBJ ACT,pubusogvakasa
23801,ro lonse FUT SG NOM IMP ACT,lonserilde
1451,to dufkur PRF PL DAT IND CAU,dufkurnashonkatov
15397,di kalugvo PRS DU GEN IND ACT,kalugvavun
9826,tel dagakbo FUT SG DAT IND CAU,tagakborulkatrug
7497,dar kosu PRF PL DAT SBJ MID,kosunashonkalumsa
2790,lug tospor FUT PL DAT IMP PAS,dosporrulonkanuvdo
9125,kig tido PRF PL DAT IMP CAU,tidonashonkatovdo
3305,kak gena PST DU NOM SBJ MID,genatogvalamsa
5516,bo koflu PST SG DAT IND ACT,koflutokka
18750,be tubeli PRF DU NOM IND PAS,tubelileshevenef
27375,mun nudaz PRF SG GEN IMP MID,nudazannashunlumdo
12902,sod sofigaf PRF SG ACC IND CAU,sofigafnashottov
23163,deg guva HAB SG DAT SBJ PAS,guvadurkanafsa
13756,vud pekla PRF DU DAT SBJ MID,peklanashavakdlumsa
28030,ros zaba HAB PL NOM IMP PAS,lzabaturonnavdo
27374,fiz delkur PST SG GEN IMP MID,delkurtokunlamdo
9739,reg gomkuziz FUT PL GEN SBJ CAU,gomkuzizrileninterikse
10347,deg ronnari PRS SG DAT SBJ MID,ronnarekelimse
28124,be kozkikor HAB DU ACC IMP MID,kozkakorzurvotlemde
25319,kak nuro HAB DU NOM IND ACT,nuroturva
22659,zu rukloto FUT PL ACC IMP MID,ruklotorulonotlemde
12461,na pipesi FUT SG GEN SBJ PAS,bipesirilonnifse
15555,seb duz PRS SG GEN SBJ MID,duzunlemse
1888,ved kob PRF SG ACC IMP MID,kobnashotlumdo
22154,kig papseg FUT PL DAT IMP MID,papsegrilenkelimde
22397,to lebvi FUT DU GEN IND PAS,lebvirilvinnif
9849,le likbovos FUT PL ACC IND ACT,likbovosrulonot
5550,mo puz FUT PL ACC SBJ MID,puzrulonotlemse
27273,mis fufzivu HAB DU GEN IND ACT,fufzivuturvun
19930,to goniso PRF SG DAT SBJ PAS,gonisonashakanafsa
25381,le pezvilru PST PL NOM IND CAU,pezvilrusokontog
5685,le zitre PST PL NOM SBJ ACT,zitresekense
1413,mar tepo PRF PL ACC IMP ACT,teeonashonoddo
20962,dar sitkifge PRS SG DAT IND MID,sitkifgekelim
1562,vim pavebne PRS SG ACC SBJ ACT,pavebnenetse
7346,kig puvgi PRF PL NOM IND MID,puvgineshenlum
25818,gak dibnasle HAB SG DAT IMP ACT,dibnasletirkede
4684,vus dokpen PST PL ACC SBJ PAS,idokpentekenetnifse
26579,vus vegbun HAB DU ACC IND CAU,vegbunturvottog
8139,gu dorpokto HAB SG GEN IMP PAS,dorpoktodurunnavdo
5259,ro luf FUT PL NOM SBJ ACT,lufrulonsa
29215,ruk zebe PRS SG GEN IND PAS,zebinnef
3623,te feve HAB PL DAT IMP CAU,fevezirenketigde
12754,gar vototi PST SG ACC IND MID,vototiteketlam
16095,bi delpuzo HAB DU GEN IMP MID,delpuzozurvunlemdb
24423,zun dimesa PRS PL NOM SBJ ACT,dimesanonsa
19737,dar zumi PRS DU NOM SBJ MID,zumevelimse
180,rer sonpa PRS DU ACC IND PAS,sonpavotnaf
17664,ki pavu PRS PL NOM IND ACT,pavon
27828,ved vadso HAB DU NOM IMP ACT,vadsodurvado
18208,po kumro FUT PL NOM IND PAS,kumrorulonnuf
22242,vaz nuzgo HAB PL NOM IND ACT,nuzgoduron
13744,lam goloven PST PL NOM IND CAU,golovenentekentig
5589,dar miruvdu HAB DU ACC SBJ MID,miruvdudurvotlemse
469,fid nimami PST DU NOM SBJ ACT,nimamitegvese
29079,ko gomig PRF SG ACC IND CAU,gomigmeshettiv
29533,go puz PST PL GEN SBJ PAS,pustokonunnafsa
2166,fo saras FUT PL DAT SBJ MID,sarasrulonkalemse
1027,kit vino PRS SG GEN IMP MID,vinunlemde
11180,ved povev PRS PL DAT IMP PAS,povevenkenevde
8570,se pobod HAB SG DAT SBJ PAS,pobodzurkanafsa
1423,ni lumimbuv PRS PL GEN SBJ ACT,lumimbuvonunga
14861,seb ninefef PST SG GEN IMP PAS,ninefiftekinnivde
18692,zu vukun PRS PL NOM IMP MID,vukunonlemde
13321,vo fablo HAB SG ACC SBJ PAS,fablodurotnafsa
6912,no vupla HAB PL NOM SBJ ACT,vupladuronsa
8393,kut dokta HAB SG DAT IMP ACT,doktaturkado
18236,rer lompulov PST DU ACC IMP PAS,lompuloftogvotnavdo
10228,va tepele PRF SG ACC IMP MID,tepeleneshetlumdo
29577,sa fivbo HAB PL ACC SBJ PAS,fivboduronotnafsa
22952,be femkogo PST SG ACC IMP MID,femkogosokotlamdo
13793,vum dapaton PST DU DAT IMP CAU,dapatonantogvakatogdo
1192,ki kuze PRS SG NOM SBJ PAS,kuzenefse
26360,ru pone PRS SG GEN SBJ ACT,poninse
22661,po lave PST SG DAT IMP PAS,labetekkenivde
23643,ros nugtube PRF PL GEN IND CAU,nugtubeneshenintiv
28279,rog tuknitu PST PL GEN IMP MID,tuknitutooonunlamdo
5880,tel fal PRF SG DAT SBJ CAU,falnashakatofsa
4157,le tido PST PL NOM SBJ CAU,tidusokontoksa
2559,rus kitbe PRF DU GEN IND CAU,kitbeneshevintiv
13365,deg ronnari HAB PL GEN IMP PAS,ironnaridireninnevde
22855,som dibifov PRS PL DAT IMP MID,dibifovaronkalemde
26135,se vovata PRF PL NOM IMP CAU,vovatalashontovdo
17583,reg butral PST PL DAT IMP CAU,butraltokonkatogdo
3734,rog pudpu HAB SG NOM IMP ACT,pudpudurdo
13827,se rolosvi PRF DU DAT IND MID,rolosvileshevekelum
17390,rog dufa PST DU GEN SBJ MID,dufatogvunlamsa
18599,nar zipa FUT SG GEN IMP MID,ziparulunlemde
29556,sod rirkap PST DU ACC SBJ MID,rirkaptogvotlamsa
22773,pik gek HAB SG NOM SBJ CAU,gektirtikse
3860,sa selasu PST PL DAT SBJ ACT,selasutokonkasa
5879,ra dizsin HAB DU ACC IMP CAU,dizsindirvettigde
27069,pu bosef PRS DU NOM IND MID,bosefevelim
22111,rus diseso FUT PL GEN SBJ CAU,disesorulonuntaruksa
2604,ko purimu PRF SG DAT IMP PAS,purimunashakanavdo
22371,ban fablo FUT PL DAT SBJ PAS,fablanrulonkamufsa
5102,fiz diba HAB DU GEN IND PAS,dibadurvunnaf
13599,zu monod PRS SG DAT IND MID,monodakalem
1297,var vuvilras PST SG GEN IMP ACT,vuvilrastokundo
13572,ki lizat PRS DU ACC SBJ MID,lizatavotlemse
21203,var delkur FUT DU ACC SBJ PAS,delkurrulvotnufsa
635,li zipa HAB PL GEN IND ACT,zipazuronun
9440,taf vonal PRS SG NOM SBJ CAU,vonalatoksa
24811,va bulo FUT SG GEN SBJ ACT,bulorulunsa
11945,zut rirkap FUT SG NOM SBJ ACT,rirkaprulsa
22863,ba nubnum PST DU DAT IND MID,nubnumtogvakalam
7191,ni tufgepe PRS SG ACC IMP PAS,tufgepetnevde
7474,ni doba PRS SG ACC IMP CAU,dobottogdo
29605,dip losif PRF PL DAT IND MID,losiffeneshenkelum
19350,le nudaz HAB PL ACC SBJ CAU,nudazzuronottoksa
21404,gu dokpen HAB PL NOM IMP PAS,idokpendirennevde
4859,zop funebti PST PL ACC SBJ CAU,funebtitekenettikse
15067,vu tepes HAB SG DAT SBJ PAS,tepezdirkenefse
20135,fiz kosu PRS SG ACC IND CAU,kosottog
12162,te puz HAB DU GEN IMP CAU,puzzurvuntogdo
7438,rer dokta HAB SG NOM IND ACT,doktadur
11839,rog buku FUT DU GEN SBJ PAS,bukurulvunnufsa
25023,sa pori FUT SG DAT IND PAS,poririlkenif
11020,ne nuzgo PRF SG DAT IND MID,nuzgolashakalum
27531,deg rolosvi PRF SG ACC IND MID,rolosvineshetlum
7306,ne keto PRS DU DAT IMP PAS,ketavakanavdo
13220,zer dagdi PRS PL ACC SBJ MID,dagdenetlimse
4059,mo pobboso PRS PL GEN SBJ MID,pobbosonunlemse
23898,saf voro PRF DU DAT IND CAU,voronashavakatov
15019,dip deke PST DU DAT IND CAU,deketegveketig
23382,nar dozug PRS PL GEN IND PAS,dozugonunnaf
3126,gid sonpa PRF DU NOM IMP MID,sonpanashavalumdo
16358,pik dibnasle PRS PL GEN SBJ CAU,dibnaslenintikse
11817,var zupnav FUT SG DAT IMP CAU,zupnavrulkatrugdo
9645,vud vemo PRF SG DAT SBJ MID,vemonashakalumsa
8340,ved folatdu HAB DU GEN IMP CAU,folatdudurvuntogdo
24537,ve baza PRF SG GEN IMP ACT,bazalashundo
29,reg lubopfo PST PL ACC IND PAS,lubopfutokonotnav
18831,gig gaski HAB SG DAT SBJ PAS,gaskidirkenefse
18747,var tepes PST DU ACC SBJ MID,tepestegvetlamsa
15974,na norto PRF PL NOM IND MID,nortonashonlum
12864,rus vakis PRS DU GEN SBJ CAU,vakisevintikse
21187,si ropbumvu FUT DU GEN SBJ ACT,ropbumvubulvunsa
3362,sod gugdiso PST DU GEN IND PAS,gugdisotogvunnav
11124,ro fezvibol HAB SG GEN SBJ CAU,fezvibolduruntoksa
19980,lug gibor HAB DU GEN SBJ MID,gibordurvunlemse
9040,li ziglofva PST DU NOM SBJ PAS,iiglofvasogvanafsa
3668,ba selasu HAB SG NOM IMP ACT,selasudurdo
10820,ror girenki PRS DU DAT IMP ACT,girenkevekede
26700,rus fariv HAB PL GEN SBJ PAS,fariftireeinnefse
4345,gar pada PRS SG DAT IND ACT,padaka
19504,mes mabo PRS SG DAT IMP ACT,mabakado
2644,ki fosu HAB PL ACC IMP ACT,fosuzuroddo
18280,ko dinim PST SG DAT IND MID,dinimtekkelam
29750,bi temet PRF DU NOM SBJ MID,temetleshevklumsa
1869,gak bargu PRS SG GEN IND PAS,ubargunnaf
25757,gof nivi PST PL NOM IND PAS,nivitekenniv
960,vud dapaton HAB DU NOM IND MID,dapatondurvalem
984,pil zipa PRF SG GEN SBJ CAU,zipanashuntofsa
25063,va mukfosre HAB DU DAT IND PAS,mukfosredirveken
6434,di gitan PST PL NOM SBJ CAU,gitansokontoksa
27551,vud zavu PRS DU ACC IMP ACT,zavavoddo
29891,zop nuzgo PST DU NOM IMP PAS,nuzgotogvanavdo
19319,gaf suvkotab PRS SG GEN IMP CAU,suvkotabuntogdo
24655,zu poperil PRS DU ACC SBJ ACT,poperilevetse
13000,ne dufla PST SG ACC IMP PAS,duflasokotnavdo
26154,fo femkogo HAB SG GEN SBJ MID,femkogzdurunlemse
28928,mis ziba PRF PL ACC SBJ CAU,zibanashonottofsa
13251,seb kopumor PRS SG DAT SBJ CAU,kopumorakatoksa
13416,pu difuto PRS PL ACC SBJ CAU,difutonotoksa
15382,zer notzus PRS SG ACC SBJ MID,notzusotlemse
21156,ros vozo PST SG NOM IMP MID,vozotokmamdo
28765,su fonesel PRF PL GEN IMP CAU,foneselneshenintivde
24010,zun sumo FUT PL NOM IND CAU,sumanrulontarug
16795,zu zavsane FUT SG DAT SBJ CAU,zavsanerilketrikse
4387,kak pone PST PL NOM IND PAS,ponetekenniv
7671,deg lumfu PRS PL ACC SBJ PAS,lumfonotnafsa
9149,mun vadso PST PL ACC SBJ ACT,vadsantokonotsa
13582,gid mugit PST SG GEN IMP PAS,mugittekinnivde
2981,kit fiz PRS DU ACC SBJ MID,fizevetlimse
3202,na veksel PST DU GEN IMP MID,vekseltegvinlamdo
20228,dar kako FUT SG DAT IND CAU,kakorulkatrug
25223,soz nuro HAB DU GEN IND PAS,nurodurvunnaf
15631,bo mubabmu FUT SG DAT IND PAS,mubabmurulkanuf
14360,fe gakupgak PST SG DAT SBJ ACT,gakupgaksokkasa
8477,bo zipa PST SG ACC SBJ ACT,zipatokotsa
1259,gu mori PRS PL DAT IND CAU,morenketig
10463,fid kurovan PST DU NOM SBJ CAU,kurovantogvatoksa
8944,se nafsuzu PRF DU NOM IND PAS,nafsuzulashavanaf
12513,vaz fulli FUT PL GEN IND CAU,fullirileninterig
5729,gu biva FUT DU GEN IMP MID,bivarulvunlemde
11746,va pavu PRF DU GEN SBJ PAS,pavunashavunnafsa
11081,ko nudaz PRS DU GEN SBJ MID,nudazavunlemse
12933,dar feb FUT SG NOM IND MID,fmbrillim
15626,da tumon PRF PL GEN IND PAS,tumonnashondnnaf
29331,vim pufoz FUT SG NOM SBJ ACT,pufozanrulsa
15730,zev bubse HAB PL GEN IND PAS,bubsedireninnef
12093,zev sofigaf FUT DU GEN SBJ PAS,sofigafrulvunnufsa
10469,be mezmaf HAB PL DAT IMP CAU,mezmavzuronkatogdo
5194,na lemu PRS DU NOM IND PAS,lemavanaf
4057,ni favo HAB PL ACC SBJ CAU,favozuronottoksa
22094,go rozes FUT DU DAT IMP CAU,rozesrilveketrigde
9685,vud gumedpi PRS SG ACC IMP MID,gumedpetlimde
9159,ru biva FUT PL NOM SBJ PAS,bivarulonnufsa
28163,si dinim PRS PL NOM IMP CAU,dinimentigde
7161,ruk puzzo HAB DU GEN SBJ CAU,nutretirvintikse
20209,zu dekam PRS PL ACC SBJ PAS,dekamonotnafsa
16430,ra mugit FUT PL GEN IND CAU,mugitrileninterig
16769,zun gomig PRS PL NOM IMP CAU,gomigenentigde
22374,go voro FUT DU DAT SBJ PAS,vororulvakanufsa
22719,ko nogu HAB SG GEN IMP ACT,nogudurundo
16951,rog kovu PRF SG ACC IND PAS,kovunashotnaf
14637,go kat HAB SG DAT SBJ ACT,kaddurkasa
25014,se luzfod PRF SG ACC IND CAU,luzfodlashottov
1429,ruk rifpo PST DU NOM IMP PAS,rifpotogvanavdo
17620,kig gasup PRS DU GEN IMP MID,gasupavunlemde
12189,ve tiklu PRS SG GEN IND CAU,tikluntog
25640,mo zavu PRF DU DAT SBJ MID,zavunashavakalumsa
26378,vud voburda FUT PL ACC IND PAS,voburdarulonav
3502,ved bonezo PRS PL ACC IND PAS,bonezonotnaf
5514,ki kovo HAB PL GEN IND CAU,kovozuronuntog
9870,fo virus FUT PL GEN IMP ACT,virusrulonundo
27221,na folatdu PRS PL DAT SBJ MID,folatdonkalemse
1563,ma tibipep PST DU ACC SBJ MID,tibipeptegvetlgmsa
21317,no delkur PRF PL ACC SBJ PAS,delkurnashonotnafsa
24365,dar kutiket PRS DU NOM IND MID,kutiketevelim
6983,mar sazsonu PRS PL GEN IND ACT,sazsononun
4400,na pavu HAB PL DAT IMP MID,pavuduronkalemde
8692,pef nutne PST PL DAT IMP ACT,nutnitekenkede
27892,be zuvaz HAB PL NOM IND PAS,zuvazzuroinaf
12725,su saso HAB PL ACC IND PAS,sasoduronotnaf
17527,pil bev PRS SG DAT IMP PAS,bevekenevde
28960,zu vivida PRF DU GEN IMP CAU,vividanashavuntovdo
12291,kut nuneb HAB SG GEN IND PAS,nungptirinnef
28127,fid tumi FUT PL ACC IND PAS,itumiriloniv
25564,gig buror PRS DU GEN SBJ ACT,buroravunsa
1611,mo forko PRF PL DAT SBJ PAS,forklnashonkanafsa
27931,fu kovezbe PRS PL GEN SBJ CAU,kovezbenintikse
15697,pik ropbumvu FUT PL ACC IND ACT,ropbumvurulenot
8344,zun sumo PRF DU ACC IMP CAU,sumannashavottovdo
15071,gis guma PRF PL GEN SBJ CAU,gumanashonuntofsa
18116,pil lompulov PRF PL ACC IMP CAU,lompulovnashonottovdo
10742,lam fegine HAB SG NOM SBJ MID,feginendirlimse
8119,ros vegbun PRF SG ACC IND PAS,vegbunnashotnaf
24066,reg lisusu HAB DU GEN IND CAU,lisusudurvuntog
14428,vaz rartisuv HAB DU GEN SBJ CAU,rartisuvdurvuntoksa
16736,kit ronnari PST SG ACC IMP ACT,ronnaritekedde
9273,rer nipna HAB SG GEN SBJ PAS,nipnaduounnafsa
12517,kig mafmad PRS DU NOM SBJ ACT,mafmadavasa
17403,fe puzzo PST SG DAT SBJ CAU,vodesekketikse
1514,seb zufnunoz PRF SG DAT IND CAU,zufnunoznashakatov
9753,gi voburda FUT PL NOM SBJ MID,voburdarulonlemse
20941,saf lemu FUT DU NOM IND ACT,lemurulva
4010,nar zavu HAB DU NOM SBJ PAS,zavudurvanafsa
18552,zop kisaro PRS SG DAT SBJ ACT,kisarakasa
139,le saso PST DU NOM SBJ CAU,sasosogvapoksa
29540,mes petudro PRS DU DAT IND ACT,petudravaka
10316,zev redifo PRF DU ACC IND PAS,redifonashavotnaf
26828,zun sobvus FUT DU GEN SBJ PAS,sobvusanrulvunmufsa
12535,zut lizat FUT SG GEN IMP ACT,lizatrulundo
19973,fid zavti PRF PL ACC IND MID,zavtineshenetlum
29221,fo temet PRF SG NOM IND ACT,temetnesh
2254,pom gibor PRF DU NOM IND CAU,giborannashavatov
17394,fiz tufgepe PST SG NOM IND PAS,tufgepetekniv
18940,ko fafe FUT SG NOM IND MID,faferillim
26978,kig tiklu FUT SG DAT IND MID,tiklurulaalem
23699,vum mavifap PST SG DAT IND PAS,mavifopangokkamav
6504,kit tepo PRS DU ACC IND PAS,sepavotnaf
23998,gu goniso FUT DU NOM IND CAU,gonisorulvatrug
25625,gi vivida HAB SG DAT SBJ CAU,vividazurkatoksa
8880,re kumsen PRS SG NOM SBJ PAS,kumsenenefse
19346,da dolimal FUT PL DAT SBJ ACT,dolimalrulonkasa
3418,tel vegbun FUT PL DAT IND PAS,vegbunrulonkanuf
5687,zop fevempo PRS SG GEN IND CAU,fevempuntog
27971,gis dovfa PST PL NOM IND CAU,duvfotokontog
20415,ka bilu PRF DU GEN SBJ CAU,bilunashavuntofsa
25572,mis mubfi PST SG NOM IMP CAU,mabfetektigde
17239,po kovu PRS SG ACC IMP ACT,kovoddo
21297,var dopga PRF DU NOM SBJ MID,dopganashavalumsa
13082,mar luzfod PRF PL GEN IMP MID,luzfodnashonlimde
4824,pef zafo PRF PL NOM SBJ MID,zafonashonlumsa
3686,rer vovvez PST DU NOM SBJ MID,vovvestegvelamsa
7757,mo vatu FUT PL DAT IMP CAU,vaturulonkatrugdo
19833,ki dabo PRF SG NOM IMP CAU,dabolashatovdo
10193,di banidda PRF DU DAT SBJ CAU,baniddalashavakatofsa
20465,ma rifpo PRS DU DAT IMP CAU,rifpavakatogdo
2290,go koflu PST PL ACC SBJ PAS,koflutokonotnafsa
4472,gu zumi PRS PL GEN IMP MID,zumeninlimde
5478,ruk dibnasle HAB DU DAT IMP MID,dibnasletirvekelimde
19207,zer vefiso FUT PL DAT IMP PAS,vefisorulonkanuvdo
17311,pik bat HAB PL NOM IND MID,batturonlem
24923,ki lumfu FUT DU ACC SBJ PAS,lumfurulvotnufsa
10624,sa dubmipki HAB PL DAT IMP CAU,dubmipkidirenketigde
27338,kak din PRS SG DAT IND CAU,dineketig
27904,be pobboso HAB PL GEN IMP PAS,pobbosozuronunnavdo
4153,vud tido HAB SG ACC IMP PAS,tidodurotnavdo
29324,zer fuziz FUT SG GEN IMP ACT,fuzizrilinde
208,lu vadso PRS PL DAT IMP ACT,vadsonkado
29620,ved fusdeb PRF PL ACC IMP MID,fusdebneshenetlumdo
12795,na famosgir PRF DU DAT IMP MID,famosgirneshevekelumdo
15684,to tossa FUT PL DAT IMP PAS,tossarulonkanuvdo
23057,vum pavebne PST SG NOM IMP ACT,pavebnentegde
2605,nar bulte PST PL GEN SBJ CAU,bultetekenintikse
14143,kak tosmagi HAB PL ACC IND ACT,tosmagitiret
2587,pef bor FUT DU GEN SBJ ACT,borrulvunsa
6662,vo banidda HAB SG NOM IMP PAS,baniddadurnavdo
18494,gu nogu PRF SG GEN IND ACT,nogunashun
13408,pil rupokdu FUT SG DAT SBJ MID,rupokdurulkalemse
16162,saf dapaton PRF PL DAT IND MID,dapatonnashonkalum
28748,ros valiki FUT DU ACC IMP ACT,valikiuilvedde
11038,tel nogu HAB DU ACC IND ACT,nogudurvot
22460,gid dubmipki PRS SG GEN IMP MID,dubmipkinlimde
24671,rus kisaro PRS SG NOM IND ACT,kivara
13267,da redgo PRS PL ACC SBJ PAS,redgonotnafsa
27201,tep tapa HAB PL NOM IND ACT,tapaturon
2870,pef leti HAB DU ACC IMP PAS,letitirvetnevde
21434,mar rifpo FUT PL NOM SBJ PAS,rifporulonnufsa
7571,no fablo HAB DU ACC IND PAS,fablodurvotnaf
22442,ru vozo PRF PL DAT IMP MID,vozonashonkalumdo
10290,seb fariv FUT PL NOM IND CAU,farivrilenterig
27022,kit rirkap PRF PL NOM SBJ MID,rirkapnashonlumsa
