user_id,uf_1,uf_2,uf_3,uf_4,uf_5,uf_6,uf_7,uf_8
348,CAT_17,CAT_05,CAT_02,PT_V,PT_X,0.955,0.125,0.995
350,CAT_14,CAT_03,CAT_16,PT_V,PT_Y,-0.78,-0.381,3.573
351,CAT_18,CAT_00,CAT_01,PT_W,PT_W,0.64,3.312,-0.962
353,CAT_06,CAT_15,CAT_01,PT_V,PT_V,0.031,-0.715,0.603
354,CAT_01,CAT_05,CAT_08,PT_V,PT_V,0.547,0.999,-2.134
357,CAT_07,CAT_03,CAT_05,PT_W,PT_X,0.492,-0.164,1.209
358,CAT_18,CAT_07,CAT_10,PT_Z,PT_W,0.791,1.607,-1.741
359,CAT_11,CAT_06,CAT_01,PT_Z,PT_Z,-0.406,-1.025,1.399
360,CAT_02,CAT_07,CAT_09,PT_V,PT_Y,-0.283,-1.13,1.518
361,CAT_07,CAT_14,CAT_10,PT_Z,PT_Z,-0.608,-2.541,1.49
362,CAT_18,CAT_15,CAT_06,PT_V,PT_X,1.996,-0.399,1.527
364,CAT_01,CAT_13,CAT_05,PT_W,PT_W,-0.565,-0.172,-0.047
365,CAT_06,CAT_09,CAT_12,PT_W,PT_W,-0.926,-1.801,-0.834
366,CAT_00,CAT_10,CAT_19,PT_W,PT_X,1.702,-1.069,0.209
367,CAT_19,CAT_00,CAT_09,PT_Z,PT_Y,1.039,0.513,-0.637
368,CAT_09,CAT_17,CAT_14,PT_V,PT_X,-1.393,-0.228,-0.562
369,CAT_08,CAT_11,CAT_10,PT_W,PT_W,0.037,-0.21,1.824
370,CAT_14,CAT_17,CAT_04,PT_Z,PT_Y,-0.723,0.916,0.184
371,CAT_09,CAT_14,CAT_13,PT_V,PT_Y,-1.639,1.133,0.928
372,CAT_05,CAT_11,CAT_07,PT_Z,PT_W,0.559,0.925,0.393
373,CAT_08,CAT_19,CAT_14,PT_Z,PT_W,0.729,0.175,-0.382
374,CAT_18,CAT_03,CAT_08,PT_W,PT_X,0.421,-0.272,1.676
375,CAT_11,CAT_02,CAT_08,PT_W,PT_X,0.063,0.783,0.506
376,CAT_06,CAT_12,CAT_18,PT_V,PT_X,-1.972,-1.197,0.303
377,CAT_16,CAT_00,CAT_07,PT_Z,PT_X,0.087,0.615,-0.585
378,CAT_04,CAT_00,CAT_17,PT_W,PT_V,-0.24,0.421,-1.057
379,CAT_11,CAT_12,CAT_14,PT_W,PT_Y,-1.637,0.789,-0.025
380,CAT_19,CAT_05,CAT_16,PT_W,PT_W,0.488,-1.525,0.508
381,CAT_17,CAT_18,CAT_05,PT_V,PT_Y,1.094,-0.974,-0.334
382,CAT_01,CAT_00,CAT_17,PT_V,PT_X,0.723,-0.5,1.881
383,CAT_01,CAT_19,CAT_15,PT_V,PT_Y,0.603,0.111,1.283
384,CAT_01,CAT_16,CAT_07,PT_V,PT_X,-1.627,0.29,-1.759
385,CAT_01,CAT_06,CAT_19,PT_Z,PT_Z,0.138,0.634,0.946
386,CAT_17,CAT_10,CAT_15,PT_W,PT_W,-0.968,0.8,0.37
387,CAT_10,CAT_19,CAT_18,PT_Z,PT_V,0.055,0.251,0.539
388,CAT_03,CAT_17,CAT_05,PT_W,PT_X,-0.412,-1.275,0.845
389,CAT_05,CAT_01,CAT_02,PT_W,PT_W,0.107,-0.445,-1.015
390,CAT_08,CAT_12,CAT_05,PT_W,PT_X,0.524,-0.478,-1.212
391,CAT_05,CAT_12,CAT_11,PT_Z,PT_W,-0.167,-1.282,0.004
392,CAT_16,CAT_04,CAT_07,PT_W,PT_W,-0.69,0.594,-1.067
393,CAT_01,CAT_13,CAT_14,PT_V,PT_V,-0.173,1.05,-1.66
394,CAT_05,CAT_00,CAT_18,PT_W,PT_W,-0.772,-0.412,-3.117
395,CAT_10,CAT_09,CAT_19,PT_Z,PT_Z,0.582,-0.198,-0.024
396,CAT_10,CAT_04,CAT_08,PT_V,PT_V,0.554,-2.742,1.049
397,CAT_02,CAT_09,CAT_19,PT_W,PT_V,1.39,-0.392,-0.499
399,CAT_00,CAT_04,CAT_05,PT_W,PT_W,-0.131,1.601,0.835
400,CAT_19,CAT_03,CAT_01,PT_V,PT_V,-0.003,0.433,-0.741
401,CAT_08,CAT_17,CAT_18,PT_Z,PT_W,0.731,-0.433,-0.277
402,CAT_01,CAT_12,CAT_09,PT_Z,PT_W,-0.749,-0.744,-0.16
403,CAT_19,CAT_11,CAT_06,PT_Z,PT_Z,2.523,-0.943,1.486
404,CAT_12,CAT_08,CAT_00,PT_Z,PT_Z,-1.518,0.532,0.707
405,CAT_15,CAT_13,CAT_14,PT_V,PT_X,0.384,1.464,-0.917
406,CAT_08,CAT_16,CAT_19,PT_W,PT_V,-0.972,-1.65,-2.604
407,CAT_08,CAT_11,CAT_07,PT_Z,PT_Y,-1.014,0.245,0.384
408,CAT_08,CAT_02,CAT_06,PT_Z,PT_W,0.412,-0.954,1.161
409,CAT_05,CAT_01,CAT_08,PT_W,PT_W,-0.462,0.12,0.508
410,CAT_02,CAT_08,CAT_14,PT_W,PT_Y,0.279,-0.526,1.606
411,CAT_17,CAT_05,CAT_12,PT_V,PT_V,2.005,0.855,-0.964
412,CAT_13,CAT_11,CAT_15,PT_Z,PT_X,0.278,0.919,-0.452
413,CAT_10,CAT_11,CAT_15,PT_W,PT_Y,0.241,-0.642,0.014
414,CAT_04,CAT_11,CAT_02,PT_Z,PT_X,-1.45,-1.013,0.753
415,CAT_19,CAT_13,CAT_04,PT_V,PT_V,0.408,-0.446,-1.237
416,CAT_13,CAT_05,CAT_02,PT_V,PT_X,0.334,0.689,0.737
417,CAT_03,CAT_07,CAT_11,PT_W,PT_Y,0.762,-1.162,0.654
418,CAT_10,CAT_01,CAT_05,PT_W,PT_Y,1.981,-0.611,-0.722
419,CAT_04,CAT_11,CAT_03,PT_V,PT_X,-2.365,0.086,0.483
420,CAT_19,CAT_00,CAT_16,PT_V,PT_V,0.489,0.672,1.002
421,CAT_19,CAT_03,CAT_06,PT_W,PT_X,0.235,-0.992,-0.649
422,CAT_13,CAT_01,CAT_15,PT_V,PT_V,-1.022,-0.733,-0.13
423,CAT_16,CAT_15,CAT_07,PT_W,PT_V,1.008,0.822,0.804
424,CAT_03,CAT_07,CAT_02,PT_V,PT_Y,1.364,0.094,1.051
425,CAT_08,CAT_15,CAT_14,PT_W,PT_X,1.007,-1.236,-0.111
426,CAT_16,CAT_06,CAT_14,PT_W,PT_W,-2.721,-1.09,-0.264
427,CAT_15,CAT_12,CAT_16,PT_Z,PT_Z,1.062,-1.326,-0.592
428,CAT_17,CAT_11,CAT_02,PT_V,PT_V,1.457,0.747,2.978
429,CAT_18,CAT_08,CAT_09,PT_Z,PT_X,0.488,0.274,-0.868
430,CAT_02,CAT_04,CAT_12,PT_V,PT_Y,-2.132,-0.971,0.099
431,CAT_08,CAT_09,CAT_02,PT_V,PT_X,0.167,-1.334,1.351
432,CAT_19,CAT_01,CAT_14,PT_Z,PT_X,-0.192,-0.997,-0.398
433,CAT_02,CAT_11,CAT_14,PT_V,PT_V,-0.181,-0.012,-0.147
434,CAT_01,CAT_03,CAT_19,PT_W,PT_W,1.338,0.102,0.084
435,CAT_01,CAT_18,CAT_11,PT_W,PT_W,-1.346,0.144,-1.019
436,CAT_11,CAT_07,CAT_08,PT_W,PT_V,-0.009,1.551,-2.671
437,CAT_00,CAT_05,CAT_04,PT_Z,PT_X,0.357,1.022,0.735
438,CAT_02,CAT_15,CAT_13,PT_Z,PT_Y,0.343,-0.205,-1.098
439,CAT_00,CAT_18,CAT_17,PT_Z,PT_W,-0.862,-1.668,0.141
440,CAT_02,CAT_12,CAT_06,PT_W,PT_X,-0.43,0.324,-0.683
441,CAT_08,CAT_13,CAT_05,PT_V,PT_X,-0.269,0.353,-0.009
442,CAT_12,CAT_16,CAT_15,PT_V,PT_X,0.677,-0.669,-0.627
443,CAT_11,CAT_13,CAT_08,PT_V,PT_X,0.315,-0.214,1.669
444,CAT_10,CAT_09,CAT_05,PT_V,PT_X,1.115,0.662,0.295
445,CAT_04,CAT_03,CAT_15,PT_Z,PT_X,-0.139,1.279,0.283
446,CAT_06,CAT_19,CAT_18,PT_Z,PT_Z,0.585,-0.231,1.802
447,CAT_10,CAT_17,CAT_11,PT_Z,PT_X,-0.563,0.467,1.387
448,CAT_11,CAT_14,CAT_17,PT_V,PT_V,0.426,0.967,1.704
450,CAT_00,CAT_13,CAT_11,PT_W,PT_W,-0.804,1.924,-0.4
451,CAT_10,CAT_13,CAT_14,PT_V,PT_Y,0.846,1.47,1.177
452,CAT_15,CAT_10,CAT_17,PT_W,PT_Y,-0.052,0.551,-0.793
453,CAT_08,CAT_03,CAT_02,PT_Z,PT_Z,-0.591,1.737,-1.161
454,CAT_18,CAT_07,CAT_05,PT_W,PT_W,-2.598,-0.098,-0.527
455,CAT_04,CAT_12,CAT_06,PT_Z,PT_Y,0.613,1.214,0.316
456,CAT_02,CAT_17,CAT_12,PT_W,PT_Y,-1.274,-0.998,-1.719
457,CAT_04,CAT_16,CAT_12,PT_W,PT_W,-0.611,1.34,-0.557
458,CAT_19,CAT_10,CAT_14,PT_V,PT_V,1.862,-0.319,-0.264
460,CAT_10,CAT_03,CAT_06,PT_W,PT_X,1.129,0.354,-0.69
461,CAT_08,CAT_03,CAT_00,PT_W,PT_W,1.269,-1.249,2.016
462,CAT_13,CAT_17,CAT_10,PT_V,PT_X,-2.14,-0.392,0.538
463,CAT_11,CAT_06,CAT_04,PT_Z,PT_W,-0.645,-0.072,0.308
464,CAT_01,CAT_00,CAT_06,PT_V,PT_X,0.641,0.188,0.591
465,CAT_17,CAT_08,CAT_14,PT_V,PT_V,0.301,0.102,-0.616
466,CAT_02,CAT_06,CAT_04,PT_Z,PT_Y,-1.071,1.246,0.335
468,CAT_00,CAT_11,CAT_14,PT_W,PT_W,0.322,0.262,-1.492
469,CAT_12,CAT_14,CAT_08,PT_Z,PT_X,1.239,1.025,0.569
470,CAT_01,CAT_13,CAT_14,PT_Z,PT_Y,0.342,0.669,2.04
471,CAT_11,CAT_19,CAT_15,PT_V,PT_Y,-1.877,-0.273,-0.377
472,CAT_18,CAT_09,CAT_08,PT_W,PT_V,1.533,-0.924,0.35
473,CAT_02,CAT_04,CAT_19,PT_W,PT_X,0.226,-0.101,-0.183
474,CAT_17,CAT_09,CAT_01,PT_V,PT_Y,1.907,-2.823,-1.084
475,CAT_10,CAT_18,CAT_00,PT_Z,PT_Z,-0.208,-0.111,-1.328
476,CAT_02,CAT_01,CAT_14,PT_Z,PT_Z,1.347,0.868,-0.204
477,CAT_01,CAT_08,CAT_00,PT_Z,PT_Z,1.116,0.6,0.006
478,CAT_03,CAT_02,CAT_09,PT_Z,PT_Z,0.955,-0.823,-0.708
479,CAT_10,CAT_05,CAT_06,PT_Z,PT_V,-0.326,-0.786,0.043
480,CAT_15,CAT_10,CAT_13,PT_Z,PT_Z,-1.521,-0.27,0.06
481,CAT_01,CAT_08,CAT_14,PT_W,PT_Y,-0.907,1.399,1.004
482,CAT_16,CAT_18,CAT_10,PT_W,PT_V,1.02,0.375,-0.122
484,CAT_14,CAT_01,CAT_12,PT_Z,PT_Z,-0.651,0.866,0.548
485,CAT_02,CAT_08,CAT_18,PT_Z,PT_Y,-0.327,0.589,-1.086
486,CAT_05,CAT_15,CAT_06,PT_V,PT_V,2.122,-1.191,-0.174
487,CAT_02,CAT_09,CAT_00,PT_W,PT_X,0.355,-1.745,0.091
488,CAT_17,CAT_08,CAT_02,PT_Z,PT_Z,-0.405,0.02,-0.149
489,CAT_07,CAT_16,CAT_19,PT_Z,PT_Z,-2.258,2.437,0.381
490,CAT_14,CAT_08,CAT_03,PT_W,PT_X,0.598,-2.857,-0.979
491,CAT_16,CAT_08,CAT_03,PT_V,PT_V,1.292,-0.875,1.004
492,CAT_09,CAT_00,CAT_19,PT_W,PT_Y,0.035,-1.35,0.049
495,CAT_10,CAT_07,CAT_05,PT_Z,PT_X,0.294,0.843,1.631
496,CAT_11,CAT_10,CAT_06,PT_W,PT_Y,0.937,-0.423,-0.165
497,CAT_16,CAT_01,CAT_08,PT_W,PT_W,-0.197,0.034,-0.104
498,CAT_12,CAT_19,CAT_08,PT_V,PT_Y,0.679,-1.971,1.52
499,CAT_04,CAT_10,CAT_08,PT_Z,PT_Z,-2.516,-0.824,1.229
500,CAT_04,CAT_17,CAT_14,PT_W,PT_W,-0.652,-1.277,0.845
501,CAT_03,CAT_19,CAT_15,PT_V,PT_X,-0.916,0.85,-0.672
502,CAT_15,CAT_08,CAT_03,PT_W,PT_V,1.553,0.063,0.2
503,CAT_05,CAT_15,CAT_01,PT_V,PT_X,2.289,0.133,-0.837
504,CAT_09,CAT_12,CAT_08,PT_W,PT_Y,-2.707,-0.584,-0.102
505,CAT_06,CAT_02,CAT_16,PT_W,PT_W,1.74,-0.022,0.885
506,CAT_14,CAT_01,CAT_12,PT_W,PT_V,1.885,0.099,-0.48
507,CAT_07,CAT_14,CAT_06,PT_Z,PT_Z,-1.714,1.501,0.548
508,CAT_08,CAT_18,CAT_16,PT_Z,PT_W,0.018,-0.396,-0.5
509,CAT_16,CAT_08,CAT_12,PT_Z,PT_X,1.213,-0.773,2.545
510,CAT_13,CAT_02,CAT_07,PT_W,PT_Y,0.832,2.841,-1.255
511,CAT_19,CAT_02,CAT_01,PT_V,PT_X,-0.645,1.071,1.202
512,CAT_08,CAT_05,CAT_17,PT_V,PT_Y,0.136,-0.318,-0.86
513,CAT_13,CAT_06,CAT_08,PT_W,PT_W,-0.646,-0.727,1.192
514,CAT_10,CAT_11,CAT_09,PT_Z,PT_V,0.472,0.425,0.729
515,CAT_04,CAT_09,CAT_13,PT_Z,PT_Y,-1.297,-0.768,1.779
516,CAT_00,CAT_16,CAT_13,PT_Z,PT_Y,-0.766,-0.136,-0.494
517,CAT_08,CAT_12,CAT_04,PT_Z,PT_Y,0.106,0.762,-1.331
519,CAT_07,CAT_10,CAT_19,PT_W,PT_Y,-1.656,2.481,1.415
520,CAT_13,CAT_04,CAT_03,PT_W,PT_Y,-1.071,0.629,-1.369
521,CAT_07,CAT_10,CAT_14,PT_W,PT_Y,-1.515,-0.571,-0.324
522,CAT_19,CAT_11,CAT_01,PT_W,PT_X,0.826,1.673,-0.246
523,CAT_02,CAT_17,CAT_19,PT_W,PT_V,0.172,-2.164,-0.302
524,CAT_06,CAT_03,CAT_17,PT_W,PT_X,-0.837,0.898,-1.292
525,CAT_11,CAT_15,CAT_18,PT_V,PT_X,-1.245,-2.016,0.176
526,CAT_17,CAT_16,CAT_09,PT_V,PT_X,1.491,-0.328,-0.947
527,CAT_08,CAT_07,CAT_16,PT_Z,PT_Z,0.22,-0.324,1.056
528,CAT_16,CAT_00,CAT_19,PT_W,PT_W,-1.615,0.367,-0.469
529,CAT_14,CAT_12,CAT_05,PT_W,PT_Y,0.21,-0.202,1.566
530,CAT_16,CAT_17,CAT_12,PT_V,PT_Y,0.395,-0.638,-1.126
531,CAT_02,CAT_15,CAT_05,PT_Z,PT_Z,-0.499,0.739,1.76
532,CAT_10,CAT_12,CAT_09,PT_V,PT_X,-1.403,-0.238,1.403
533,CAT_04,CAT_17,CAT_07,PT_Z,PT_Y,0.931,-0.672,1.564
534,CAT_07,CAT_08,CAT_09,PT_W,PT_V,0.364,0.052,0.149
535,CAT_07,CAT_06,CAT_19,PT_Z,PT_W,0.452,1.235,1.089
536,CAT_17,CAT_04,CAT_03,PT_W,PT_X,0.618,1.0,-0.3
537,CAT_00,CAT_02,CAT_17,PT_W,PT_W,-1.361,1.082,0.039
538,CAT_17,CAT_01,CAT_10,PT_V,PT_V,0.361,1.504,1.594
539,CAT_18,CAT_11,CAT_16,PT_W,PT_V,0.336,1.222,-0.474
540,CAT_01,CAT_06,CAT_09,PT_V,PT_V,0.789,0.966,0.616
541,CAT_10,CAT_19,CAT_14,PT_V,PT_V,-0.103,-0.227,-0.148
542,CAT_10,CAT_09,CAT_02,PT_W,PT_V,-2.547,0.863,-0.183
543,CAT_13,CAT_15,CAT_10,PT_V,PT_V,0.91,-1.74,1.307
544,CAT_05,CAT_17,CAT_08,PT_Z,PT_X,0.785,1.609,0.023
545,CAT_00,CAT_04,CAT_05,PT_W,PT_W,-0.777,-0.4,1.048
546,CAT_19,CAT_08,CAT_06,PT_V,PT_Y,-0.496,1.073,-0.109
547,CAT_02,CAT_16,CAT_14,PT_Z,PT_Y,0.348,-0.481,-1.17
548,CAT_09,CAT_04,CAT_17,PT_Z,PT_Y,-1.215,1.23,1.311
550,CAT_13,CAT_17,CAT_06,PT_W,PT_X,0.048,1.848,-1.127
552,CAT_09,CAT_18,CAT_07,PT_W,PT_W,0.571,0.942,0.118
553,CAT_03,CAT_17,CAT_00,PT_Z,PT_Y,2.251,-1.277,-2.603
554,CAT_13,CAT_05,CAT_07,PT_W,PT_W,-0.444,-1.955,-1.37
555,CAT_08,CAT_10,CAT_19,PT_V,PT_Y,-0.474,-1.226,0.235
556,CAT_05,CAT_12,CAT_11,PT_Z,PT_Z,1.866,0.164,0.833
557,CAT_13,CAT_08,CAT_11,PT_Z,PT_Z,1.094,0.659,1.2
558,CAT_19,CAT_14,CAT_02,PT_W,PT_V,-0.275,0.862,0.187
559,CAT_02,CAT_12,CAT_11,PT_V,PT_Y,-1.215,-2.11,-0.101
560,CAT_09,CAT_00,CAT_13,PT_W,PT_X,-0.479,-0.649,-0.718
561,CAT_19,CAT_05,CAT_00,PT_Z,PT_X,-1.582,2.248,0.593
562,CAT_16,CAT_11,CAT_03,PT_V,PT_Y,-0.617,0.587,0.428
563,CAT_00,CAT_06,CAT_11,PT_Z,PT_V,-0.093,-2.372,-0.808
564,CAT_04,CAT_19,CAT_17,PT_W,PT_V,0.988,0.407,-2.288
565,CAT_11,CAT_09,CAT_15,PT_W,PT_W,0.252,-0.526,-1.22
566,CAT_05,CAT_13,CAT_11,PT_W,PT_W,-0.811,-0.416,0.056
567,CAT_09,CAT_05,CAT_14,PT_V,PT_Y,-0.861,-0.056,1.18
568,CAT_02,CAT_04,CAT_12,PT_Z,PT_V,0.489,0.828,-1.604
570,CAT_09,CAT_02,CAT_15,PT_Z,PT_V,0.797,-1.865,-0.199
571,CAT_15,CAT_12,CAT_05,PT_Z,PT_Y,2.205,-1.233,1.077
573,CAT_08,CAT_18,CAT_12,PT_V,PT_Y,2.569,0.855,-0.961
574,CAT_00,CAT_09,CAT_10,PT_W,PT_X,0.095,0.537,-1.163
575,CAT_15,CAT_01,CAT_05,PT_Z,PT_W,-0.902,0.487,-0.587
576,CAT_19,CAT_14,CAT_18,PT_V,PT_X,0.31,0.752,0.106
577,CAT_19,CAT_08,CAT_02,PT_V,PT_Y,0.674,-1.502,1.477
579,CAT_00,CAT_02,CAT_03,PT_Z,PT_Z,-0.703,0.262,1.308
580,CAT_04,CAT_15,CAT_16,PT_V,PT_X,0.757,-1.059,0.75
581,CAT_06,CAT_17,CAT_09,PT_Z,PT_X,-1.385,-0.622,-0.676
582,CAT_09,CAT_18,CAT_02,PT_Z,PT_W,-1.973,-0.977,-0.945
583,CAT_13,CAT_06,CAT_15,PT_Z,PT_W,0.824,0.116,0.743
584,CAT_18,CAT_08,CAT_15,PT_W,PT_W,-1.187,0.442,0.243
585,CAT_15,CAT_02,CAT_06,PT_W,PT_V,-0.764,-0.104,1.297
587,CAT_18,CAT_12,CAT_13,PT_W,PT_Y,-0.799,1.45,-0.976
588,CAT_12,CAT_06,CAT_08,PT_W,PT_W,0.662,-0.503,0.937
589,CAT_04,CAT_06,CAT_19,PT_Z,PT_W,0.475,0.935,-0.92
590,CAT_15,CAT_00,CAT_18,PT_Z,PT_Y,-0.884,-0.542,0.442
591,CAT_17,CAT_14,CAT_18,PT_V,PT_V,-1.216,-1.093,1.427
592,CAT_12,CAT_05,CAT_08,PT_V,PT_V,0.357,-1.985,0.397
593,CAT_07,CAT_03,CAT_13,PT_Z,PT_V,0.534,0.521,0.186
594,CAT_14,CAT_06,CAT_09,PT_V,PT_X,0.576,-1.977,-0.68
595,CAT_05,CAT_08,CAT_02,PT_V,PT_V,-1.661,-0.24,2.577
596,CAT_05,CAT_19,CAT_10,PT_Z,PT_Y,-0.406,1.095,-0.9
597,CAT_11,CAT_06,CAT_03,PT_Z,PT_X,0.893,-1.295,-0.655
598,CAT_04,CAT_08,CAT_10,PT_W,PT_V,0.698,0.12,-0.285
599,CAT_16,CAT_14,CAT_17,PT_Z,PT_X,-0.008,-2.037,0.958
600,CAT_08,CAT_02,CAT_17,PT_Z,PT_W,0.877,2.265,-0.793
601,CAT_02,CAT_13,CAT_07,PT_W,PT_V,-1.168,-2.442,-2.194
602,CAT_19,CAT_10,CAT_15,PT_Z,PT_Y,-0.284,-0.134,0.533
603,CAT_08,CAT_06,CAT_16,PT_V,PT_X,0.34,-0.224,-1.088
605,CAT_18,CAT_04,CAT_17,PT_V,PT_V,-0.92,2.271,-0.048
606,CAT_02,CAT_16,CAT_00,PT_Z,PT_V,-1.339,-0.44,1.462
607,CAT_07,CAT_12,CAT_00,PT_V,PT_V,0.045,-0.058,1.509
608,CAT_05,CAT_08,CAT_07,PT_Z,PT_V,-0.394,-1.461,0.386
609,CAT_07,CAT_02,CAT_18,PT_V,PT_Y,1.106,0.762,-0.199
610,CAT_18,CAT_01,CAT_09,PT_W,PT_X,0.462,-0.736,1.313
612,CAT_00,CAT_02,CAT_18,PT_Z,PT_Y,-2.995,1.255,-0.444
613,CAT_16,CAT_12,CAT_02,PT_W,PT_X,-0.528,0.651,0.528
614,CAT_07,CAT_17,CAT_16,PT_Z,PT_W,0.723,-0.519,0.23
615,CAT_18,CAT_11,CAT_10,PT_V,PT_V,0.834,-1.075,-0.276
617,CAT_13,CAT_16,CAT_17,PT_W,PT_V,-1.77,0.856,0.336
618,CAT_02,CAT_08,CAT_18,PT_V,PT_X,1.619,-0.537,-1.458
619,CAT_05,CAT_11,CAT_07,PT_Z,PT_Z,-2.117,0.587,-0.769
620,CAT_00,CAT_04,CAT_12,PT_V,PT_Y,1.606,-0.13,0.563
621,CAT_13,CAT_04,CAT_03,PT_Z,PT_W,2.027,-0.95,0.182
622,CAT_07,CAT_17,CAT_19,PT_W,PT_X,-0.208,-2.351,1.286
624,CAT_02,CAT_18,CAT_15,PT_Z,PT_Y,0.525,-1.003,-1.098
625,CAT_00,CAT_09,CAT_05,PT_W,PT_V,0.643,-1.222,-0.911
626,CAT_02,CAT_09,CAT_11,PT_Z,PT_V,-0.87,-0.028,0.621
627,CAT_07,CAT_19,CAT_06,PT_V,PT_Y,-0.355,-0.094,-0.079
628,CAT_04,CAT_00,CAT_09,PT_Z,PT_X,-0.111,0.262,-0.762
630,CAT_08,CAT_14,CAT_11,PT_W,PT_W,1.947,1.197,-0.501
633,CAT_13,CAT_02,CAT_19,PT_V,PT_X,1.241,-0.778,1.882
634,CAT_13,CAT_19,CAT_04,PT_Z,PT_W,0.343,-0.591,2.03
635,CAT_03,CAT_10,CAT_02,PT_V,PT_V,0.036,-0.61,-0.914
636,CAT_12,CAT_10,CAT_04,PT_W,PT_X,0.666,1.032,1.242
637,CAT_08,CAT_02,CAT_11,PT_Z,PT_Y,2.061,-0.285,-0.1
638,CAT_11,CAT_13,CAT_00,PT_W,PT_W,1.054,0.889,-1.59
639,CAT_02,CAT_11,CAT_12,PT_W,PT_W,-0.156,-1.414,0.23
640,CAT_11,CAT_02,CAT_06,PT_V,PT_V,-0.965,-0.415,-0.398
641,CAT_15,CAT_02,CAT_17,PT_W,PT_Y,0.352,-0.8,0.048
642,CAT_14,CAT_19,CAT_10,PT_W,PT_Y,-1.033,0.865,-1.874
643,CAT_01,CAT_08,CAT_07,PT_W,PT_X,-0.697,1.669,-0.659
644,CAT_16,CAT_02,CAT_14,PT_V,PT_V,-0.426,1.992,0.172
645,CAT_10,CAT_14,CAT_02,PT_Z,PT_Y,0.14,1.142,-0.419
646,CAT_06,CAT_10,CAT_12,PT_Z,PT_Z,-1.131,0.553,-0.024
647,CAT_09,CAT_00,CAT_04,PT_W,PT_X,-0.887,0.456,1.137
648,CAT_12,CAT_06,CAT_02,PT_W,PT_Y,0.331,-1.373,0.267
649,CAT_07,CAT_09,CAT_17,PT_V,PT_V,-1.923,1.091,-0.701
650,CAT_08,CAT_17,CAT_11,PT_V,PT_X,0.417,-1.467,0.318
651,CAT_17,CAT_14,CAT_01,PT_Z,PT_V,0.403,0.117,0.475
652,CAT_08,CAT_09,CAT_02,PT_V,PT_V,0.546,0.991,0.014
653,CAT_10,CAT_08,CAT_15,PT_Z,PT_W,-0.373,0.364,-1.584
654,CAT_19,CAT_09,CAT_14,PT_Z,PT_V,-1.67,0.857,-0.576
655,CAT_07,CAT_09,CAT_15,PT_Z,PT_W,0.889,0.326,-1.133
656,CAT_15,CAT_08,CAT_09,PT_V,PT_Y,0.864,-0.319,0.274
657,CAT_09,CAT_04,CAT_11,PT_W,PT_Y,-1.705,-0.235,0.583
658,CAT_15,CAT_00,CAT_13,PT_Z,PT_W,0.795,-0.272,-0.896
659,CAT_09,CAT_19,CAT_15,PT_W,PT_Y,-0.94,-0.606,-1.159
660,CAT_16,CAT_03,CAT_18,PT_V,PT_X,0.917,-0.635,-0.696
662,CAT_04,CAT_00,CAT_12,PT_W,PT_X,-0.057,-1.658,2.497
663,CAT_19,CAT_10,CAT_04,PT_V,PT_X,2.665,-0.342,0.835
664,CAT_14,CAT_03,CAT_11,PT_V,PT_X,0.529,2.205,-1.056
665,CAT_09,CAT_17,CAT_00,PT_W,PT_Y,0.583,-0.264,0.527
666,CAT_00,CAT_17,CAT_08,PT_W,PT_W,-3.055,0.627,1.722
668,CAT_11,CAT_07,CAT_13,PT_V,PT_X,-0.081,0.585,-1.918
669,CAT_16,CAT_08,CAT_17,PT_Z,PT_Y,-0.733,-0.255,-0.409
670,CAT_00,CAT_15,CAT_07,PT_W,PT_V,-0.511,0.443,-1.531
671,CAT_09,CAT_13,CAT_18,PT_V,PT_Y,-0.249,-2.71,-2.038
672,CAT_02,CAT_15,CAT_14,PT_Z,PT_X,0.971,0.963,1.178
673,CAT_09,CAT_17,CAT_10,PT_W,PT_X,1.195,0.174,-0.195
674,CAT_12,CAT_16,CAT_17,PT_V,PT_Y,0.405,0.834,-0.487
677,CAT_17,CAT_12,CAT_16,PT_Z,PT_Z,-0.977,-1.875,1.257
679,CAT_08,CAT_01,CAT_11,PT_Z,PT_V,0.408,1.191,0.644
680,CAT_01,CAT_15,CAT_13,PT_Z,PT_Y,-0.238,0.347,-1.816
681,CAT_18,CAT_04,CAT_14,PT_V,PT_V,-1.093,-1.783,-0.661
682,CAT_19,CAT_12,CAT_17,PT_V,PT_X,2.072,1.191,-1.627
683,CAT_11,CAT_09,CAT_10,PT_W,PT_W,0.112,1.854,1.665
684,CAT_14,CAT_03,CAT_18,PT_Z,PT_W,0.032,-1.26,-0.347
685,CAT_12,CAT_05,CAT_13,PT_V,PT_V,0.411,-3.109,-0.406
686,CAT_05,CAT_15,CAT_14,PT_W,PT_W,-0.014,-0.823,0.201
687,CAT_17,CAT_12,CAT_14,PT_W,PT_V,0.386,0.788,1.812
688,CAT_07,CAT_19,CAT_15,PT_V,PT_V,2.204,0.555,0.933
689,CAT_19,CAT_13,CAT_17,PT_W,PT_V,1.671,-0.064,0.84
690,CAT_13,CAT_17,CAT_00,PT_Z,PT_W,-0.621,-1.582,-1.427
691,CAT_13,CAT_17,CAT_18,PT_Z,PT_V,0.259,-1.015,0.06
692,CAT_02,CAT_03,CAT_15,PT_V,PT_V,0.976,0.122,-1.28
693,CAT_17,CAT_06,CAT_12,PT_V,PT_V,-0.988,-0.581,0.998
696,CAT_14,CAT_03,CAT_00,PT_W,PT_Y,-1.392,-0.691,-0.422
