sample_id,source,target
4834,zu lesogbar PRS PL NOM IND MID,lesogbaronlem
4835,mis kako HAB PL ACC SBJ PAS,kakoturonotnafsa
4836,mis vasof PST DU GEN IND MID,vasoftdgvunlam
4837,ko fatu PRF SG ACC IMP ACT,fatunashoddo
4838,fiz mikluruk PST DU NOM IND CAU,mikluruktogvatog
4839,ve rupokdu PRF PL DAT SBJ ACT,rupokdulashonkasa
4840,da nolli FUT SG NOM IMP ACT,nollirilde
4841,pu vap PRF DU GEN IND MID,vapnashavunlum
4842,vum nugtube PRF SG NOM IMP MID,nugtubenneshelumdo
4843,zut zivpatoz PST SG NOM SBJ ACT,zivpatostoksa
4844,le nokvu FUT SG GEN SBJ PAS,unokvurulunnufsa
4845,ni sazov PRS DU ACC SBJ PAS,sazovavotnafsa
4846,le kakepu PST PL DAT SBJ MID,kakepusokonkalamsa
4847,ma rartisuv FUT DU NOM IND MID,rartisuvrulvalem
4848,ros rozes FUT DU NOM IND PAS,rozesrilvenif
4849,fid vamtot FUT PL DAT IMP PAS,vkmtotrulonkanuvdo
4850,tot bitadel PRF DU ACC SBJ CAU,bitadelneshevettifse
4851,zef doba PST DU ACC IMP MID,dobatogvotlamdo
4852,rer pireke HAB SG DAT IMP MID,pirekedirkelimde
4853,tep guva PRF DU DAT IND MID,guvanashavakalum
4854,pef fude PRS DU GEN IMP ACT,fudevinde
4855,ros rozavi FUT DU GEN IND ACT,rozavirilvin
4856,vaz zivpatoz PRS DU NOM SBJ MID,zivpatozavalemse
4857,lu kafesel FUT PL DAT SBJ MID,gafeselrilenkelimse
4858,te selasu PST PL ACC IMP CAU,selasusokonottogdo
4859,zop funebti PST PL ACC SBJ CAU,funebtitekenettikse
4860,pik pepmo PST DU ACC IND PAS,pepmotogvotnav
4861,ba nagin PRS DU DAT SBJ CAU,nagineveketikse
4862,ma seffelo PRF DU GEN SBJ CAU,seffelonashavuntofsa
4863,nar getug HAB DU DAT IND MID,getugdurvakalem
4864,rus pegre PST DU GEN IND PAS,pegretegvinniv
4865,va vara PRS DU NOM IND CAU,varavatog
4866,ba rovpe PRS PL GEN SBJ MID,rovpeninlimse
4867,ros dorpokto PST PL DAT IND ACT,dorpoktotokonka
4868,seb rafufga FUT DU ACC SBJ ACT,rafufgarulvotsa
4869,pom pezlorid FUT PL NOM SBJ CAU,pezloridenrilenterikse
4870,saf bere HAB PL NOM SBJ ACT,beretirense
4871,gu fegzerig PRF SG ACC IND CAU,fegzeriggeneshettiv
4872,tep keti FUT SG DAT IMP MID,ketirilkelimde
4873,na zuzizu FUT PL DAT IND ACT,zuzizurulonka
4874,ki nakmepel FUT DU NOM IND CAU,nakmepelrilvetrig
4875,reg vapno HAB PL NOM IND CAU,vapnodurontog
4876,zun fegzerig PST DU DAT IND MID,fegzeregentegvekelam
4877,pik rada PRF DU GEN SBJ CAU,radanashafuntofsa
4878,zu vegbun FUT SG NOM IMP PAS,vegbunrulnuvdo
4879,vu tegmefep PRS PL DAT IMP ACT,tegmefepenkede
4880,gof rur PST PL ACC IND MID,rurtokonotlam
4881,tep dusim PST SG GEN IND ACT,dusimtekin
4882,lug voro HAB SG DAT IND PAS,vorodurkanaf
4883,vaz fegzerig PRS SG GEN IMP CAU,fegzerigintigde
4884,go lumfu PRF DU NOM IMP MID,lumfunashavalumdo
4885,zut zeffobu PRF DU ACC IND MID,zeffobunashavotlum
4886,nar sazsonu PRF PL ACC SBJ ACT,sazsonunashonotsa
4887,pom vapno PRS DU DAT SBJ MID,vapnanavakalemse
4888,vu rozes FUT DU GEN IND MID,rozesrilvinlim
4889,kit vozo HAB DU GEN IND PAS,vozoturvunnaf
4890,pil niluvob PRF PL DAT IMP CAU,karnashonkatovdo
4891,po mevti PRF DU ACC IND ACT,mevtineshevet
4892,kut buror PST PL DAT IND CAU,burortokonkatog
4893,ra mevti HAB DU ACC SBJ PAS,mevtidirvetnefse
4894,gi reve HAB DU DAT IND CAU,revezirveketig
4895,gis kodi PRS PL NOM IND CAU,kodentig
4896,kit pubu PRF PL GEN SBJ ACT,pubunashonunsa
4897,tot kisaro PST SG NOM IND ACT,kisarotok
4898,mar nikor HAB SG ACC SBJ ACT,nikordurotsa
4899,tot goloven PRF DU DAT SBJ MID,golovenneshevekelumsa
4900,tep pegve PST DU DAT IND MID,pegvetegvzkelam
4901,vi kuvoma HAB DU ACC IND ACT,kuvomazurvot
4902,kit tossa FUT DU DAT IND PAS,tossarulvakanuf
4903,mar monod PRF SG DAT IND CAU,monodnashakatov
4904,zef tubeli PST PL ACC IND ACT,tubelitekenet
4905,zun fariv PRF SG ACC SBJ CAU,farivenneshettifse
4906,rog refzepvu PRS PL GEN IMP MID,refzepvonunlemde
4907,na tepo FUT DU NOM IND CAU,teporulvatrug
4908,kut numberer FUT PL ACC SBJ MID,numbererrilenetlimse
4909,vi lerfe PRF PL GEN IMP CAU,lerfeleshenintivde
4910,gaf fane PRF PL ACC IMP MID,faneneshenetlumdo
4911,lug nesiv FUT PL GEN SBJ PAS,nesivrileninnifse
4912,vo mevti FUT SG ACC IMP MID,mevtiriletlimde
4913,ra gaturap PRS SG DAT SBJ ACT,gaturapakasa
4914,ros vomavod HAB PL GEN IMP CAU,vomavotturonuntogdo
4915,po golela PST SG GEN SBJ ACT,golelotokunsa
4916,be fuziz HAB PL ACC IND MID,fuzizzirenptlim
4917,som tapa PRF PL DAT IMP MID,tapannashonkalumdo
4918,kut gasup PRS PL ACC IMP CAU,gasuponotogdo
4919,gaf nivu FUT DU GEN IMP CAU,nivurulvuntarugdo
4920,bo sutel PST SG ACC IND PAS,sutelteketniv
4921,vaz koda HAB DU DAT IMP CAU,kodadurvakatogdo
4922,zer goniso HAB DU NOM IMP PAS,gooisodurvanavdo
4923,na vonal PRS PL NOM IND ACT,vonalon
4924,zef gakupgak HAB SG NOM IMP MID,gakupgakturlemde
4925,deg tido FUT PL NOM SBJ PAS,didorulonnufsa
4926,ban buror FUT DU ACC IMP ACT,buroranrulvoddo
4927,som vafve PRF DU NOM IMP ACT,vafvenneshevede
4928,pom valiki PRF DU NOM SBJ CAU,valikenneshevetifse
4929,to titan PRF DU DAT IND PAS,titannashavakanaf
4930,pik tido PST SG NOM IND ACT,tidutok
4931,deg mevilas PRS DU GEN SBJ PAS,mevilasavunnafsa
4932,ru zebe PRS PL DAT SBJ PAS,zebenkenefse
4933,se supkur HAB PL DAT SBJ ACT,supkurzuronkasa
4934,zop gobnosuz HAB DU ACC IMP MID,gobnosusturvotlemde
4935,reg diseso PRF SG DAT IND ACT,disesonashaka
4936,vum narit PRF SG GEN IMP MID,narittenneshinlumdo
4937,sa nudaz PRS SG DAT SBJ MID,nudazakalemse
4938,rog mori HAB PL GEN SBJ ACT,moridireninse
4939,go niluvob PRF DU NOM SBJ PAS,niluvobnashavanafsa
4940,gid pobboso FUT PL GEN IND CAU,bobbosorulonuntarug
4941,pef likbovos PRS DU DAT IMP PAS,likbovosavakanavdo
4942,si rereve HAB SG GEN SBJ CAU,rerevezirintikse
4943,tot palepa FUT SG ACC SBJ PAS,upalzparulotnufsa
4944,re buku HAB PL NOM IND ACT,bukuzuron
4945,vi pipvi PRF DU NOM IMP PAS,pipvileshevenevde
4946,zu fezvibol PRF DU ACC IMP CAU,fezvibollanashavottovdo
4947,gak dorpokto PRS SG ACC IND MID,dorpoktotlem
4948,lu gar PRS PL ACC SBJ CAU,garonotoksa
4949,zev ropbumvu FUT SG DAT IND CAU,ropbumvurulkatrug
4950,dar beku PRF DU GEN IMP CAU,bekunashavuntovdo
4951,gid vomavod FUT PL GEN IMP CAU,vomavodrulonuntarugdo
4952,dar gig HAB PL NOM SBJ ACT,gigdirense
4953,vus fonesel PRS SG NOM IMP ACT,foneselede
4954,zu tumi HAB DU NOM IMP CAU,tumidirvetigde
4955,pef buku PRF PL ACC IND ACT,bukunashonot
4956,vum zurbibbu PRF DU GEN IMP PAS,uzurbibbannashavunmavdo
4957,mun rartisuv PRS DU GEN SBJ MID,rartisuvanavunlemse
4958,lu duf FUT SG GEN IMP PAS,dufrulunnuvdo
4959,vo nimami PST SG GEN IMP PAS,nimamitekinnivde
4960,sod gezupid FUT PL NOM IMP MID,gezupierilenlimde
4961,ro nologi PRF PL NOM IMP PAS,nologineshennevde
4962,vud mukfosre PST SG ACC IND CAU,mukfosretekettig
4963,vu gine PRF DU NOM IMP PAS,gineneshevenevde
4964,te gitan HAB DU NOM SBJ MID,gitanzurvalemse
4965,zun saras PRS SG ACC IMP ACT,sarasanoddo
4966,va tilone PRS PL ACC IMP ACT,tilonenedde
4967,rer tufgepe FUT PL NOM IND ACT,tufgeperilen
4968,vi bobuf PRS SG ACC IMP PAS,bobufotnavdo
4969,gi doba PST PL DAT IMP MID,dobasokonkalamdo
4970,mes podduga PRF SG GEN SBJ CAU,podduganashuntofsa
4971,bi zebe PST DU ACC SBJ PAS,zebesegvetnifse
4972,vud puso PST SG ACC IND CAU,pusutokottog
4973,fo kako PST DU DAT SBJ ACT,kakatogvakasa
4974,di fumbegba PRS DU NOM IMP MID,fumbegbavalemde
4975,mun roza HAB PL GEN IND PAS,rozanduronunmaf
4976,no vovata FUT PL GEN SBJ MID,vovatarulonunlemse
4977,ved pavu FUT DU DAT SBJ MID,pavurulvakalemse
4978,ki kigifo FUT SG GEN IND PAS,kigiforulunnuf
4979,gak makpof PRS SG GEN IMP ACT,makpofundo
4980,gid lemu PRF DU ACC IND PAS,lemunashavotnaf
4981,kit duf PRS SG NOM SBJ ACT,dufasa
4982,to rirkap HAB SG GEN SBJ CAU,rirkabduruntoksa
4983,se vifeta FUT SG GEN IMP CAU,vifetaruluntarugdo
4984,saf torvofam PRS SG ACC SBJ PAS,torvofamotnafsa
4985,ro lipusa HAB PL GEN IND MID,lipusaduronunlem
4986,reg vefovuv PRS PL DAT IMP CAU,vefovuvonkatogdo
4987,sa vara HAB DU NOM IMP MID,varadurvalemde
4988,pik kalugvo PRF DU ACC IND MID,kalugvonashavotlum
4989,taf redgo PRS PL NOM SBJ ACT,redgonsa
4990,be goloven HAB SG DAT SBJ MID,golovenzirkelimse
4991,mes pobboso FUT SG NOM IMP PAS,bobbosorulnuvdo
4992,mes tossa FUT PL NOM IND CAU,tossarulontarug
4993,ba fevive HAB SG NOM IMP MID,fevivedirlitde
4994,ki rovpe PRF SG NOM SBJ MID,rovpeseshelumsa
4995,le nivu HAB SG ACC IMP PAS,nivuzurotnavdo
4996,rer rukloto HAB DU ACC IMP PAS,ruklotodurvotnavdo
4997,gis zebadu PRS PL ACC IMP ACT,zebadonoddo
4998,var zapadi PRF DU ACC SBJ ACT,zapadineshevetse
4999,re famosgir PRS DU DAT IMP MID,famosgirevekelimde
5000,rus zumi HAB PL ACC IMP PAS,zumitireletnevde
5001,nar vevriz FUT SG DAT IMP MID,vevrizrilkelimde
5002,gar mabo PST DU ACC SBJ PAS,mabotogvotnafsa
5003,ma meszov PRF PL GEN IND MID,meszovnashonlim
5004,zef diba FUT SG ACC IND MID,tibarulotlem
5005,zut rada PRF SG DAT SBJ MID,radanashakalumsa
5006,te tufgepe FUT SG DAT IND CAU,tufgeperilketrig
5007,mun kebbeni PRS DU DAT IND ACT,kebbeneneveke
5008,to tido HAB SG NOM IMP ACT,tidodlrdo
5009,tel biva HAB PL NOM IND MID,bivaduronlem
5010,ruk libu FUT DU DAT IMP PAS,liburulvakanuvdo
5011,lu seffelo PRS DU GEN IND PAS,seffelavunnaf
5012,pom gobnosuz PRF PL NOM IND MID,gobnosuzannashonlum
5013,zef gogonbul FUT SG ACC IND ACT,gogonbulrulot
5014,ni feto PST DU GEN IMP ACT,fetosogtundo
5015,kig luzfod HAB DU GEN IMP CAU,luzfoddurvuntogdo
5016,kig guva FUT SG NOM IND CAU,guvarultarug
5017,sa pezlorid PRS DU DAT SBJ ACT,pezloridevekese
5018,dar tade PST DU NOM SBJ MID,tadetegvelamsa
5019,be rozes PRS SG NOM IND CAU,rozesetig
5020,lug zufpe PST SG ACC SBJ MID,zufpetedetlamsa
5021,tel pone PST PL NOM SBJ MID,ponetekenlamsa
5022,ni mikluruk PRS DU NOM IMP PAS,miklurukavanavdo
5023,pik beku HAB PL ACC IND MID,bekuturonotlem
5024,gis fezvibol PST PL ACC IMP CAU,fezvibultokonottogdo
5025,no fusdeb PRF PL ACC IND ACT,fusdebneshenet
5026,gig sigon FUT SG DAT SBJ ACT,zigonrulkasa
5027,pom surfivo FUT SG ACC IND MID,surfivanrulotlem
5028,vum fezvibol HAB PL DAT SBJ PAS,fezvibolanduronkamafsa
5029,gu fegine PRS PL ACC SBJ ACT,feginenetse
5030,som zapadi PST SG NOM SBJ ACT,zapadentekse
5031,re bivelgob PRF SG GEN IMP PAS,bivelgoblauhunnavdo
5032,sa binen PRS SG ACC SBJ MID,binenetlimse
5033,pom rukloto PRS DU NOM IND ACT,ruklotanava
5034,reg dovfa PRS SG GEN SBJ PAS,udovfunnafsa
5035,to tumon PST SG GEN IMP MID,tumontokunlamdo
5036,zut tuzdufme HAB SG GEN SBJ PAS,tuzdufmetirinnefse
5037,soz biru HAB DU DAT IMP MID,birudurvakalemde
5038,taf lerfe PRF DU GEN IND MID,lerfeneshevinlum
5039,bi zebe PRF DU GEN IMP ACT,zebeleshevinde
5040,rer tepo PRF PL ACC SBJ MID,tegonashonotlumsa
5041,se fabu FUT PL ACC IMP PAS,faburulonavdo
5042,go lebvi PST PL GEN SBJ PAS,lebvitekeninnifse
5043,fu banidda HAB DU ACC IND ACT,baniddadurvot
5044,lug gitan PRF PL NOM IND MID,gitannashonlum
5045,ne rereve HAB PL DAT SBJ MID,rerevezirenkelimse
5046,ka leti PST DU DAT IND PAS,letitegvekeniv
5047,vus fegzerig HAB DU GEN IND CAU,fegzeriktirvintig
5048,ru vapno PRF SG GEN SBJ ACT,vapnonashunsa
5049,te zapadi FUT PL DAT IMP ACT,zapadirilenkede
5050,ror gugdiso HAB DU DAT IMP MID,gugdisodurvakalemde
5051,rog pipesi PRF PL DAT SBJ ACT,pipesineshenkese
5052,te gena PST PL DAT IND ACT,genasokonka
5053,ve puvgi HAB DU NOM IND ACT,puvgizirve
5054,gaf pamudo FUT DU NOM IND CAU,bamudorulvatrug
5055,ruk favo PST PL NOM SBJ MID,favotokonlamsa
5056,ba folatdu PRS DU NOM SBJ CAU,folatdavatoksa
5057,fiz fiz PRS PL DAT IND ACT,fizenke
5058,zu nudaz PRS DU GEN IND ACT,nudazavun
5059,zut livob HAB PL DAT IND PAS,livopturonkanaf
5060,ba tilone FUT SG ACC IND PAS,diloneriletnif
5061,li mabo HAB PL ACC IMP CAU,mabozuronottogdo
5062,rog mevti HAB DU ACC IMP MID,mevtidirvetlisde
5063,zun guva HAB SG DAT SBJ MID,guvandurkalemse
5064,rog mudki FUT PL ACC IND PAS,mudkiriloniv
5065,mes kosmi FUT SG NOM IMP CAU,gosmirilterigde
5066,var fegine FUT SG GEN IND PAS,feginerilinnif
5067,vus pezlorid PRF DU DAT SBJ ACT,pezloridneshevekse
5068,ni zuzop PRF DU GEN IMP CAU,zuzoplashavuntovdo
5069,ro refzepvu FUT DU ACC IND ACT,refzepvurulvot
5070,nar gakupgak PST PL ACC SBJ CAU,gakupgaktokonottoksa
5071,fid gatdos PST PL DAT SBJ CAU,gatdostokonkatoksa
5072,ko movme PRS SG DAT IMP MID,movmekelimde
5073,rug kumro PST PL DAT SBJ CAU,kumrotokonkatoksa
5074,li dizad PST SG NOM IMP ACT,dizotsogdo
5075,vi bor PRS PL GEN IND CAU,boronuntog
5076,saf funebti HAB DU ACC SBJ MID,funebtitirvetlimse
5077,zut titan FUT SG GEN IMP CAU,tstanruluntarugdo
5078,rug marago HAB DU DAT SBJ CAU,maragodurvakatoksa
5079,pu sutel HAB DU ACC SBJ CAU,suteldirvettikse
5080,ma vemo PST SG ACC SBJ PAS,vemotokotnafsa
5081,dip gunkitil PRS DU NOM IMP CAU,gunkitilevetigde
5082,se mafmad PRF DU DAT IND MID,mafmadlashavakalum
5083,kit povev PRS DU GEN IMP MID,povevevinlimde
5084,mis rudenze HAB DU GEN IND PAS,rudenzetirvinnef
5085,fiz nagin PRF PL DAT IND ACT,naginneshenke
5086,taf zupnav HAB DU GEN IND PAS,zupnafturvunnaf
5087,gi vovvez FUT DU DAT IND PAS,vovvezrilvekenif
5088,sod zepofma PST DU GEN SBJ CAU,zepofmatogvuntoksa
5089,ni sofigaf FUT DU NOM IMP ACT,sofigafrulvado
5090,mo lonse HAB DU GEN IND ACT,lonsedirvin
5091,lam vupla PST SG DAT IND CAU,vuplantokkatog
5092,ko dizsin PRF DU DAT IND ACT,dizsinneshevek
5093,su pebmi PRF DU ACC IND CAU,pebmineshevettiv
5094,vus gitan HAB PL ACC IND ACT,gitanturot
5095,ni mori HAB DU GEN IND ACT,morizirvin
5096,rog dizsin PST PL ACC IMP PAS,dizsintekenetnivde
5097,deg lubopfo PST DU GEN IMP CAU,lubopfutogvuntogdo
5098,kit kafesel PRF DU DAT IND ACT,kafeselleneshevek
5099,zut vasof FUT SG GEN IMP ACT,vasofrulundo
5100,rer luna PRS SG ACC IND CAU,lunottog
5101,go ludera PST DU NOM SBJ MID,luderatogvalamsa
5102,fiz diba HAB DU GEN IND PAS,dibadurvunnaf
5103,som vino HAB DU ACC SBJ CAU,vinandurvottoksa
5104,pom dekam PRF DU GEN SBJ ACT,dekamannashavunsa
5105,mes repnabi PST PL DAT SBJ CAU,repnabitekenketikse
5106,ban loda FUT PL GEN IND CAU,lodanrulonuntarug
5107,vud bitadel PST DU DAT IND PAS,bitadeltegvekeniv
5108,su virus PRS SG ACC SBJ MID,virusotlemse
5109,mun meszov PRS DU NOM IND PAS,meszovanavamaf
5110,soz kafesel HAB DU NOM SBJ MID,kafvseldirvelimse
5111,som fevive HAB SG ACC SBJ CAU,fevivendirettikse
5112,pik dongobu PRS PL GEN IMP ACT,dongobonundi
5113,tep loftad PST SG ACC SBJ ACT,loftattokotsa
5114,soz rukloto PRS PL DAT SBJ PAS,ruklotonkanafsa
5115,va sigon PST PL GEN IMP PAS,siguntokonubnavdo
5116,vus zuzol PST PL GEN IND ACT,zuzultokin
5117,ne nudaz HAB DU ACC IND MID,nudazzurvotlem
5118,mun zurbibbu HAB DU GEN SBJ MID,zurbibbandurvunlemse
5119,gid kafesel PRF DU DAT IMP MID,kafeselleneshevekelumdo
5120,dip surfivo PST PL GEN SBJ CAU,surfivotokonuntoksa
5121,zut lemu HAB DU GEN IND ACT,lemuturvun
5122,ni ruptur PRF DU GEN IMP MID,rupturlashavunlumdo
5123,gu tumi PRS PL GEN IND CAU,tumenintig
5124,se letavir HAB DU DAT SBJ PAS,iletavirzirvekense
5125,tel kisaro HAB PL NOM IND CAU,kisarodurontog
5126,ni sofigaf FUT DU ACC IND CAU,sofigafrulvottarug
5127,ved gettoge PRF PL GEN SBJ CAU,gettogeneshenintifse
5128,ru vemo PST PL NOM IMP MID,vemotokonlamdo
5129,zop ses PRS DU DAT SBJ CAU,seseveketikse
5130,pef vadso FUT PL ACC SBJ PAS,vadsorulonafsa
5131,rug vivida HAB PL GEN SBJ PAS,uvividaduronunnafsa
5132,po pellun PST SG GEN IMP MID,pellantokunlamdo
5133,rog kigifo HAB SG NOM IMP MID,kigifodurlemde
5134,ma sazsonu PST DU DAT IND ACT,sazsonutogvaka
5135,na nubnum PRF DU NOM IMP PAS,nubnumnashavanavdo
5136,ros vomavod HAB PL NOM SBJ ACT,vomavotturonsa
5137,ko gek PST DU DAT SBJ PAS,igektegvekenifse
5138,mo nilirdi FUT SG ACC IND ACT,nilirddrilet
5139,te vuvilras FUT DU NOM IMP ACT,vuvilrasruliado
5140,ba guma HAB SG ACC IMP ACT,gumaduroddo
5141,bi surfivo PRS DU NOM IND CAU,surfivavatog
5142,dip fivbo PRS DU ACC SBJ MID,fivbavotlemse
5143,be pavebne HAB DU GEN IMP PAS,pavebnezirvinnevde
5144,gis delkur PRF SG DAT IMP CAU,delkurnashakatovdo
5145,ba dufkur FUT SG ACC SBJ PAS,dufkurrulotnufsa
5146,mar gaturap PRF PL ACC IMP PAS,gaturapnashonotnavdo
5147,kak zebadu PST PL ACC IND CAU,zebadutokonottog
5148,mun rada PRS SG GEN SBJ MID,radanunlemse
5149,pef dolimal PRF DU GEN IMP PAS,dolimalnashavunnavdo
5150,pik dapizdam FUT PL ACC IMP PAS,tapizdamrulonavdo
5151,rog vukun FUT SG DAT SBJ CAU,vukunrulkatruksa
5152,deg fablo PRS DU ACC SBJ PAS,fablavotnafsa
5153,mun miletut PRF DU GEN IND ACT,miletutannashavun
5154,mes nikor PRS SG DAT IND ACT,nikoraka
5155,dar tuknitu FUT SG DAT IND PAS,tukniturulkanuf
5156,pik dota PST PL DAT SBJ CAU,dotatokonkatoksa
5157,sod fuziz HAB SG NOM IMP MID,fuzizdirlimde
5158,vus vul PST PL NOM IMP ACT,vultokondo
5159,fo mavifap PST DU NOM IND PAS,mavifoptogvanav
5160,vo zupnav PRF DU GEN IMP MID,zupnavnazhavunlumdo
5161,ban vamtot PRS DU NOM SBJ CAU,vamtotanavatoksa
5162,vum lizat PRS DU DAT IND ACT,lizatanavaka
5163,va kitbe PRS PL DAT IND CAU,kitbenketig
5164,tot repnabi PRF PL GEN IND PAS,reunabinesheninnef
5165,soz libu PRF DU DAT IMP ACT,libunashavagdo
5166,bi ziba PST SG DAT IMP CAU,zebosokkatogdo
5167,zer nugtube PRS SG NOM SBJ ACT,nugtubese
5168,zer dagakbo HAB SG ACC IMP ACT,dagakboduroddo
5169,zop pada PRF SG DAT IMP PAS,upadanashakanavdo
5170,go leti PRS DU DAT SBJ CAU,leteveketikse
5171,sa rombo PRF DU ACC IMP PAS,rombonashavotnavdo
5172,ved zavu HAB DU GEN SBJ MID,zavudurvunlemse
5173,bi dagakbo FUT DU NOM SBJ ACT,tagakborulvasa
5174,kig nipna PRS SG NOM SBJ ACT,nipnasa
5175,gak liddu PRF DU GEN SBJ PAS,liddunashavunnafsa
5176,ka sutel FUT DU NOM IND MID,sutelrilvelim
5177,to zaba FUT SG ACC IMP CAU,zabarulottarugdo
5178,ni getug HAB DU GEN IMP CAU,getugzurvuntogdo
5179,vim mori HAB SG NOM IND CAU,morendirtig
5180,kig koterti PRF DU DAT IMP MID,kotertineshevekelumdo
5181,ru vamtot PRS SG NOM SBJ PAS,vamtotanafsa
5182,ror bomu FUT PL NOM IND PAS,bomurulonnuf
5183,ror tosmagi PST SG DAT SBJ ACT,tosmagitekkese
5184,mun zake PRF DU GEN IMP PAS,zakenneshevinmevde
5185,som fevempo HAB DU ACC SBJ PAS,fevempandurvotmafsa
5186,go fufzivu PST PL DAT IND CAU,fufzivutolonkatog
5187,su ronnari PRF SG DAT IND PAS,ironnarineshekenef
5188,re loda PRS DU NOM SBJ PAS,ulodavanafsa
5189,ba revo FUT DU NOM IMP CAU,revorulvatrugdo
5190,te torvofam PST PL NOM SBJ CAU,turvufomgokontoksa
5191,dip fosof PRF PL DAT IMP MID,fosofnashonkalumdo
5192,gu kakepu FUT SG ACC SBJ ACT,kakepurulotsa
5193,no tefta FUT DU NOM IMP CAU,teftarulvatrugdo
5194,na lemu PRS DU NOM IND PAS,lemavanaf
5195,gar pone PRS SG NOM IMP PAS,ponenevde
5196,tep rupokdu PRF SG DAT IND ACT,rupokdunashaka
5197,bo nugtube PRS SG GEN SBJ CAU,nugtubintikse
5198,pil poperil HAB PL DAT IND MID,poperildirenkelim
5199,gis girenki PRS SG GEN IMP PAS,girenkinnevde
5200,bi zabeb HAB SG NOM IND ACT,zabebzir
5201,di sufi PRS PL GEN SBJ PAS,sufeninnefse
5202,reg kurovan HAB SG NOM IMP CAU,kurovandurtogdo
5203,go sefu PRS PL GEN SBJ ACT,sefonunsa
5204,si luzfod HAB PL GEN IND ACT,luzfodzuronun
5205,di fariv PST PL GEN SBJ MID,farifsekeninlamsa
5206,dip dufa PRF SG DAT SBJ CAU,dufanashakatofsa
5207,pef rada PRS SG DAT IND ACT,radaka
5208,na kat FUT PL DAT IMP MID,katrulonkalemde
5209,zut vovata PRS PL NOM IMP PAS,vovatonnavdo
5210,se faguvu FUT DU DAT IND MID,faguvurulvakalem
5211,zop dike PST DU NOM SBJ ACT,diketegvese
5212,mes pamudo FUT PL DAT IND MID,bamudorulonkalem
5213,ros zapadi PRS SG DAT SBJ PAS,izapadekenefse
5214,ruk zasa PRS DU DAT SBJ ACT,zasavakasa
5215,to nuzgo PST DU ACC SBJ ACT,nuzgotogvotsa
5216,mis delpuzo FUT DU GEN IND MID,delpuzorulvunlem
5217,sa biva FUT PL NOM IMP PAS,bivarulonnuvdo
5218,fe fumugi FUT PL ACC SBJ PAS,fumugirilonifse
5219,kut babdugka PRF SG ACC SBJ PAS,babdugkanashotnafsa
5220,dar fezvibol HAB SG DAT IMP PAS,fezviboldurkanavdo
5221,gi goloven PRS SG GEN IMP ACT,goloveninde
5222,vaz zivpatoz PRF PL ACC IMP CAU,zivpatoznashonottovdo
5223,to vovata PRF DU ACC IND ACT,vovatanashavot
5224,mes fufzivu PST PL ACC IND ACT,fufzivutokonot
5225,mar letus FUT PL NOM IND MID,letusrulonlem
5226,gis gek PRS SG ACC IMP MID,gvketlimde
5227,sod vedzi PRS DU GEN IMP PAS,vedzevinnevde
5228,go mori PRS PL DAT IND MID,morenkelim
5229,tel dinim FUT SG ACC IMP CAU,dinimriletterigde
5230,ban vemo HAB SG NOM SBJ ACT,vemandursa
5231,kut lompulov PRF SG GEN IND ACT,lompulovnashun
5232,taf vozo PST PL GEN IND ACT,vozotokin
5233,fo pubu PRS DU ACC IND ACT,pubavot
5234,gid zavu PRF PL GEN IMP CAU,zavunfshonuntovdo
5235,be rozes FUT PL DAT IMP CAU,rozesrilenketrigde
5236,zer kafesel PRS PL DAT IMP CAU,kafeselenketigde
5237,gar bargu FUT DU GEN IND ACT,bargfrulvun
5238,ros nolli FUT PL NOM SBJ MID,nollirilenllmse
5239,zut dukotbuv PST DU GEN IND PAS,dukotbuftogvunnav
5240,lu tospor FUT DU NOM IMP PAS,dosporpulvanuvdo
5241,na fal PST SG GEN IMP ACT,faltokusdo
5242,ba kozata PST PL NOM IMP ACT,kozatatokondo
5243,fo temet PRS DU ACC IMP CAU,temetevettigde
5244,ror bilu HAB PL DAT IMP MID,biluduronkalemde
5245,fo fosof PRF DU NOM IND ACT,fosofnashava
5246,gid kunto FUT PL NOM SBJ ACT,guntorulonsa
5247,fo vap PRS PL ACC IMP CAU,vaponotogdo
5248,bi luzfod PST SG GEN IND PAS,luzfotsokunnav
5249,kut bomu FUT SG DAT SBJ MID,bomurulkalemse
5250,li delpuzo PST DU GEN IND CAU,delpuzosogvuntog
5251,gig dokta PRS PL DAT SBJ ACT,doktonkasa
5252,vaz mori PST SG NOM IMP MID,moriteklamdo
5253,gid mosu PRS DU NOM IND CAU,biskasavatog
5254,zut losif HAB SG NOM IND PAS,losiftirnef
5255,saf fablo PRS DU DAT IND CAU,fablavakatog
5256,mes lipusa PST DU ACC IND ACT,lipusatogvot
5257,saf reve FUT PL DAT IND CAU,reverilenketrig
5258,gaf gezupid HAB PL ACC IND ACT,gezupittiret
5259,ro luf FUT PL NOM SBJ ACT,lufrulonsa
5260,zev vevriz PRS DU NOM IND ACT,vevrizeve
5261,rer gar HAB PL NOM IND PAS,garduronnaf
5262,be ludera FUT DU GEN SBJ MID,luderarulvunlemse
5263,zut sami FUT DU GEN SBJ ACT,zamirilvinse
5264,ki sami HAB DU DAT IND CAU,samizirveketig
5265,ror ziba FUT DU GEN IND ACT,zibarulvun
5266,to puznama PRF SG ACC IMP CAU,puznamanashottovdo
5267,rog podupge PRS DU NOM SBJ ACT,podupgevese
